lambda_nm,Re_eps_eff_I0e+00,Im_eps_eff_I0e+00,status_I0e+00,Re_eps_eff_I1e+06,Im_eps_eff_I1e+06,status_I1e+06,Re_eps_eff_I5e+06,Im_eps_eff_I5e+06,status_I5e+06,Re_eps_eff_I2e+07,Im_eps_eff_I2e+07,status_I2e+07
458.0,3.1180295486238645,-0.9755552071842762,ok,3.11882463719064,-0.9754812686748338,ok,3.121981030266544,-0.9751824178958131,ok,3.1334886197458274,-0.9740207300833645,ok
460.0,3.109995798890706,-0.9738043631535764,ok,3.110803455357083,-0.973736835021341,ok,3.1140095679282007,-0.9734632762783528,ok,3.125696111770943,-0.9723917167907716,ok
462.0,3.101926004693549,-0.9719664801642972,ok,3.1027463324511317,-0.9719056291381687,ok,3.106002571335275,-0.9716584127845934,ok,3.117869504997621,-0.9706806985729326,ok
464.0,3.0938210503670422,-0.9700401956870752,ok,3.094654148825811,-0.9699862948019108,ok,3.0979609052098387,-0.9697664959134655,ok,3.1100096094638876,-0.9688864299995438,ok
466.0,3.085681857702073,-0.968024146367309,ok,3.0865278220211576,-0.9679774749777819,ok,3.089885470412125,-0.9677861934062427,ok,3.1021172677779405,-0.9670076650616148,ok
468.0,3.077509386570976,-0.9659169689102772,ok,3.078368307381768,-0.9658778126963495,ok,3.0817772045285157,-0.9657161730907637,ok,3.0941933556094847,-0.9650431579074972,ok
470.0,3.069304635539176,-0.9637173010014792,ok,3.0701765986608605,-0.9636859519649613,ok,3.0736370824464063,-0.9635551037583898,ok,3.0862387821691897,-0.9629916636053439,ok
472.0,3.0581482960627118,-0.9641631406891846,ok,3.0590435182233615,-0.9641394223543838,ok,3.0625958725596636,-0.964038529488499,ok,3.0755263384576015,-0.9635798396372,ok
474.0,3.0398365448895746,-0.970969838803824,ok,3.0407806915408893,-0.9709533925352056,ok,3.0445260582399984,-0.970880674731841,ok,3.058144156045221,-0.9705155849148268,ok
476.0,3.0210015655653772,-0.9777744059949828,ok,3.021997871562526,-0.9777663162305503,ok,3.02594890611428,-0.9777259740010144,ok,3.0402983534131662,-0.9774684568558216,ok
478.0,3.0016235022223015,-0.9845691681419381,ok,3.0026754494237005,-0.9845706551580601,ok,3.0068457622924623,-0.9845674108914181,ok,3.0219734345622538,-0.9844331243354977,ok
480.0,2.981681634093864,-0.9913456638634501,ok,2.9827929723009685,-0.9913581009715458,ok,2.98719720853622,-0.9913972641730383,ok,3.003153386394256,-0.9914037524975142,ok
482.0,2.9611543395631132,-0.9980945715312641,ok,2.9623291093489126,-0.9981195045605871,ok,2.966983035200777,-0.9982070456140323,ok,2.98382167142991,-0.9983739652101559,ok
484.0,2.9400190596755023,-1.0048056294235088,ok,2.941261617271588,-1.0048447988112936,ok,2.946182214416165,-1.0049874324360843,ok,2.963961222206334,-1.0053368052525544,ok
486.0,2.918252261324484,-1.011467548362274,ok,2.919567305749537,-1.011522914220018,ok,2.924772873770889,-1.0117281939611749,ok,2.943554437674811,-1.0122846921837385,ok
488.0,2.8958294003690708,-1.0180679161186121,ok,2.897222002994737,-1.0181416866980804,ok,2.9027322708120904,-1.0184181119804554,ok,2.922583181960892,-1.0192093778669777,ok
490.0,2.872724885003094,-1.024593092802336,ok,2.874200521766285,-1.0246877568481367,ok,2.8800367687350548,-1.025044894346931,ok,2.90102878589242,-1.0261018996467202,ok
492.0,2.8489120397673635,-1.0310280963831886,ok,2.850476626250516,-1.0311464599318316,ok,2.8566618137027118,-1.031595081265244,ok,2.8788720517491844,-1.0329525312065642,ok
