benchmark,lambda_nm,I_wcm2,Re_eps_eff,Im_eps_eff,delta_Im_rel,status
Rotenberg_fs_630nm,554.8511891130098,10000.0,1.9870657176537938,-4.251458050944472,2.0162854711554534e-07,ok
Rotenberg_fs_630nm,554.8511891130098,14677.992676220705,1.9870660366542554,-4.251458451949026,2.959502198348437e-07,ok
Rotenberg_fs_630nm,554.8511891130098,21544.346900318822,1.987066504883079,-4.2514590405431525,4.343954868353968e-07,ok
Rotenberg_fs_630nm,554.8511891130098,31622.776601683792,1.987067192149384,-4.251459904481033,6.376053137203565e-07,ok
Rotenberg_fs_630nm,554.8511891130098,46415.88833612782,1.9870682009191916,-4.251461172568107,9.358764750360172e-07,ok
Rotenberg_fs_630nm,554.8511891130098,68129.20690579608,1.9870696815925553,-4.251463033864714,1.3736785089751933e-06,ok
Rotenberg_fs_630nm,554.8511891130098,100000.0,1.9870718549276747,-4.251465765873057,2.016283672009372e-06,ok
Rotenberg_fs_630nm,554.8511891130098,146779.92676220674,1.9870750449556345,-4.251469775909777,2.9594983245019683e-06,ok
Rotenberg_fs_630nm,554.8511891130098,215443.46900318822,1.9870797272941505,-4.251475661831993,4.343946514399775e-06,ok
Rotenberg_fs_630nm,554.8511891130098,316227.7660168379,1.9870866000655627,-4.251484301169794,6.37603513884867e-06,ok
Rotenberg_fs_630nm,554.8511891130098,464158.8833612772,1.9870966879970757,-4.25149698195221,9.358725975962703e-06,ok
Rotenberg_fs_630nm,554.8511891130098,681292.0690579609,1.987111495233659,-4.251515594727948,1.373670154770307e-05,ok
Rotenberg_fs_630nm,554.8511891130098,1000000.0,1.987133229668361,-4.251542914401325,2.0162656727770487e-05,ok
Rotenberg_fs_630nm,554.8511891130098,1467799.2676220676,1.9871651322823225,-4.251583013884985,2.9594595433148745e-05,ok
Rotenberg_fs_630nm,554.8511891130098,2154434.6900318824,1.987211960696572,-4.251641871203449,4.3438629556588826e-05,ok
Rotenberg_fs_630nm,554.8511891130098,3162277.6601683795,1.987280699245252,-4.251728260479287,6.375855091560816e-05,ok
Rotenberg_fs_630nm,554.8511891130098,4641588.833612773,1.9873816019016792,-4.251855059463218,9.358337994560059e-05,ok
Rotenberg_fs_630nm,554.8511891130098,6812920.690579608,1.9875297245515695,-4.2520411681675245,0.00013735865412235643,ok
Rotenberg_fs_630nm,554.8511891130098,10000000.0,1.9877471772220732,-4.252314323829152,0.0002016085452021596,ok
Rotenberg_fs_630nm,554.8511891130098,14677992.676220676,1.9880664367050584,-4.252715230104242,0.00029590710139623606,ok
Rotenberg_fs_630nm,554.8511891130098,21544346.900318824,1.9885352234678932,-4.253303612254112,0.0004343025086787742,ok
Rotenberg_fs_630nm,554.8511891130098,31622776.60168379,1.9892236914919033,-4.254167092698196,0.000637404740392891,ok
Rotenberg_fs_630nm,554.8511891130098,46415888.33612773,1.99023504928043,-4.2554341918865415,0.0009354435375880714,ok
Rotenberg_fs_630nm,554.8511891130098,68129206.90579608,1.9917212949773335,-4.257293352663081,0.0013727431955221575,ok
Rotenberg_fs_630nm,554.8511891130098,100000000.0,1.9939066248191923,-4.2600207358265,0.002014260453991113,ok
Rotenberg_fs_630nm,554.8511891130098,146779926.76220676,1.99712246119433,-4.264020733114369,0.0029551136969141207,ok
Rotenberg_fs_630nm,554.8511891130098,215443469.00318778,2.0018602954667144,-4.2698847899585415,0.004334418856759539,ok
Rotenberg_fs_630nm,554.8511891130098,316227766.01683795,2.0088522863253617,-4.278476275628884,0.006355252015567805,ok
Rotenberg_fs_630nm,554.8511891130098,464158883.3612773,2.0191959628443983,-4.291051618530264,0.009313142058522517,ok
Rotenberg_fs_630nm,554.8511891130098,681292069.0579594,2.0345505876342824,-4.309429862470494,0.013635952592128952,ok
Rotenberg_fs_630nm,554.8511891130098,1000000000.0,2.0574524971549466,-4.336221187881732,0.019937633213717585,ok
Rotenberg_fs_630nm,554.8511891130098,1467799267.6220675,2.0918308777787633,-4.375110691656383,0.029084968351423164,ok
Rotenberg_fs_630nm,554.8511891130098,2154434690.031878,2.143859458692704,-4.431141159244057,0.04226408907038889,ok
Rotenberg_fs_630nm,554.8511891130098,3162277660.1683793,2.223342289443417,-4.510780665439926,0.060996373688785716,ok
Rotenberg_fs_630nm,554.8511891130098,4641588833.612773,2.3458074930260686,-4.621149328978979,0.08695657004260082,ok
Rotenberg_fs_630nm,554.8511891130098,6812920690.579595,2.534994734257853,-4.7669210262535335,0.12124403681741855,ok
Rotenberg_fs_630nm,554.8511891130098,10000000000.0,2.8235667284421875,-4.942462055693891,0.16253365151688465,ok
Rotenberg_fs_630nm,554.8511891130098,14677992676.220675,3.2462322823896406,-5.1185056887205,0.20394148535001452,questionable
Rotenberg_fs_630nm,554.8511891130098,21544346900.31878,3.8188865955561155,-5.232033440604264,0.23064474183609904,questionable
Rotenberg_fs_630nm,554.8511891130098,31622776601.683792,4.510366696892159,-5.1986750671299315,0.22279840305053303,questionable
Rotenberg_fs_630nm,554.8511891130098,46415888336.12772,5.232887110358799,-4.953983393044462,0.1652436252566095,questionable
Rotenberg_fs_630nm,554.8511891130098,68129206905.795944,5.871188198323551,-4.495488226350212,0.05739938602247002,questionable
Rotenberg_fs_630nm,554.8511891130098,100000000000.0,6.334426898946352,-3.887724724395007,0.08555477634134794,questionable
Rotenberg_fs_630nm,554.8511891130098,146779926762.20676,6.5904801907603865,-3.226442255414689,0.24109732066136913,questionable
Rotenberg_fs_630nm,554.8511891130098,215443469003.18777,6.661729264519323,-2.5950370987958804,0.38961231866019563,questionable
Rotenberg_fs_630nm,554.8511891130098,316227766016.83795,6.597804531920311,-2.0428707553978875,0.5194892804257775,questionable
Rotenberg_fs_630nm,554.8511891130098,464158883361.2773,6.450345236983962,-1.5870835710202802,0.6266965657419435,questionable
Rotenberg_fs_630nm,554.8511891130098,681292069057.9595,6.260341549698805,-1.2243490598625564,0.7120166088774447,questionable
Rotenberg_fs_630nm,554.8511891130098,1000000000000.0,6.055651474646317,-0.9419600105781191,0.7784383171098469,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,10000.0,1.9863361616413913,-4.2504344505568294,0.00024056297074191488,ok
Ryasn2007_ns_532_phase0,554.8511891130098,14677.992676220705,1.9859954191074245,-4.249955979898695,0.0003531057146370213,ok
Ryasn2007_ns_532_phase0,554.8511891130098,21544.346900318822,1.985495536389045,-4.249253644193054,0.0005183045332153917,ok
Ryasn2007_ns_532_phase0,554.8511891130098,31622.776601683792,1.9847623668633911,-4.248222677655514,0.0007608017501838435,ok
Ryasn2007_ns_532_phase0,554.8511891130098,46415.88833612782,1.9836874236676685,-4.246709258163621,0.0011167784007602825,ok
Ryasn2007_ns_532_phase0,554.8511891130098,68129.20690579608,1.9821122147961936,-4.244487507453434,0.0016393640952520187,ok
Ryasn2007_ns_532_phase0,554.8511891130098,100000.0,1.9798057125110782,-4.241225679197903,0.0024065900384749738,ok
Ryasn2007_ns_532_phase0,554.8511891130098,146779.92676220674,1.9764322815394915,-4.23643642984885,0.003533085997582123,ok
Ryasn2007_ns_532_phase0,554.8511891130098,215443.46900318822,1.9715067628094058,-4.229403654126207,0.005187289580536249,ok
Ryasn2007_ns_532_phase0,554.8511891130098,316227.7660168379,1.964333216822573,-4.219074860373582,0.0076167610022076825,ok
Ryasn2007_ns_532_phase0,554.8511891130098,464158.8833612772,1.9539251290507094,-4.203903125803792,0.011185357339521827,ok
Ryasn2007_ns_532_phase0,554.8511891130098,681292.0690579609,1.9389102005100407,-4.181616306612319,0.016427517421562628,ok
Ryasn2007_ns_532_phase0,554.8511891130098,1000000.0,1.91743792184002,-4.148885014449165,0.02412635823582042,ok
Ryasn2007_ns_532_phase0,554.8511891130098,1467799.2676220676,1.887145075810291,-4.100862436570556,0.03542191542723236,ok
Ryasn2007_ns_532_phase0,554.8511891130098,2154434.6900318824,1.8453155059427044,-4.030604305492927,0.0519475742486961,ok
Ryasn2007_ns_532_phase0,554.8511891130098,3162277.6601683795,1.7895230705552505,-3.9285210288639782,0.07595893599532647,ok
Ryasn2007_ns_532_phase0,554.8511891130098,4641588.833612773,1.7192392095818203,-3.782431927709134,0.11032106043828635,ok
Ryasn2007_ns_532_phase0,554.8511891130098,6812920.690579608,1.6387766718761945,-3.57963244518393,0.15802223048048317,ok
Ryasn2007_ns_532_phase0,554.8511891130098,10000000.0,1.5604970779072567,-3.3128834328336945,0.22076519135132894,ok
Ryasn2007_ns_532_phase0,554.8511891130098,14677992.676220676,1.5040488835367132,-2.9891271199013483,0.2969170372195806,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,21544346.900318824,1.487967081486386,-2.6321549182208113,0.38088170754651024,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,31622776.60168379,1.5199453344079052,-2.2723589568293905,0.4655105641940851,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,46415888.33612773,1.5959163562654346,-1.9333616192669114,0.5452473043551954,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,68129206.90579608,1.7059934566408779,-1.6275708235245625,0.6171734185810127,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,100000000.0,1.8396779343862046,-1.3589523843997313,0.6803560938108207,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,146779926.76220676,1.9880275258855724,-1.1268973707799268,0.734938558844709,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,215443469.00318778,2.1440145728069444,-0.9287556372803323,0.7815441635752101,questionable
Ryasn2007_ns_532_phase0,554.8511891130098,316227766.01683795,2.302282256416863,-0.7611252418906994,0.8209730905880184,questionable
