side,rank,re_neff,im_neff,tm_fraction,guided
1,0,1.8896726,4.7338e-06,0.5783,1
1,1,1.2385354,2.3736e-06,0.1924,0
1,2,1.0594159,1.1620e-06,0.4296,0
1,3,1.0266795,1.3574e-06,0.2879,0
1,4,0.8042242,7.7887e-07,0.6703,0
1,5,0.2689864,2.9582e-06,0.0043,0
1,6,-0.0317320,2.0199e-01,0.2043,0
1,7,0.0317381,2.0199e-01,0.2043,0
1,8,0.0000010,6.8666e-01,0.0393,0
1,9,-0.0000004,9.3044e-01,0.6313,0
1,10,0.0000031,9.8374e-01,0.2305,0
1,11,0.0000031,1.0803e+00,0.3520,0
1,12,-0.0000006,1.1690e+00,0.3428,0
1,13,0.0945272,1.2693e+00,0.4051,0
1,14,-0.0945246,1.2693e+00,0.4051,0
1,15,0.0000006,1.3232e+00,0.0960,0
1,16,0.0000004,1.6751e+00,0.2016,0
1,17,0.0447407,1.7350e+00,0.2371,0
1,18,-0.0447387,1.7350e+00,0.2371,0
1,19,0.0000003,1.7444e+00,0.2559,0
1,20,0.0000004,1.8379e+00,0.2184,0
1,21,0.0091443,1.9527e+00,0.1265,0
1,22,-0.0091436,1.9527e+00,0.1265,0
1,23,0.0000004,2.0930e+00,0.2558,0
1,24,0.0000006,2.1276e+00,0.3380,0
1,25,-0.0000000,2.2257e+00,0.1122,0
1,26,-0.0000000,2.2462e+00,0.4721,0
1,27,0.0000000,2.2628e+00,0.3211,0
1,28,0.0000001,2.3429e+00,0.2074,0
1,29,-0.0000000,2.3927e+00,0.3196,0
1,30,0.0169185,2.4888e+00,0.3224,0
1,31,-0.0169179,2.4888e+00,0.3224,0
1,32,0.0000003,2.5427e+00,0.3876,0
1,33,0.0000003,2.6836e+00,0.1490,0
1,34,0.0000004,2.7281e+00,0.4738,0
1,35,0.0000009,2.7458e+00,0.2134,0
1,36,-0.0000004,2.7596e+00,0.2610,0
1,37,0.0078349,2.8401e+00,0.1232,0
1,38,-0.0078347,2.8401e+00,0.1232,0
1,39,0.0000000,2.8954e+00,0.4078,0
1,40,-0.2333634,2.9042e+00,0.1218,0
1,41,0.2333645,2.9042e+00,0.1218,0
1,42,0.0000001,2.9686e+00,0.1430,0
1,43,0.0450916,3.0527e+00,0.1120,0
1,44,-0.0450919,3.0527e+00,0.1120,0
1,45,0.0000001,3.0680e+00,0.0770,0
1,46,-0.0000000,3.1677e+00,0.2314,0
1,47,0.0000003,3.1693e+00,0.0698,0
1,48,0.0000000,3.2289e+00,0.5741,0
1,49,-0.0000002,3.3224e+00,0.2187,0
1,50,-0.0285764,3.3890e+00,0.2178,0
1,51,0.0285768,3.3890e+00,0.2178,0
1,52,-0.0375691,3.4350e+00,0.3720,0
1,53,0.0375692,3.4350e+00,0.3720,0
1,54,-0.0000000,3.4922e+00,0.4011,0
1,55,0.0000001,3.5505e+00,0.1815,0
1,56,0.0000002,3.5857e+00,0.2184,0
1,57,-0.0000001,3.6333e+00,0.2065,0
1,58,0.0000001,3.6450e+00,0.1546,0
1,59,-0.0000012,3.6803e+00,0.1809,0
1,60,0.0000008,3.7156e+00,0.1749,0
1,61,-0.0000001,3.7416e+00,0.2461,0
1,62,0.0000001,3.7680e+00,0.1876,0
1,63,-0.0000002,3.7811e+00,0.0791,0
1,64,0.0000003,3.7969e+00,0.3331,0
1,65,0.0000020,3.8337e+00,0.0852,0
1,66,-0.0000000,3.8730e+00,0.0455,0
1,67,0.0000002,3.9290e+00,0.1017,0
1,68,0.0000001,3.9560e+00,0.4399,0
1,69,-0.0000001,4.0108e+00,0.1227,0
1,70,-0.0017145,4.0513e+00,0.3202,0
1,71,0.0017145,4.0513e+00,0.3202,0
1,72,-0.0578882,4.1019e+00,0.2411,0
1,73,0.0578912,4.1019e+00,0.2411,0
1,74,0.0036508,4.1374e+00,0.3884,0
1,75,-0.0036503,4.1374e+00,0.3884,0
1,76,-0.0000005,4.1761e+00,0.3655,0
1,77,0.0000003,4.2045e+00,0.2787,0
1,78,-0.0000000,4.3003e+00,0.3421,0
1,79,0.0000002,4.3105e+00,0.2928,0
1,80,0.0000002,4.4106e+00,0.0747,0
1,81,-0.0382856,4.4124e+00,0.1806,0
1,82,0.0382859,4.4124e+00,0.1806,0
1,83,0.0000002,4.4654e+00,0.3046,0
1,84,0.0000001,4.4914e+00,0.3081,0
1,85,-0.0000001,4.5338e+00,0.4263,0
1,86,0.0000002,4.5394e+00,0.4168,0
1,87,0.0100014,4.5759e+00,0.2118,0
1,88,-0.0100011,4.5759e+00,0.2118,0
1,89,0.0000001,4.5980e+00,0.2999,0
1,90,-0.0000000,4.6427e+00,0.1131,0
1,91,0.0271891,4.6669e+00,0.1334,0
1,92,-0.0271886,4.6669e+00,0.1334,0
1,93,-0.0000001,4.7132e+00,0.1661,0
1,94,0.0000004,4.7245e+00,0.2785,0
1,95,-0.0000000,4.7266e+00,0.2409,0
1,96,0.0000001,4.7457e+00,0.3549,0
1,97,-0.0000000,4.7793e+00,0.1636,0
1,98,-0.0123247,4.8795e+00,0.1236,0
1,99,0.0123246,4.8795e+00,0.1236,0
1,100,0.0000001,4.9192e+00,0.3068,0
1,101,0.0000002,4.9586e+00,0.3305,0
1,102,0.0000001,4.9951e+00,0.3210,0
1,103,0.0000002,5.0035e+00,0.3326,0
1,104,0.0000001,5.0379e+00,0.1976,0
1,105,0.0000001,5.0913e+00,0.2411,0
1,106,0.0000001,5.1027e+00,0.2608,0
1,107,-0.0109980,5.1450e+00,0.3741,0
1,108,0.0109980,5.1450e+00,0.3741,0
1,109,0.0117784,5.1651e+00,0.3697,0
1,110,-0.0117782,5.1651e+00,0.3697,0
1,111,0.0000000,5.2269e+00,0.2425,0
1,112,0.0245522,5.2847e+00,0.2287,0
1,113,-0.0245514,5.2847e+00,0.2287,0
1,114,0.0000001,5.3153e+00,0.3561,0
1,115,-0.0000004,5.3333e+00,0.2563,0
1,116,-0.0000001,5.3449e+00,0.2200,0
1,117,-0.0021383,5.3896e+00,0.1766,0
1,118,0.0021383,5.3896e+00,0.1766,0
1,119,-0.0229730,5.4166e+00,0.2578,0
1,120,0.0229735,5.4166e+00,0.2578,0
1,121,0.0000000,5.4542e+00,0.3220,0
1,122,0.0000000,5.4630e+00,0.3035,0
1,123,0.0000002,5.4791e+00,0.2590,0
1,124,0.0187231,5.4965e+00,0.1596,0
1,125,-0.0187231,5.4965e+00,0.1596,0
1,126,0.0000001,5.5302e+00,0.0795,0
1,127,-0.0194447,5.6113e+00,0.2534,0
1,128,0.0194440,5.6113e+00,0.2534,0
1,129,0.0000001,5.6515e+00,0.2526,0
1,130,0.0000007,5.6583e+00,0.3875,0
1,131,0.0000003,5.6683e+00,0.1390,0
1,132,-0.0127959,5.7052e+00,0.3932,0
1,133,0.0127960,5.7052e+00,0.3932,0
1,134,0.0000001,5.7287e+00,0.1271,0
1,135,0.0155157,5.7889e+00,0.1750,0
1,136,-0.0155151,5.7889e+00,0.1750,0
1,137,0.0000001,5.8339e+00,0.4020,0
1,138,-0.0562991,5.8702e+00,0.2056,0
1,139,0.0562991,5.8702e+00,0.2056,0
1,140,-0.0000000,5.9060e+00,0.3652,0
1,141,0.0000003,5.9206e+00,0.4392,0
1,142,-0.0190970,6.0026e+00,0.2147,0
1,143,0.0190972,6.0026e+00,0.2147,0
1,144,0.0000002,6.0223e+00,0.3269,0
1,145,-0.0130289,6.0546e+00,0.2598,0
1,146,0.0130293,6.0546e+00,0.2598,0
1,147,0.0208968,6.0681e+00,0.1557,0
1,148,-0.0208957,6.0681e+00,0.1557,0
1,149,0.0000005,6.1221e+00,0.2135,0
1,150,0.0074039,6.1305e+00,0.3641,0
1,151,-0.0074037,6.1305e+00,0.3641,0
1,152,-0.0000000,6.1441e+00,0.2718,0
1,153,0.0000001,6.1753e+00,0.2727,0
1,154,0.0000001,6.2345e+00,0.3107,0
1,155,0.0000001,6.2451e+00,0.3363,0
1,156,-0.0205894,6.2459e+00,0.3785,0
1,157,0.0205899,6.2459e+00,0.3785,0
