lambda_nm,Au_re_lerer,Au_im_lerer,Cu_re_lerer,Cu_im_lerer,Au_re_jc,Au_im_jc,Cu_re_jc,Cu_im_jc,cu_lerer_extrapolated
6.200000000000000000e+02,-9.261512000000001521e+00,-1.324134000000000144e+00,-1.210909999999999975e+01,-4.602000000000000313e+00,-1.088569765807962675e+01,-1.348794847775175443e+00,-1.046749695550351689e+01,-1.902443559718969501e+00,0.000000000000000000e+00
6.220000000000000000e+02,-9.299452999999999747e+00,-1.308395999999999892e+00,-1.224708666666666801e+01,-4.546240000000000059e+00,-1.102557119437939193e+01,-1.332916627634660234e+00,-1.064593255269321403e+01,-1.889595784543325330e+00,0.000000000000000000e+00
6.240000000000000000e+02,-9.337869000000001307e+00,-1.286459999999999937e+00,-1.238507333333333271e+01,-4.490479999999999805e+00,-1.116544473067915888e+01,-1.317038407494145025e+00,-1.082436814988290941e+01,-1.876748009367681380e+00,0.000000000000000000e+00
6.260000000000000000e+02,-9.375911999999999580e+00,-1.270565999999999862e+00,-1.252305999999999919e+01,-4.434720000000000439e+00,-1.130531826697892583e+01,-1.301160187353629816e+00,-1.100280374707260300e+01,-1.863900234192037431e+00,0.000000000000000000e+00
6.280000000000000000e+02,-9.414009000000001848e+00,-1.254599999999999937e+00,-1.266104666666666745e+01,-4.378960000000000186e+00,-1.144519180327869101e+01,-1.285281967213114607e+00,-1.118123934426229837e+01,-1.851052459016393481e+00,0.000000000000000000e+00
6.300000000000000000e+02,-9.452160000000001006e+00,-1.238562000000000163e+00,-1.279903333333333215e+01,-4.323199999999999932e+00,-1.158506533957845441e+01,-1.269403747072599398e+00,-1.135967494145199375e+01,-1.838204683840749087e+00,0.000000000000000000e+00
6.320000000000000000e+02,-9.490365000000000606e+00,-1.222452000000000094e+00,-1.293702000000000041e+01,-4.267439999999999678e+00,-1.172493887587822137e+01,-1.253525526932083967e+00,-1.153811053864168912e+01,-1.825356908665105138e+00,0.000000000000000000e+00
6.340000000000000000e+02,-9.528624000000000649e+00,-1.206269999999999953e+00,-1.307500666666666689e+01,-4.211680000000000312e+00,-1.186481241217798654e+01,-1.237647306791568980e+00,-1.171654613583138271e+01,-1.812509133489461188e+00,0.000000000000000000e+00
6.360000000000000000e+02,-9.566937000000001134e+00,-1.190016000000000185e+00,-1.320949333333333442e+01,-4.188613333333333522e+00,-1.200468594847775350e+01,-1.221769086651053771e+00,-1.189498173302107986e+01,-1.799661358313817239e+00,0.000000000000000000e+00
6.380000000000000000e+02,-9.605680999999998804e+00,-1.167480000000000073e+00,-1.334047999999999945e+01,-4.198240000000000194e+00,-1.214455948477751868e+01,-1.205890866510538562e+00,-1.207341733021077523e+01,-1.786813583138173289e+00,0.000000000000000000e+00
6.400000000000000000e+02,-9.644096000000002888e+00,-1.151070000000000038e+00,-1.347146666666666626e+01,-4.207866666666665978e+00,-1.228443302107728385e+01,-1.190012646370023131e+00,-1.225185292740047061e+01,-1.773965807962529340e+00,0.000000000000000000e+00
6.420000000000000000e+02,-9.688799999999998747e+00,-1.134951999999999961e+00,-1.360245333333333306e+01,-4.217493333333333538e+00,-1.242430655737704903e+01,-1.174134426229507921e+00,-1.243028852459016420e+01,-1.761118032786885168e+00,0.000000000000000000e+00
6.440000000000000000e+02,-9.727335000000001841e+00,-1.118392000000000053e+00,-1.373343999999999987e+01,-4.227119999999999322e+00,-1.256418009367681421e+01,-1.158256206088992935e+00,-1.260872412177986135e+01,-1.748270257611240996e+00,0.000000000000000000e+00
6.460000000000000000e+02,-9.765923999999998273e+00,-1.101759999999999851e+00,-1.386442666666666490e+01,-4.236746666666666883e+00,-1.270405362997658116e+01,-1.142377985948477725e+00,-1.278715971896955494e+01,-1.735422482435597047e+00,0.000000000000000000e+00
6.480000000000000000e+02,-9.804567000000002253e+00,-1.085056000000000020e+00,-1.399541333333333526e+01,-4.246373333333333555e+00,-1.284392716627634634e+01,-1.126499765807962294e+00,-1.296559531615925032e+01,-1.722574707259953097e+00,0.000000000000000000e+00
6.500000000000000000e+02,-9.843602999999999881e+00,-1.061995999999999940e+00,-1.412640000000000029e+01,-4.256000000000000227e+00,-1.298380070257611152e+01,-1.110621545667447307e+00,-1.314403091334894569e+01,-1.709726932084309148e+00,0.000000000000000000e+00
6.520000000000000000e+02,-9.882348000000000354e+00,-1.045136000000000065e+00,-1.427868000000000137e+01,-4.128693333333333548e+00,-1.312367423887587670e+01,-1.094743325526931876e+00,-1.332246651053864106e+01,-1.696879156908664976e+00,0.000000000000000000e+00
6.540000000000000000e+02,-1.005975100000000211e+01,-1.048080000000000123e+00,-1.443095999999999890e+01,-4.001386666666666869e+00,-1.326354777517564543e+01,-1.078865105386416889e+00,-1.350090210772833821e+01,-1.684031381733021249e+00,0.000000000000000000e+00
6.560000000000000000e+02,-1.028971900000000161e+01,-1.059960000000000013e+00,-1.458323999999999998e+01,-3.874080000000000190e+00,-1.340342131147541060e+01,-1.062986885245901680e+00,-1.367933770491803358e+01,-1.671183606557377299e+00,0.000000000000000000e+00
6.580000000000000000e+02,-1.052227900000000105e+01,-1.071840000000000126e+00,-1.473552000000000106e+01,-3.746773333333333511e+00,-1.354329484777517578e+01,-1.047108665105386471e+00,-1.385777330210772895e+01,-1.658335831381733128e+00,0.000000000000000000e+00
6.600000000000000000e+02,-1.075775999999999755e+01,-1.077151999999999887e+00,-1.488779999999999859e+01,-3.619466666666666832e+00,-1.368341666666666612e+01,-1.035551111111111089e+00,-1.403211444444444567e+01,-1.650004444444444607e+00,0.000000000000000000e+00
6.620000000000000000e+02,-1.098886499999999877e+01,-1.088632000000000044e+00,-1.504007999999999967e+01,-3.492160000000000153e+00,-1.382428333333333192e+01,-1.036955555555555408e+00,-1.419417222222222286e+01,-1.655222222222222150e+00,0.000000000000000000e+00
6.640000000000000000e+02,-1.122912899999999858e+01,-1.100440000000000085e+00,-1.519236000000000075e+01,-3.364853333333333474e+00,-1.396514999999999951e+01,-1.038359999999999950e+00,-1.435623000000000005e+01,-1.660439999999999916e+00,0.000000000000000000e+00
6.660000000000000000e+02,-1.147231200000000051e+01,-1.105466000000000060e+00,-1.533343333333333369e+01,-3.297120000000000495e+00,-1.410601666666666532e+01,-1.039764444444444269e+00,-1.451828777777777546e+01,-1.665657777777777682e+00,0.000000000000000000e+00
6.680000000000000000e+02,-1.171776000000000018e+01,-1.117202000000000028e+00,-1.546330000000000027e+01,-3.288960000000000328e+00,-1.424688333333333290e+01,-1.041168888888888810e+00,-1.468034555555555443e+01,-1.670875555555555447e+00,0.000000000000000000e+00
6.700000000000000000e+02,-1.196579999999999977e+01,-1.128937999999999997e+00,-1.559316666666666507e+01,-3.280800000000000161e+00,-1.438775000000000048e+01,-1.042573333333333352e+00,-1.484240333333333339e+01,-1.676093333333333435e+00,0.000000000000000000e+00
6.720000000000000000e+02,-1.221675700000000120e+01,-1.133676000000000128e+00,-1.572303333333333342e+01,-3.272639999999999993e+00,-1.452861666666666451e+01,-1.043977777777777671e+00,-1.500446111111111236e+01,-1.681311111111111201e+00,0.000000000000000000e+00
6.740000000000000000e+02,-1.246998100000000065e+01,-1.145340000000000025e+00,-1.585289999999999999e+01,-3.264479999999999826e+00,-1.466948333333333387e+01,-1.045382222222222213e+00,-1.516651888888888777e+01,-1.686528888888888966e+00,0.000000000000000000e+00
6.760000000000000000e+02,-1.271865599999999930e+01,-1.156679999999999930e+00,-1.598276666666666657e+01,-3.256319999999999659e+00,-1.481034999999999613e+01,-1.046786666666666532e+00,-1.532857666666666496e+01,-1.691746666666666732e+00,0.000000000000000000e+00
6.780000000000000000e+02,-1.297731499999999905e+01,-1.161132000000000053e+00,-1.611263333333333492e+01,-3.248160000000000380e+00,-1.495121666666666549e+01,-1.048191111111111073e+00,-1.549063444444444393e+01,-1.696964444444444498e+00,0.000000000000000000e+00
6.800000000000000000e+02,-1.323824299999999887e+01,-1.172724000000000100e+00,-1.624249999999999972e+01,-3.240000000000000213e+00,-1.509208333333333130e+01,-1.049595555555555393e+00,-1.565269222222222112e+01,-1.702182222222222041e+00,0.000000000000000000e+00
6.820000000000000000e+02,-1.350176299999999863e+01,-1.184315999999999924e+00,-1.636183333333333323e+01,-3.262826666666666764e+00,-1.523294999999999888e+01,-1.050999999999999934e+00,-1.581475000000000009e+01,-1.707400000000000029e+00,0.000000000000000000e+00
6.840000000000000000e+02,-1.376819599999999966e+01,-1.188479999999999981e+00,-1.648116666666666674e+01,-3.285653333333333315e+00,-1.537381666666666469e+01,-1.052404444444444476e+00,-1.597680777777777550e+01,-1.712617777777777794e+00,0.000000000000000000e+00
6.860000000000000000e+02,-1.403689999999999927e+01,-1.199999999999999956e+00,-1.660050000000000026e+01,-3.308480000000000310e+00,-1.551468333333333227e+01,-1.053808888888888795e+00,-1.613886555555555447e+01,-1.717835555555555560e+00,0.000000000000000000e+00
6.880000000000000000e+02,-1.430819599999999880e+01,-1.211519999999999930e+00,-1.671983333333333377e+01,-3.331306666666666860e+00,-1.565554999999999808e+01,-1.055213333333333114e+00,-1.630092333333332988e+01,-1.723053333333333326e+00,0.000000000000000000e+00
6.900000000000000000e+02,-1.453625599999999807e+01,-1.221119999999999983e+00,-1.683916666666666373e+01,-3.354133333333333411e+00,-1.579641666666666566e+01,-1.056617777777777878e+00,-1.646298111111111240e+01,-1.728271111111111313e+00,0.000000000000000000e+00
6.920000000000000000e+02,-1.474304899999999918e+01,-1.229759999999999964e+00,-1.695850000000000080e+01,-3.376960000000000406e+00,-1.593728333333333325e+01,-1.058022222222222197e+00,-1.662503888888888781e+01,-1.733488888888888857e+00,0.000000000000000000e+00
6.940000000000000000e+02,-1.495129999999999981e+01,-1.238400000000000167e+00,-1.707783333333333076e+01,-3.399786666666666957e+00,-1.607815000000000083e+01,-1.059426666666666739e+00,-1.678709666666666678e+01,-1.738706666666666845e+00,0.000000000000000000e+00
6.960000000000000000e+02,-1.516880399999999973e+01,-1.247360000000000024e+00,-1.720446666666666502e+01,-3.423466666666666658e+00,-1.621901666666666486e+01,-1.060831111111111058e+00,-1.694915444444444219e+01,-1.743924444444444388e+00,0.000000000000000000e+00
6.980000000000000000e+02,-1.538002499999999806e+01,-1.256000000000000005e+00,-1.733840000000000003e+01,-3.448000000000000398e+00,-1.635988333333332889e+01,-1.062235555555555377e+00,-1.711121222222222116e+01,-1.749142222222222154e+00,0.000000000000000000e+00
7.000000000000000000e+02,-1.559238299999999988e+01,-1.272544000000000119e+00,-1.747233333333333150e+01,-3.472533333333333250e+00,-1.650074999999999648e+01,-1.063639999999999919e+00,-1.727326999999999657e+01,-1.754360000000000142e+00,0.000000000000000000e+00
7.020000000000000000e+02,-1.580652000000000079e+01,-1.281238000000000099e+00,-1.760626666666666296e+01,-3.497066666666666990e+00,-1.664161666666666406e+01,-1.065044444444444238e+00,-1.743532777777777554e+01,-1.759577777777777907e+00,0.000000000000000000e+00
7.040000000000000000e+02,-1.602211500000000299e+01,-1.289932000000000079e+00,-1.774020000000000152e+01,-3.521600000000000286e+00,-1.678248333333333520e+01,-1.066448888888889002e+00,-1.759738555555555450e+01,-1.764795555555555673e+00,0.000000000000000000e+00
7.060000000000000000e+02,-1.623916800000000293e+01,-1.298626000000000058e+00,-1.787413333333333298e+01,-3.546133333333333582e+00,-1.692816116504854307e+01,-1.072770873786407897e+00,-1.775634757281553178e+01,-1.779879611650485360e+00,0.000000000000000000e+00
7.080000000000000000e+02,-1.645767899999999528e+01,-1.307319999999999816e+00,-1.800806666666666445e+01,-3.570666666666666877e+00,-1.707544271844659889e+01,-1.080732038834951503e+00,-1.791427766990291204e+01,-1.798252427184465985e+00,0.000000000000000000e+00
7.100000000000000000e+02,-1.668550000000000111e+01,-1.324512000000000134e+00,-1.814199999999999946e+01,-3.595200000000000173e+00,-1.722272427184465826e+01,-1.088693203883495109e+00,-1.807220776699028875e+01,-1.816625242718446609e+00,0.000000000000000000e+00
7.120000000000000000e+02,-1.690698100000000181e+01,-1.333260000000000112e+00,-1.835175999999999874e+01,-3.615360000000000351e+00,-1.737000582524271763e+01,-1.096654368932038714e+00,-1.823013786407766901e+01,-1.834998058252427011e+00,0.000000000000000000e+00
7.140000000000000000e+02,-1.712992000000000559e+01,-1.342008000000000090e+00,-1.856151999999999802e+01,-3.635520000000000085e+00,-1.751728737864077345e+01,-1.104615533980582542e+00,-1.838806796116504572e+01,-1.853370873786407858e+00,0.000000000000000000e+00
7.160000000000000000e+02,-1.735431699999999822e+01,-1.350755999999999846e+00,-1.877127999999999730e+01,-3.655680000000000263e+00,-1.766456893203883283e+01,-1.112576699029126148e+00,-1.854599805825242598e+01,-1.871743689320388260e+00,0.000000000000000000e+00
7.180000000000000000e+02,-1.758017200000000102e+01,-1.359504000000000046e+00,-1.898104000000000013e+01,-3.675839999999999996e+00,-1.781185048543689220e+01,-1.120537864077669976e+00,-1.870392815533980269e+01,-1.890116504854368884e+00,0.000000000000000000e+00
7.200000000000000000e+02,-1.780715999999999966e+01,-1.376697999999999977e+00,-1.919079999999999586e+01,-3.695999999999999730e+00,-1.795913203883495157e+01,-1.128499029126213582e+00,-1.886185825242718295e+01,-1.908489320388349508e+00,0.000000000000000000e+00
7.220000000000000000e+02,-1.803593100000000149e+01,-1.385499999999999954e+00,-1.940055999999999869e+01,-3.716160000000000352e+00,-1.810641359223301095e+01,-1.136460194174757410e+00,-1.901978834951456321e+01,-1.926862135922330133e+00,0.000000000000000000e+00
7.240000000000000000e+02,-1.827471499999999693e+01,-1.394627999999999979e+00,-1.961032000000000153e+01,-3.736320000000000086e+00,-1.825369514563106677e+01,-1.144421359223301016e+00,-1.917771844660193992e+01,-1.945234951456310313e+00,0.000000000000000000e+00
7.260000000000000000e+02,-1.850645600000000002e+01,-1.403429999999999955e+00,-1.974453333333333305e+01,-3.755213333333333736e+00,-1.840097669902912259e+01,-1.152382524271844400e+00,-1.933564854368931663e+01,-1.963607766990290937e+00,0.000000000000000000e+00
7.280000000000000000e+02,-1.873965499999999906e+01,-1.412231999999999932e+00,-1.980320000000000036e+01,-3.772840000000000416e+00,-1.854825825242718196e+01,-1.160343689320388449e+00,-1.949357864077669689e+01,-1.981980582524271783e+00,0.000000000000000000e+00
7.300000000000000000e+02,-1.895655299999999954e+01,-1.429096000000000144e+00,-1.986186666666666412e+01,-3.790466666666666207e+00,-1.869553980582524133e+01,-1.168304854368932055e+00,-1.965150873786407715e+01,-2.000353398058252630e+00,0.000000000000000000e+00
7.320000000000000000e+02,-1.915750399999999942e+01,-1.436639999999999917e+00,-1.992053333333333143e+01,-3.808093333333333330e+00,-1.884282135922330070e+01,-1.176266019417475661e+00,-1.980943883495145741e+01,-2.018726213592232810e+00,0.000000000000000000e+00
7.340000000000000000e+02,-1.935037900000000022e+01,-1.452660000000000062e+00,-1.997919999999999874e+01,-3.825720000000000454e+00,-1.899010291262135652e+01,-1.184227184466019267e+00,-1.996736893203883412e+01,-2.037099029126213434e+00,0.000000000000000000e+00
7.360000000000000000e+02,-1.955339999999999634e+01,-1.460250000000000048e+00,-2.003786666666666605e+01,-3.843346666666666245e+00,-1.913738446601941590e+01,-1.192188349514563095e+00,-2.012529902912621083e+01,-2.055471844660194058e+00,0.000000000000000000e+00
7.380000000000000000e+02,-1.974858399999999747e+01,-1.467510000000000092e+00,-2.009653333333333691e+01,-3.860973333333333368e+00,-1.928466601941747527e+01,-1.200149514563106923e+00,-2.028322912621359109e+01,-2.073844660194174683e+00,0.000000000000000000e+00
7.400000000000000000e+02,-1.994440500000000327e+01,-1.483708000000000249e+00,-2.015520000000000067e+01,-3.878600000000000048e+00,-1.943194757281553109e+01,-1.208110679611650529e+00,-2.044115922330097135e+01,-2.092217475728155307e+00,0.000000000000000000e+00
7.420000000000000000e+02,-2.015050799999999853e+01,-1.491344000000000003e+00,-2.030144000000000304e+01,-3.892360000000000042e+00,-1.957922912621359046e+01,-1.216071844660194134e+00,-2.059908932038834806e+01,-2.110590291262135931e+00,0.000000000000000000e+00
7.440000000000000000e+02,-2.034830700000000547e+01,-1.507676000000000238e+00,-2.044767999999999830e+01,-3.906119999999999592e+00,-1.972651067961164983e+01,-1.224033009708737962e+00,-2.075701941747572832e+01,-2.128963106796116556e+00,0.000000000000000000e+00
7.460000000000000000e+02,-2.054740699999999975e+01,-1.515023999999999926e+00,-2.059392000000000067e+01,-3.919880000000000031e+00,-1.987379223300970565e+01,-1.231994174757281568e+00,-2.091494951456310503e+01,-2.147335922330096736e+00,0.000000000000000000e+00
7.480000000000000000e+02,-2.075625700000000151e+01,-1.531824000000000074e+00,-2.074015999999999948e+01,-3.933640000000000025e+00,-2.002107378640776503e+01,-1.239955339805825174e+00,-2.107287961165048529e+01,-2.165708737864077360e+00,0.000000000000000000e+00
7.500000000000000000e+02,-2.095733700000000255e+01,-1.539216000000000140e+00,-2.088639999999999830e+01,-3.947400000000000020e+00,-2.016835533980582440e+01,-1.247916504854369002e+00,-2.123080970873786200e+01,-2.184081553398058428e+00,0.000000000000000000e+00
7.520000000000000000e+02,-2.116859200000000030e+01,-1.546944000000000097e+00,-2.103264000000000067e+01,-3.961160000000000014e+00,-2.031563689320388022e+01,-1.255877669902912608e+00,-2.138873980582524226e+01,-2.202454368932038609e+00,0.000000000000000000e+00
7.540000000000000000e+02,-2.137131500000000273e+01,-1.563588000000000200e+00,-2.117887999999999948e+01,-3.974920000000000009e+00,-2.046291844660194315e+01,-1.263838834951456214e+00,-2.154666990291261897e+01,-2.220827184466019233e+00,0.000000000000000000e+00
7.560000000000000000e+02,-2.157534299999999661e+01,-1.571023999999999976e+00,-2.132646000000000086e+01,-3.995013333333333083e+00,-2.061019999999999897e+01,-1.271800000000000042e+00,-2.170459999999999923e+01,-2.239199999999999857e+00,0.000000000000000000e+00
7.580000000000000000e+02,-2.178934100000000385e+01,-1.588140000000000107e+00,-2.147538000000000125e+01,-4.021440000000000126e+00,-2.076998801843317821e+01,-1.282700153609831251e+00,-2.186005929339477660e+01,-2.253160061443932438e+00,0.000000000000000000e+00
7.600000000000000000e+02,-2.199534899999999737e+01,-1.595620000000000038e+00,-2.162429999999999808e+01,-4.047866666666665836e+00,-2.092977603686635746e+01,-1.293600307219662016e+00,-2.201551858678955398e+01,-2.267120122887865019e+00,0.000000000000000000e+00
7.620000000000000000e+02,-2.220198399999999950e+01,-1.612530000000000019e+00,-2.177321999999999846e+01,-4.074293333333333322e+00,-2.108956405529954026e+01,-1.304500460829493225e+00,-2.217097788018433135e+01,-2.281080184331797156e+00,0.000000000000000000e+00
7.640000000000000000e+02,-2.241940300000000619e+01,-1.620396000000000170e+00,-2.192213999999999885e+01,-4.100719999999999033e+00,-2.124935207373271950e+01,-1.315400614439324212e+00,-2.232643717357910873e+01,-2.295040245775729293e+00,0.000000000000000000e+00
7.660000000000000000e+02,-2.262801599999999880e+01,-1.637439999999999785e+00,-2.207105999999999568e+01,-4.127146666666666519e+00,-2.140914009216589875e+01,-1.326300768049155199e+00,-2.248189646697388611e+01,-2.309000307219661874e+00,0.000000000000000000e+00
7.680000000000000000e+02,-2.284750500000000528e+01,-1.645351999999999926e+00,-2.221997999999999962e+01,-4.153573333333333117e+00,-2.156892811059907444e+01,-1.337200921658986186e+00,-2.263735576036866348e+01,-2.322960368663594011e+00,0.000000000000000000e+00
7.700000000000000000e+02,-2.305844099999999841e+01,-1.652919999999999723e+00,-2.236890000000000001e+01,-4.179999999999999716e+00,-2.172871612903225724e+01,-1.348101075268817173e+00,-2.279281505376344086e+01,-2.336920430107526592e+00,0.000000000000000000e+00
7.720000000000000000e+02,-2.326999999999999957e+01,-1.670141999999999793e+00,-2.250865999999999900e+01,-4.205866666666666198e+00,-2.188850414746544004e+01,-1.359001228878648160e+00,-2.294827434715821823e+01,-2.350880491551459173e+00,0.000000000000000000e+00
7.740000000000000000e+02,-2.349257099999999809e+01,-1.678099999999999703e+00,-2.264841999999999800e+01,-4.231733333333332681e+00,-2.204829216589861574e+01,-1.369901382488479147e+00,-2.310373364055299561e+01,-2.364840552995391310e+00,0.000000000000000000e+00
7.760000000000000000e+02,-2.369636500000000368e+01,-1.695108000000000059e+00,-2.278818000000000055e+01,-4.257600000000000051e+00,-2.220808018433179498e+01,-1.380801536098310356e+00,-2.325919293394777299e+01,-2.378800614439323891e+00,0.000000000000000000e+00
7.780000000000000000e+02,-2.390138800000000430e+01,-1.702415999999999929e+00,-2.292793999999999954e+01,-4.283466666666666534e+00,-2.236786820276497423e+01,-1.391701689708141343e+00,-2.341465222734255036e+01,-2.392760675883256027e+00,0.000000000000000000e+00
7.800000000000000000e+02,-2.409711899999999929e+01,-1.719199999999999839e+00,-2.306769999999999854e+01,-4.309333333333333016e+00,-2.252765622119815703e+01,-1.402601843317972330e+00,-2.357011152073732774e+01,-2.406720737327188608e+00,0.000000000000000000e+00
7.820000000000000000e+02,-2.430386399999999725e+01,-1.726549999999999807e+00,-2.320746000000000464e+01,-4.335200000000000387e+00,-2.268744423963133272e+01,-1.413501996927803317e+00,-2.372557081413210511e+01,-2.420680798771121189e+00,0.000000000000000000e+00
7.840000000000000000e+02,-2.450123300000000270e+01,-1.743455999999999895e+00,-2.334722000000000364e+01,-4.361066666666665981e+00,-2.284723225806451552e+01,-1.424402150537634304e+00,-2.388103010752688249e+01,-2.434640860215053770e+00,0.000000000000000000e+00
7.860000000000000000e+02,-2.470934700000000106e+01,-1.760796000000000028e+00,-2.349582000000000193e+01,-4.381199999999999761e+00,-2.300702027649769121e+01,-1.435302304147465513e+00,-2.403648940092165631e+01,-2.448600921658985907e+00,0.000000000000000000e+00
7.880000000000000000e+02,-2.490870699999999971e+01,-1.767875999999999781e+00,-2.365326000000000306e+01,-4.395599999999999952e+00,-2.316680829493087401e+01,-1.446202457757296500e+00,-2.419194869431643724e+01,-2.462560983102918488e+00,0.000000000000000000e+00
7.900000000000000000e+02,-2.511854099999999690e+01,-1.785339999999999705e+00,-2.381069999999999709e+01,-4.409999999999999254e+00,-2.332659631336404971e+01,-1.457102611367127487e+00,-2.434740798771121106e+01,-2.476521044546850625e+00,0.000000000000000000e+00
7.920000000000000000e+02,-2.531954100000000452e+01,-1.792459999999999942e+00,-2.396813999999999822e+01,-4.424400000000000333e+00,-2.348638433179723251e+01,-1.468002764976958474e+00,-2.450286728110599199e+01,-2.490481105990783206e+00,0.000000000000000000e+00
7.940000000000000000e+02,-2.553109500000000054e+01,-1.810047999999999879e+00,-2.412557999999999936e+01,-4.438800000000000523e+00,-2.364617235023041175e+01,-1.478902918586789461e+00,-2.465832657450076582e+01,-2.504441167434715787e+00,0.000000000000000000e+00
7.960000000000000000e+02,-2.573373499999999581e+01,-1.817207999999999712e+00,-2.428301999999999694e+01,-4.453199999999999825e+00,-2.380596036866359100e+01,-1.489803072196620670e+00,-2.481378586789554674e+01,-2.518401228878648368e+00,0.000000000000000000e+00
7.980000000000000000e+02,-2.594700900000000487e+01,-1.834920000000000107e+00,-2.444046000000000163e+01,-4.467600000000000016e+00,-2.396574838709677380e+01,-1.500703225806451657e+00,-2.496924516129032057e+01,-2.532361290322580505e+00,0.000000000000000000e+00
8.000000000000000000e+02,-2.615128900000000201e+01,-1.842119999999999980e+00,-2.459789999999999921e+01,-4.482000000000000206e+00,-2.412553640552995304e+01,-1.511603379416282866e+00,-2.512470445468510150e+01,-2.546321351766513086e+00,0.000000000000000000e+00
8.020000000000000000e+02,-2.636628299999999925e+01,-1.859955999999999943e+00,-2.474438000000000315e+01,-4.508773333333333966e+00,-2.428532442396313229e+01,-1.522503533026113631e+00,-2.528016374807987887e+01,-2.560281413210445223e+00,0.000000000000000000e+00
8.040000000000000000e+02,-2.657220300000000179e+01,-1.867196000000000078e+00,-2.489085999999999643e+01,-4.535546666666666837e+00,-2.444511244239631154e+01,-1.533403686635944396e+00,-2.543562304147464914e+01,-2.574241474654377360e+00,0.000000000000000000e+00
8.060000000000000000e+02,-2.678891700000000142e+01,-1.885156000000000054e+00,-2.503734000000000037e+01,-4.562319999999999709e+00,-2.460490046082949078e+01,-1.544303840245775827e+00,-2.559108233486943362e+01,-2.588201536098309941e+00,0.000000000000000000e+00
8.080000000000000000e+02,-2.699647699999999872e+01,-1.892435999999999785e+00,-2.518382000000000076e+01,-4.589093333333333469e+00,-2.476468847926267003e+01,-1.555203993855606592e+00,-2.574654162826420745e+01,-2.602161597542242522e+00,0.000000000000000000e+00
8.100000000000000000e+02,-2.721491099999999719e+01,-1.910519999999999774e+00,-2.533030000000000115e+01,-4.615866666666666340e+00,-2.492447649769585283e+01,-1.566104147465437801e+00,-2.590200092165898482e+01,-2.616121658986175103e+00,0.000000000000000000e+00
8.120000000000000000e+02,-2.742374400000000279e+01,-1.928320000000000034e+00,-2.547678000000000154e+01,-4.642640000000000100e+00,-2.508426451612903207e+01,-1.577004301075268566e+00,-2.605746021505376220e+01,-2.630081720430107239e+00,0.000000000000000000e+00
8.140000000000000000e+02,-2.764426500000000075e+01,-1.936047999999999991e+00,-2.562325999999999837e+01,-4.669413333333333860e+00,-2.524405253456220777e+01,-1.587904454685099997e+00,-2.621291950844854313e+01,-2.644041781874039820e+00,0.000000000000000000e+00
8.160000000000000000e+02,-2.785473599999999905e+01,-1.953969999999999763e+00,-2.577827999999999875e+01,-4.697106666666667429e+00,-2.540384055299538701e+01,-1.598804608294930762e+00,-2.636837880184331695e+01,-2.658001843317971957e+00,0.000000000000000000e+00
8.180000000000000000e+02,-2.807697899999999791e+01,-1.961739999999999817e+00,-2.594184000000000268e+01,-4.725720000000000809e+00,-2.556362857142856626e+01,-1.609704761904761749e+00,-2.652383809523809077e+01,-2.671961904761904538e+00,0.000000000000000000e+00
8.200000000000000000e+02,-2.828908799999999957e+01,-1.979783999999999988e+00,-2.610539999999999949e+01,-4.754333333333333300e+00,-2.572341658986174906e+01,-1.620604915514592737e+00,-2.667929738863287170e+01,-2.685921966205837119e+00,0.000000000000000000e+00
8.220000000000000000e+02,-2.851305299999999932e+01,-1.987595999999999918e+00,-2.626895999999999987e+01,-4.782946666666666680e+00,-2.589037559943582067e+01,-1.630392947813822380e+00,-2.684623159379407653e+01,-2.703338787023977119e+00,0.000000000000000000e+00
8.240000000000000000e+02,-2.873752700000000004e+01,-2.006136000000000141e+00,-2.643252000000000024e+01,-4.811560000000000059e+00,-2.606609915373765318e+01,-1.638821720733427245e+00,-2.702719069111424588e+01,-2.724980535966149198e+00,0.000000000000000000e+00
8.260000000000000000e+02,-2.895248700000000497e+01,-2.013616000000000295e+00,-2.659608000000000061e+01,-4.840173333333333439e+00,-2.624182270803948924e+01,-1.647250493653032333e+00,-2.720814978843441523e+01,-2.746622284908321721e+00,0.000000000000000000e+00
8.280000000000000000e+02,-2.914626000000000161e+01,-2.031152000000000069e+00,-2.675964000000000453e+01,-4.868786666666667706e+00,-2.641754626234132175e+01,-1.655679266572637420e+00,-2.738910888575458102e+01,-2.768264033850493355e+00,0.000000000000000000e+00
8.300000000000000000e+02,-2.931900300000000215e+01,-2.048004000000000158e+00,-2.692320000000000135e+01,-4.897400000000000198e+00,-2.659326981664315781e+01,-1.664108039492242730e+00,-2.757006798307475393e+01,-2.789905782792665434e+00,0.000000000000000000e+00
8.320000000000000000e+02,-2.950312499999999361e+01,-2.065299999999999692e+00,-2.708586666666666787e+01,-4.919066666666666698e+00,-2.676899337094499032e+01,-1.672536812411847595e+00,-2.775102708039491972e+01,-2.811547531734837513e+00,0.000000000000000000e+00
8.340000000000000000e+02,-2.967730099999999638e+01,-2.071379999999999999e+00,-2.724853333333333438e+01,-4.940733333333334087e+00,-2.694471692524682638e+01,-1.680965585331452683e+00,-2.793198617771508907e+01,-2.833189280677009592e+00,0.000000000000000000e+00
