% Model,Untitled.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 23 2026, 21:22"
% Table,Ag strip W=800 nm modes at lam0650nm -
% Effective mode index,Effective mode index (1),Re(neff) (1),Im(neff) (1),Im/Re (1),Propagation constant beta (rad/um),Attenuation constant (dB/um),Integral |E|^2 in Ag (V^2),Integral |E|^2 in substrate (V^2),Integral |E|^2 in air (V^2),Ag field fraction proxy (1),Substrate field fraction proxy (1),Air field fraction proxy (1)
1.4406855815222943+5.441603036184186E-7i,1.4406855815222943+5.441603036184186E-7i,1.4406855815222943,5.441603036184186E-7,3.7770927300003507E-7,13.926299197055933,-4.56885815973149E-5,8.874252731225946E-14,6.488581836839484E-8,6.662131952461852E-11,1.3662674795991626E-6,0.9989729412593481,0.0010256924731722914
1.4155209844131533+2.558586492154127E-6i,1.4155209844131533+2.558586492154127E-6i,1.4155209844131533,2.558586492154127E-6,1.807522827515599E-6,13.683047155798626,-2.148230713325683E-4,1.5863108367642494E-13,2.5027423721666776E-8,1.0556812339508241E-10,6.311627498788321E-6,0.9957933346008847,0.0042003537716164795
1.4222184896347176+3.121856809231183E-6i,1.4222184896347176+3.121856809231183E-6i,1.4222184896347176,3.121856809231183E-6,2.1950613298755523E-6,13.747788181033846,-2.621161606520102E-4,1.0518512244654455E-13,1.359014290709304E-8,6.6176109221558665E-12,7.73598303778729E-6,0.9995055628119465,4.867012050158569E-4
1.4324826195253084+4.156844563411854E-6i,1.4324826195253084+4.156844563411854E-6i,1.4324826195253084,4.156844563411854E-6,2.9018464215568188E-6,13.84700576583314,-3.490154110101628E-4,8.289545967866507E-14,7.980759001761676E-9,7.857258560810839E-12,1.0376590488911567E-5,0.9990060767259283,9.83546683582872E-4
1.4437607894847992+6.39187154603183E-6i,1.4437607894847992+6.39187154603183E-6i,1.4437607894847992,6.39187154603183E-6,4.427237249124037E-6,13.956025507035214,-5.366719011815582E-4,1.7348480708239233E-13,1.0784977221026345E-8,5.506135897156481E-12,1.6077316666347548E-5,0.9994736538481815,5.102688351521535E-4
1.4159606138825005+6.819093200655031E-6i,1.4159606138825005+6.819093200655031E-6i,1.4159606138825005,6.819093200655031E-6,4.815877739676235E-6,13.687296807217713,-5.72542124161071E-4,5.75657006283295E-14,3.418105716539513E-9,3.2652863549725276E-12,1.6825048214280495E-5,0.9990288115069531,9.543634448324313E-4
1.4385897357992163+7.626671785670796E-6i,1.4385897357992163+7.626671785670796E-6i,1.4385897357992163,7.626671785670796E-6,5.301491867960365E-6,13.906039832358458,-6.403477318696594E-4,1.2301498656360307E-13,6.432661330281384E-9,2.8480627559270656E-12,1.91146695094377E-5,0.9995383394274063,4.4254590308423036E-4
1.4467078744562114+9.534515389854974E-6i,1.4467078744562114+9.534515389854974E-6i,1.4467078744562114,9.534515389854974E-6,6.59049111309967E-6,13.98451332394504,-8.005333749698001E-4,1.2306839161277864E-13,5.119032445398544E-9,2.3214374633970867E-12,2.4029863413259315E-5,0.9995226951369152,4.5327499967150723E-4
1.4314958169779421+2.3870284181292556E-5i,1.4314958169779421+2.3870284181292556E-5i,1.4314958169779421,2.3870284181292556E-5,1.6675063872478204E-5,13.837466899268989,-0.002004187772088647,2.0507129168929568E-13,3.443983846029395E-9,2.4944205276365357E-12,5.949815274219326E-5,0.9992167856589312,7.237161883265585E-4
1.4251924088020511+3.4948542410987644E-5i,1.4251924088020511+3.4948542410987644E-5i,1.4251924088020511,3.4948542410987644E-5,2.452198187075928E-5,13.776535389059891,-0.002934336299494786,1.8115230470081358E-13,2.0862451732541894E-9,2.6126821627596828E-12,8.671561614274601E-5,0.9986626221640029,0.0012506622198544437
1.4261486452833094+4.615981784530285E-5i,1.4261486452833094+4.615981784530285E-5i,1.4261486452833094,4.615981784530285E-5,3.236676485159304E-5,13.785778790612554,-0.003875653167124791,1.63148118528939E-13,1.4195358686217292E-9,6.2912389047573834E-12,1.1441040209292488E-4,0.9954737509616662,0.004411838636240665
1.4416192559817909+5.7241698098126835E-5i,1.4416192559817909+5.7241698098126835E-5i,1.4416192559817909,5.7241698098126835E-5,3.9706529904210615E-5,13.935324504203006,-0.0048061058054669386,2.435228736061754E-13,1.6933233239834384E-9,2.7389095757957646E-12,1.4356071874582294E-4,0.9982418072696554,0.0016146320115987902
1.428503946587622+6.090270851621892E-5i,1.428503946587622+6.090270851621892E-5i,1.428503946587622,6.090270851621892E-5,4.263390987592435E-5,13.808546166842149,-0.005113490177504691,1.177421934279367E-13,7.755287845212512E-10,3.196012050615577E-12,1.5117586362783206E-4,0.9957452834442032,0.0041035406921689725
1.4202201435261341+7.688064433764653E-5i,1.4202201435261341+7.688064433764653E-5i,1.4202201435261341,7.688064433764653E-5,5.4132906569517206E-5,13.728471290405981,-0.006455023581686743,1.2450607859949274E-13,6.536782402585864E-10,2.650759676760996E-12,1.8966473247360115E-4,0.9957723346285221,0.0040380006390044005
1.437452901212867+1.0381511209842784E-4i,1.437452901212867+1.0381511209842784E-4i,1.437452901212867,1.0381511209842784E-4,7.222157471095761E-5,13.895050690251313,-0.00871648517652523,2.3919804327752746E-13,9.205530267870537E-10,1.8894340708470782E-12,2.5924222181070383E-4,0.9976929940098087,0.0020477637683805326
1.4135406482554693+1.440243960199719E-4i,1.4135406482554693+1.440243960199719E-4i,1.4135406482554693,1.440243960199719E-4,1.0188910817507835E-4,13.663904357261341,-0.012092521864984777,1.9391015617749166E-13,5.464612776327018E-10,2.935454357700306E-12,3.528265245203619E-4,0.9943060083744234,0.005341165101056068
1.4161593440951972+1.4634726822256911E-4i,1.4161593440951972+1.4634726822256911E-4i,1.4161593440951972,1.4634726822256911E-4,1.0334096147638832E-4,13.68921782068311,-0.012287553982290636,2.569702405066898E-13,7.103719289829157E-10,4.0170055068496915E-12,3.595770140230185E-4,0.9940194497455779,0.0056209732403991386
1.4114857551192972+3.6902041093605234E-4i,1.4114857551192972+3.6902041093605234E-4i,1.4114857551192972,3.6902041093605234E-4,2.6144111592884135E-4,13.644040858244384,-0.030983552170224554,2.572641982273472E-13,2.8424714634343176E-10,2.0701296323630577E-12,8.977217518036449E-4,0.991878574317254,0.007223703930942271
1.6474888030502692+0.037749835816434894i,1.6474888030502692+0.037749835816434894i,1.6474888030502692,0.037749835816434894,0.022913561382961974,15.925349909335898,-3.1695374368834206,1.7578025722165859E-13,2.755226794388401E-12,8.198821688096314E-13,0.04686362270170974,0.7345529639715981,0.21858341332669212
1.4348097969566684+0.03780355229522059i,1.4348097969566684+0.03780355229522059i,1.4348097969566684,0.03780355229522059,0.026347431119723715,13.86950128436225,-3.1740475595583035,2.382901786702793E-13,4.033905644054269E-12,1.2810676574872744E-12,0.04290993566564753,0.7264027104833859,0.23068735385096648
