% Model,Untitled.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 23 2026, 21:25"
% Table,Ag strip W=800 nm modes at lam0700nm -
% Effective mode index,Effective mode index (1),Re(neff) (1),Im(neff) (1),Im/Re (1),Propagation constant beta (rad/um),Attenuation constant (dB/um),Integral |E|^2 in Ag (V^2),Integral |E|^2 in substrate (V^2),Integral |E|^2 in air (V^2),Ag field fraction proxy (1),Substrate field fraction proxy (1),Air field fraction proxy (1)
1.43925928240303+1.0287612020060288E-6i,1.43925928240303+1.0287612020060288E-6i,1.43925928240303,1.0287612020060288E-6,7.147851777536419E-7,12.918761109166502,-8.020671187239633E-5,1.0790726818372828E-13,4.673855522538398E-8,5.949753512680758E-11,2.305801481168545E-6,0.9987263293782392,0.00127136482027962
1.4427697944361533+1.4354125473821693E-6i,1.4427697944361533+1.4354125473821693E-6i,1.4427697944361533,1.4354125473821693E-6,9.94900609173857E-7,12.95027139149107,-1.1191102500892075E-4,7.658464016875802E-14,2.3738255724199216E-8,1.3291452865152203E-11,3.2243959797071966E-6,0.9994371737427539,5.596018612665302E-4
1.4177286047212705+4.334262622540453E-6i,1.4177286047212705+4.334262622540453E-6i,1.4177286047212705,4.334262622540453E-6,3.057187820085341E-6,12.72550219821843,-3.379180247734126E-4,1.0837280231299498E-13,1.1321283674107247E-8,7.371032116434761E-12,9.566163715934333E-6,0.9993397862708777,6.506475654064518E-4
1.428533529451379+5.511236361624844E-6i,1.428533529451379+5.511236361624844E-6i,1.428533529451379,5.511236361624844E-6,3.857967802646821E-6,12.822486975803287,-4.296800326991018E-4,1.3076955212928237E-13,1.0662755096882641E-8,7.044177278960776E-12,1.2255895923734407E-5,0.9993275544636476,6.601896404288899E-4
1.4102108095119712+6.043187357327723E-6i,1.4102108095119712+6.043187357327723E-6i,1.4102108095119712,6.043187357327723E-6,4.285307782755598E-6,12.658022626216352,-4.711532532670806E-4,1.5663016876390362E-13,1.1744239356974584E-8,5.920314292191342E-11,1.3269695712127901E-5,0.9949710446418432,0.005015685662444731
1.4297138976281516+7.401779798070789E-6i,1.4297138976281516+7.401779798070789E-6i,1.4297138976281516,7.401779798070789E-6,5.1771055805990965E-6,12.833081935782372,-5.770750475904013E-4,9.882202550998054E-14,5.990132281843868E-9,7.363864659178815E-12,1.647694217907906E-5,0.998755720130511,0.0012278029273099541
1.410492410687549+8.5759607010873E-6i,1.410492410687549+8.5759607010873E-6i,1.410492410687549,8.5759607010873E-6,6.080118287844541E-6,12.6605502724576,-6.686193138308806E-4,5.801915945989184E-14,3.0762269456424486E-9,4.303302070351074E-12,1.8833792260982365E-5,0.9985842570145737,0.0013969091931653182
1.421269719720457+9.06017580262222E-6i,1.421269719720457+9.06017580262222E-6i,1.421269719720457,9.06017580262222E-6,6.374705431988114E-6,12.757287172124032,-7.06370835814159E-4,8.667894756956307E-14,4.318438592689006E-9,4.736635559696662E-12,2.0049432449438676E-5,0.9988843344190558,0.0010956161484947998
1.4403469389427743+1.020108325314492E-5i,1.4403469389427743+1.020108325314492E-5i,1.4403469389427743,1.020108325314492E-5,7.082379236097515E-6,12.928523891437615,-7.953209585235963E-4,2.429926549128933E-13,1.0609497228645085E-8,1.2535448333238628E-11,2.2875762451501444E-5,0.9987970147465971,0.0011801094909516174
1.4044751981639743+1.1176574522118713E-5i,1.4044751981639743+1.1176574522118713E-5i,1.4044751981639743,1.1176574522118713E-5,7.95782975500706E-6,12.606539899145742,-8.71374513995997E-4,1.5055011020378392E-13,6.15710568570718E-9,4.840212246443261E-12,2.4431638075234573E-5,0.9991900869454559,7.854814164689176E-4
1.4367373351747685+1.2216947714964543E-5i,1.4367373351747685+1.2216947714964543E-5i,1.4367373351747685,1.2216947714964543E-5,8.503257635104499E-6,12.896124163780653,-9.524865473382706E-4,1.2890265204869245E-13,4.715330983134152E-9,2.647191842601021E-12,2.732084073714486E-5,0.9994116084164744,5.610707427885318E-4
1.4224107038412486+1.3218695997368237E-5i,1.4224107038412486+1.3218695997368237E-5i,1.4224107038412486,1.3218695997368237E-5,9.293164036006536E-6,12.767528621643295,-0.0010305872141390296,7.96341749501589E-14,2.7115095164018952E-9,1.4077516096320344E-11,2.9216402696576625E-5,0.9948059862035331,0.005164797393770373
1.4461524068493803+1.5549410807113295E-5i,1.4461524068493803+1.5549410807113295E-5i,1.4461524068493803,1.5549410807113295E-5,1.0752262855192134E-5,12.98063364951203,-0.0012122999097941805,1.284632084640898E-13,3.6683727896721127E-9,2.0982976486564195E-12,3.499788159827126E-5,0.9993933522776138,5.716498407879671E-4
1.435519441924101+1.9197297105914455E-5i,1.435519441924101+1.9197297105914455E-5i,1.435519441924101,1.9197297105914455E-5,1.337306660241628E-5,12.885192379525929,-0.0014967050416563482,2.0672421362456773E-13,4.813883237052165E-9,5.1855941535422555E-12,4.289528815012538E-5,0.998881093578245,0.0010760111336051317
1.4111639286256898+5.4520224632188576E-5i,1.4111639286256898+5.4520224632188576E-5i,1.4111639286256898,5.4520224632188576E-5,3.8634933565291E-5,12.666577803375365,-0.004250634588245919,2.4200260918773727E-13,2.011876910536091E-9,1.1040874366888416E-11,1.1961616214472226E-4,0.994423140947285,0.005457242890570261
1.407918583426138+6.500252706074394E-5i,1.407918583426138+6.500252706074394E-5i,1.407918583426138,6.500252706074394E-5,4.6169237217227264E-5,12.637447652983152,-0.005067880620665339,1.5576373418999843E-13,1.0901751485008625E-9,7.097294197331784E-12,1.4193523847575305E-4,0.9933908588379546,0.0064672059235695144
1.4249035112170552+8.329053187241786E-5i,1.4249035112170552+8.329053187241786E-5i,1.4249035112170552,8.329053187241786E-5,5.845345401758242E-5,12.789904008325147,-0.006493693267750693,1.186290176591991E-13,6.410048943450079E-10,3.247498378491745E-12,1.8410048505696438E-4,0.9947761037002325,0.005039795814710381
1.405874232848259+1.1008701286178801E-4i,1.405874232848259+1.1008701286178801E-4i,1.405874232848259,1.1008701286178801E-4,7.830502209202244E-5,12.619097605106504,-0.008582863840783213,2.323713855646256E-13,9.622127735315865E-10,4.729031138233521E-12,2.402580541514779E-4,0.9948702078212704,0.004889534124578112
1.415193946614984+1.163719556878535E-4i,1.415193946614984+1.163719556878535E-4i,1.415193946614984,1.163719556878535E-4,8.22303939090502E-5,12.702751160258227,-0.009072865405190736,1.2710999082298172E-13,4.953596232953037E-10,2.471171348950832E-12,2.552625224739283E-4,0.9947821265299968,0.004962610947529391
1.5715722049302758+0.0291936475465306i,1.5715722049302758+0.0291936475465306i,1.5715722049302758,0.0291936475465306,0.018576077799636194,14.106399124556763,-2.276064136850242,1.7814117156288844E-13,3.859602804094383E-12,1.0626914110417957E-12,0.03492665979603342,0.75672026238377,0.2083530778201967
