% Model,Untitled.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 23 2026, 21:20"
% Table,Ag strip W=800 nm modes at lam0600nm -
% Effective mode index,Effective mode index (1),Re(neff) (1),Im(neff) (1),Im/Re (1),Propagation constant beta (rad/um),Attenuation constant (dB/um),Integral |E|^2 in Ag (V^2),Integral |E|^2 in substrate (V^2),Integral |E|^2 in air (V^2),Ag field fraction proxy (1),Substrate field fraction proxy (1),Air field fraction proxy (1)
1.442016938759583+5.8375123673546E-7i,1.442016938759583+5.8375123673546E-7i,1.442016938759583,5.8375123673546E-7,4.048157972662932E-7,15.100766070530494,-5.309709226185283E-5,1.1834303899786396E-13,6.498932697162943E-8,5.326805974410079E-11,1.8194665145138222E-6,0.999179210091132,8.189704423532884E-4
1.444678338461752+8.43034335411319E-7i,1.444678338461752+8.43034335411319E-7i,1.444678338461752,8.43034335411319E-7,5.835446638654217E-7,15.128636183039161,-7.668107418079834E-5,8.023975083988902E-14,3.047433845740697E-8,1.0325808902064488E-11,2.6321280410908038E-6,0.9996586473391359,3.3872053282296276E-4
1.4263627255535443+2.68437519295934E-6i,1.4263627255535443+2.68437519295934E-6i,1.4263627255535443,2.68437519295934E-6,1.8819723376587713E-6,14.936835533177762,-2.4416653587422356E-4,1.192429247003222E-13,1.4405509358195026E-8,5.377949527859912E-12,8.274434147347174E-6,0.999618542089115,3.731834767376637E-4
1.4342445268765742+2.8047344872618677E-6i,1.4342445268765742+2.8047344872618677E-6i,1.4342445268765742,2.8047344872618677E-6,1.9555483285474884E-6,15.019373563622715,-2.5511422754832087E-4,1.2286533506885423E-13,1.4128333384089482E-8,4.977196214621744E-12,8.693240431734156E-6,0.9996391491445227,3.521576150455814E-4
1.4204652683814394+2.919308025394799E-6i,1.4204652683814394+2.919308025394799E-6i,1.4204652683814394,2.919308025394799E-6,2.0551773354664478E-6,14.875077506088612,-2.6553565596195875E-4,2.0071255151925512E-13,2.2320224901933754E-8,7.540281189889285E-11,8.962050775616716E-6,0.9966242139825762,0.0033668239666482715
1.428852793105552+4.533333996825749E-6i,1.428852793105552+4.533333996825749E-6i,1.428852793105552,4.533333996825749E-6,3.1727089163417154E-6,14.962911459605527,-4.1234491395575844E-4,9.026228312058369E-14,6.442971205758511E-9,4.340606822987733E-12,1.3999791244984358E-5,0.9993127667462555,6.732334624995255E-4
1.4350481277619334+4.930268495517832E-6i,1.4350481277619334+4.930268495517832E-6i,1.4350481277619334,4.930268495517832E-6,3.43561194927097E-6,15.02778885241559,-4.484494502250613E-4,1.1838489798526992E-13,7.735764591578567E-9,6.368934498125664E-12,1.529075769511695E-5,0.9991620888249694,8.226204173359009E-4
1.4402949278553547+5.952010483850142E-6i,1.4402949278553547+5.952010483850142E-6i,1.4402949278553547,5.952010483850142E-6,4.132494233464307E-6,15.082733214510077,-5.413854907989246E-4,1.3789066580346905E-13,7.440855685563962E-9,2.7607561197820112E-12,1.8524343986503545E-5,0.9996105934376436,3.7088221836985394E-4
1.429653098467252+6.0405596989805376E-6i,1.429653098467252+6.0405596989805376E-6i,1.429653098467252,6.0405596989805376E-6,4.225192604735158E-6,14.971292237755346,-5.49439787817269E-4,7.076736053178641E-14,3.78409150834574E-9,1.1770565037421688E-11,1.864294325026092E-5,0.9968805211012021,0.003100835955547521
1.442808027437115+6.0783669520003774E-6i,1.442808027437115+6.0783669520003774E-6i,1.442808027437115,6.0783669520003774E-6,4.2128729785330395E-6,15.109050331789401,-5.528786759522014E-4,3.42192310620497E-13,1.8040951503030987E-8,1.3266942641101718E-11,1.8953233893745486E-5,0.9992462217594433,7.34825006662919E-4
