% Model,Untitled.mph
% Version,COMSOL 6.2.0.339
% Date,"Jun 23 2026, 21:27"
% Table,Ag strip W=800 nm modes at lam0750nm -
% Effective mode index,Effective mode index (1),Re(neff) (1),Im(neff) (1),Im/Re (1),Propagation constant beta (rad/um),Attenuation constant (dB/um),Integral |E|^2 in Ag (V^2),Integral |E|^2 in substrate (V^2),Integral |E|^2 in air (V^2),Ag field fraction proxy (1),Substrate field fraction proxy (1),Air field fraction proxy (1)
1.44170332165732+1.370786868459546E-6i,1.44170332165732+1.370786868459546E-6i,1.44170332165732,1.370786868459546E-6,9.508106472861202E-7,12.077985503932371,-9.974769010576593E-5,6.034239478245276E-14,2.167666822711769E-8,1.467832341323387E-11,2.7818571234368594E-6,0.9993205297433786,6.766883994980042E-4
1.4046673545544064+2.393630283048361E-6i,1.4046673545544064+2.393630283048361E-6i,1.4046673545544064,2.393630283048361E-6,1.7040548961911889E-6,11.76771371148142,-1.7417666976164998E-4,2.8922456214447676E-14,6.084087262403195E-9,2.5616906162034577E-11,4.7338330142360325E-6,0.9958024633423125,0.0041928028246732895
1.4377375570719855+2.857154326468448E-6i,1.4377375570719855+2.857154326468448E-6i,1.4377375570719855,2.857154326468448E-6,1.987257210062152E-6,12.044761992233294,-2.0790580278989132E-4,1.4520746591614748E-13,2.506792055768025E-8,3.94690754862878E-11,5.783421862713215E-6,0.9984222153547271,0.0015720012234101746
1.4253268597592461+4.487472332532816E-6i,1.4253268597592461+4.487472332532816E-6i,1.4253268597592461,4.487472332532816E-6,3.148381230457413E-6,11.94079037755695,-3.265387274147875E-4,9.856570877400542E-14,1.0940601775097796E-8,8.310862587954923E-12,9.002247503724087E-6,0.9992319463246031,7.590514278931693E-4
1.4170213149742137+6.1021404109211765E-6i,1.4170213149742137+6.1021404109211765E-6i,1.4170213149742137,6.1021404109211765E-6,4.306315188372604E-6,11.871210008275035,-4.440328578391248E-4,5.502071508659951E-14,4.513817208480045E-9,5.739952946415883E-12,1.2173769091074713E-5,0.9987178161691836,0.001270010061725273
1.4128877594550309+7.0703504679144814E-6i,1.4128877594550309+7.0703504679144814E-6i,1.4128877594550309,7.0703504679144814E-6,5.004184104929614E-6,11.836580814535647,-5.144863462291796E-4,1.1903046835950084E-13,8.459184460484547E-9,7.60221997833548E-12,1.405831981875338E-5,0.9990880670329509,8.978746472304037E-4
1.4389621495485316+7.353084081155375E-6i,1.4389621495485316+7.353084081155375E-6i,1.4389621495485316,7.353084081155375E-6,5.109991311072618E-6,12.055021114174519,-5.350599492340936E-4,2.5483990687728573E-13,1.7085122950628845E-8,2.3044534290674827E-11,1.4895581955998484E-5,0.9986381342618751,0.0013469701561688954
1.4183523089930872+1.046300863246734E-5i,1.4183523089930872+1.046300863246734E-5i,1.4183523089930872,1.046300863246734E-5,7.376875664901065E-6,11.882360517692808,-7.6135901696968E-4,5.510699200229749E-14,2.6274049869550393E-9,1.645101997174468E-11,2.084298209277478E-5,0.9937569281823239,0.006222228835583317
1.3975963173812924+1.1415389864182287E-5i,1.3975963173812924+1.1415389864182287E-5i,1.3975963173812924,1.1415389864182287E-5,8.167873456887435E-6,11.708475528984579,-8.306606933640608E-4,1.265871910350216E-13,5.633444409093129E-9,5.125017067927359E-12,2.2449727868867336E-5,0.9990686491616986,9.089011104325589E-4
1.4333866595098697+1.3457575184339597E-5i,1.4333866595098697+1.3457575184339597E-5i,1.4333866595098697,1.3457575184339597E-5,9.388656644077644E-6,12.008311998052855,-9.79263859283291E-4,1.9181067636773603E-13,7.056001492414432E-9,7.940434806440604E-12,2.7152752691914883E-5,0.9988487979157047,0.001124049331603426
1.4267290990722203+1.824790567926242E-5i,1.4267290990722203+1.824790567926242E-5i,1.4267290990722203,1.824790567926242E-5,1.279002838810027E-5,11.952537750154859,-0.0013278405875158344,1.3229253782135367E-13,3.605007062081003E-9,5.855382493426291E-12,3.663603728405026E-5,0.9983418211691896,0.0016215427935264454
1.4055548768746586+2.3003664523788216E-5i,1.4055548768746586+2.3003664523788216E-5i,1.4055548768746586,2.3003664523788216E-5,1.6366251437253263E-5,11.775149001084623,-0.001673901649491578,2.631460290333626E-13,5.748670219846568E-9,3.463936891083913E-11,4.549887087104806E-5,0.9939652328170883,0.005989268312040723
1.4347242646873508+2.5686625577631646E-5i,1.4347242646873508+2.5686625577631646E-5i,1.4347242646873508,2.5686625577631646E-5,1.7903527674168925E-5,12.019517892983464,-0.0018691319758991811,1.4479928075657761E-13,2.7909279060052156E-9,2.2402148315857533E-12,5.183783016708477E-5,0.9991461700924499,8.019920773829638E-4
1.4044606946872042+2.799585989355298E-5i,1.4044606946872042+2.799585989355298E-5i,1.4044606946872042,2.799585989355298E-5,1.993353035756412E-5,11.765982401826502,-0.0020371674263590855,1.3509372877917513E-13,2.432815586071623E-9,9.327703642193401E-12,5.5314631491250905E-5,0.9961254222961948,0.0038192630723141497
1.4015819848266555+3.357884589765134E-5i,1.4015819848266555+3.357884589765134E-5i,1.4015819848266555,3.357884589765134E-5,2.3957817852377928E-5,11.741865778493926,-0.0024434231110429124,9.90363399161635E-14,1.488961111564636E-9,1.0541497014440349E-11,6.604176532595986E-5,0.9929044267253179,0.007029531509356135
1.445527261825201+3.508110122324099E-5i,1.445527261825201+3.508110122324099E-5i,1.445527261825201,3.508110122324099E-5,2.4268723357694194E-5,12.11002087017019,-0.002552737332038512,1.4546892315780354E-13,2.038088687630695E-9,1.7339238712946761E-12,7.130941143328405E-5,0.9990787146071124,8.499759814542347E-4
1.3992796000346317+6.144899365707032E-5i,1.3992796000346317+6.144899365707032E-5i,1.3992796000346317,6.144899365707032E-5,4.391473559362223E-5,11.722577364764968,-0.004471442875364482,2.3274232212551703E-13,1.916009184967238E-9,9.093562510087157E-12,1.208840346830984E-4,0.9951560105334245,0.004723105431892481
1.4209465705939133+1.321594492619001E-4i,1.4209465705939133+1.321594492619001E-4i,1.4209465705939133,1.321594492619001E-4,9.300803562702671E-5,11.904094152857194,-0.009616812133850513,1.2816794202684498E-13,4.843510112832839E-10,3.086644514006518E-12,2.6287310509969517E-4,0.9934064031982845,0.006330723696615841
1.4096146096829314+2.054499682508585E-4i,1.4096146096829314+2.054499682508585E-4i,1.4096146096829314,2.054499682508585E-4,1.4574903440953336E-4,11.80915973912731,-0.014949924190881512,1.3710437852957144E-13,3.3658026578913747E-10,2.168679036393441E-12,4.045736873842627E-4,0.9931959919260808,0.006399434386534954
1.5107391620466109+0.02310270729018009i,1.5107391620466109+0.02310270729018009i,1.5107391620466109,0.02310270729018009,0.015292320388969502,12.656338807936086,-1.6811086686107324,1.819295401504367E-13,5.29228773498728E-12,1.4128126559262889E-12,0.02641625518858891,0.7684426796399376,0.20514106517147335
