theta_deg,isolated,embedded_0,embedded_1,embedded_2,embedded_3
-89,6.3359e-05,4.16756e-05,2.80095e-05,7.05297e-05,7.92854e-05
-88.95,6.98508e-05,4.59333e-05,3.08829e-05,7.76575e-05,8.7345e-05
-88.9,7.66609e-05,5.03999e-05,3.38975e-05,8.51351e-05,9.58007e-05
-88.85,8.37893e-05,5.50753e-05,3.70536e-05,9.29629e-05,0.000104653
-88.8,9.12363e-05,5.996e-05,4.03513e-05,0.000101141,0.000113902
-88.75,9.90022e-05,6.50539e-05,4.37909e-05,0.00010967,0.000123549
-88.7,0.000107087,7.03573e-05,4.73724e-05,0.00011855,0.000133594
-88.65,0.000115491,7.58704e-05,5.10962e-05,0.000127782,0.000144037
-88.6,0.000124215,8.15934e-05,5.49624e-05,0.000137365,0.000154879
-88.55,0.000133259,8.75265e-05,5.89711e-05,0.000147301,0.00016612
-88.5,0.000142623,9.36698e-05,6.31227e-05,0.00015759,0.000177762
-88.45,0.000152307,0.000100024,6.74174e-05,0.000168231,0.000189804
-88.4,0.000162313,0.000106588,7.18554e-05,0.000179226,0.000202248
-88.35,0.000172639,0.000113364,7.64368e-05,0.000190575,0.000215093
-88.3,0.000183286,0.000120351,8.11621e-05,0.000202279,0.000228342
-88.25,0.000194256,0.000127549,8.60314e-05,0.000214337,0.000241993
-88.2,0.000205547,0.000134959,9.1045e-05,0.000226751,0.000256048
-88.15,0.000217161,0.000142581,9.62032e-05,0.000239521,0.000270508
-88.1,0.000229098,0.000150415,0.000101506,0.000252647,0.000285373
-88.05,0.000241357,0.000158462,0.000106954,0.00026613,0.000300644
-88,0.000253941,0.000166721,0.000112548,0.00027997,0.000316322
-87.95,0.000266848,0.000175194,0.000118287,0.000294169,0.000332408
-87.9,0.000280079,0.00018388,0.000124173,0.000308726,0.000348902
-87.85,0.000293636,0.00019278,0.000130204,0.000323643,0.000365806
-87.8,0.000307517,0.000201894,0.000136383,0.000338919,0.000383119
-87.75,0.000321724,0.000211222,0.000142708,0.000354556,0.000400844
-87.7,0.000336257,0.000220765,0.000149181,0.000370554,0.000418981
-87.65,0.000351117,0.000230523,0.000155802,0.000386914,0.00043753
-87.6,0.000366304,0.000240496,0.000162571,0.000403636,0.000456493
-87.55,0.000381818,0.000250685,0.000169488,0.000420721,0.000475871
-87.5,0.00039766,0.00026109,0.000176554,0.00043817,0.000495664
-87.45,0.00041383,0.000271712,0.000183769,0.000455984,0.000515874
-87.4,0.000430329,0.00028255,0.000191134,0.000474163,0.000536502
-87.35,0.000447158,0.000293606,0.000198649,0.000492707,0.000557548
-87.3,0.000464317,0.00030488,0.000206314,0.000511619,0.000579014
-87.25,0.000481806,0.000316371,0.000214131,0.000530898,0.000600901
-87.2,0.000499626,0.000328081,0.000222098,0.000550545,0.00062321
-87.15,0.000517778,0.000340009,0.000230217,0.000570561,0.000645942
-87.1,0.000536261,0.000352157,0.000238489,0.000590948,0.000669099
-87.05,0.000555078,0.000364525,0.000246913,0.000611704,0.00069268
-87,0.000574228,0.000377113,0.00025549,0.000632833,0.000716688
-86.95,0.000593712,0.000389921,0.00026422,0.000654334,0.000741124
-86.9,0.00061353,0.000402951,0.000273105,0.000676208,0.000765989
-86.85,0.000633683,0.000416201,0.000282144,0.000698456,0.000791284
-86.8,0.000654172,0.000429674,0.000291338,0.000721079,0.000817011
-86.75,0.000674998,0.00044337,0.000300688,0.000744079,0.000843171
-86.7,0.00069616,0.000457288,0.000310193,0.000767455,0.000869764
-86.65,0.00071766,0.00047143,0.000319855,0.000791209,0.000896793
-86.6,0.000739499,0.000485795,0.000329674,0.000815341,0.000924259
-86.55,0.000761676,0.000500386,0.000339651,0.000839854,0.000952163
-86.5,0.000784193,0.000515201,0.000349786,0.000864747,0.000980507
-86.45,0.000807051,0.000530241,0.00036008,0.000890023,0.00100929
-86.4,0.000830249,0.000545508,0.000370532,0.000915681,0.00103852
-86.35,0.000853789,0.000561001,0.000381145,0.000941722,0.00106819
-86.3,0.000877672,0.000576721,0.000391918,0.000968149,0.00109831
-86.25,0.000901898,0.000592669,0.000402852,0.000994961,0.00112887
-86.2,0.000926468,0.000608845,0.000413948,0.00102216,0.00115988
-86.15,0.000951383,0.00062525,0.000425206,0.00104975,0.00119134
-86.1,0.000976643,0.000641885,0.000436627,0.00107773,0.00122326
-86.05,0.00100225,0.000658749,0.000448211,0.00110609,0.00125562
-86,0.0010282,0.000675844,0.000459959,0.00113485,0.00128844
-85.95,0.0010545,0.00069317,0.000471872,0.001164,0.00132172
-85.9,0.00108116,0.000710727,0.000483951,0.00119355,0.00135546
-85.85,0.00110815,0.000728518,0.000496195,0.00122349,0.00138965
-85.8,0.0011355,0.000746541,0.000508606,0.00125383,0.00142431
-85.75,0.00116321,0.000764798,0.000521185,0.00128456,0.00145943
-85.7,0.00119126,0.000783289,0.000533932,0.00131569,0.00149501
-85.65,0.00121966,0.000802015,0.000546847,0.00134723,0.00153107
-85.6,0.00124842,0.000820977,0.000559932,0.00137916,0.00156759
-85.55,0.00127754,0.000840175,0.000573188,0.0014115,0.00160458
-85.5,0.00130701,0.00085961,0.000586614,0.00144424,0.00164204
-85.45,0.00133683,0.000879282,0.000600212,0.00147738,0.00167998
-85.4,0.00136702,0.000899193,0.000613982,0.00151093,0.00171839
-85.35,0.00139756,0.000919343,0.000627926,0.00154489,0.00175728
-85.3,0.00142846,0.000939733,0.000642043,0.00157926,0.00179666
-85.25,0.00145972,0.000960363,0.000656336,0.00161404,0.00183651
-85.2,0.00149134,0.000981235,0.000670804,0.00164923,0.00187685
-85.15,0.00152332,0.00100235,0.000685448,0.00168483,0.00191767
-85.1,0.00155567,0.0010237,0.00070027,0.00172085,0.00195898
-85.05,0.00158838,0.0010453,0.000715269,0.00175729,0.00200078
-85,0.00162145,0.00106715,0.000730447,0.00179414,0.00204307
-84.95,0.0016549,0.00108924,0.000745805,0.00183141,0.00208586
-84.9,0.0016887,0.00111157,0.000761343,0.0018691,0.00212914
-84.85,0.00172288,0.00113415,0.000777063,0.00190722,0.00217292
-84.8,0.00175742,0.00115698,0.000792965,0.00194575,0.00221721
-84.75,0.00179234,0.00118005,0.00080905,0.00198472,0.00226199
-84.7,0.00182762,0.00120338,0.000825319,0.00202411,0.00230728
-84.65,0.00186328,0.00122695,0.000841773,0.00206392,0.00235308
-84.6,0.00189931,0.00125078,0.000858413,0.00210417,0.00239939
-84.55,0.00193571,0.00127485,0.000875239,0.00214485,0.0024462
-84.5,0.00197249,0.00129918,0.000892253,0.00218596,0.00249354
-84.45,0.00200965,0.00132377,0.000909456,0.00222751,0.00254139
-84.4,0.00204718,0.0013486,0.000926848,0.00226949,0.00258976
-84.35,0.0020851,0.00137369,0.000944431,0.00231191,0.00263865
-84.3,0.00212339,0.00139904,0.000962205,0.00235477,0.00268806
-84.25,0.00216206,0.00142464,0.000980172,0.00239807,0.002738
-84.2,0.00220112,0.0014505,0.000998332,0.00244182,0.00278847
-84.15,0.00224055,0.00147662,0.00101669,0.00248601,0.00283947
-84.1,0.00228038,0.001503,0.00103524,0.00253064,0.002891
-84.05,0.00232058,0.00152963,0.00105398,0.00257573,0.00294307
-84,0.00236118,0.00155653,0.00107293,0.00262126,0.00299568
-83.95,0.00240216,0.00158369,0.00109207,0.00266724,0.00304883
-83.9,0.00244353,0.00161112,0.00111141,0.00271368,0.00310253
-83.85,0.00248529,0.0016388,0.00113096,0.00276058,0.00315677
-83.8,0.00252745,0.00166676,0.0011507,0.00280793,0.00321156
-83.75,0.00256999,0.00169498,0.00117065,0.00285574,0.0032669
-83.7,0.00261293,0.00172346,0.0011908,0.00290401,0.0033228
-83.65,0.00265627,0.00175221,0.00121116,0.00295275,0.00337926
-83.6,0.0027,0.00178124,0.00123172,0.00300195,0.00343627
-83.55,0.00274413,0.00181053,0.00125249,0.00305162,0.00349385
-83.5,0.00278866,0.00184009,0.00127347,0.00310175,0.003552
-83.45,0.00283359,0.00186993,0.00129466,0.00315236,0.00361071
-83.4,0.00287892,0.00190003,0.00131606,0.00320344,0.00367
-83.35,0.00292465,0.00193041,0.00133768,0.00325499,0.00372986
-83.3,0.00297079,0.00196107,0.0013595,0.00330702,0.0037903
-83.25,0.00301734,0.001992,0.00138154,0.00335953,0.00385132
-83.2,0.00306429,0.00202321,0.0014038,0.00341252,0.00391292
-83.15,0.00311165,0.0020547,0.00142627,0.00346599,0.00397511
-83.1,0.00315942,0.00208647,0.00144897,0.00351995,0.00403789
-83.05,0.0032076,0.00211851,0.00147188,0.00357439,0.00410127
-83,0.00325619,0.00215084,0.00149501,0.00362932,0.00416523
-82.95,0.0033052,0.00218345,0.00151836,0.00368475,0.0042298
-82.9,0.00335462,0.00221635,0.00154194,0.00374067,0.00429497
-82.85,0.00340446,0.00224953,0.00156575,0.00379708,0.00436075
-82.8,0.00345472,0.00228299,0.00158977,0.00385399,0.00442713
-82.75,0.00350539,0.00231675,0.00161403,0.0039114,0.00449413
-82.7,0.00355649,0.00235079,0.00163852,0.00396931,0.00456174
-82.65,0.00360801,0.00238512,0.00166323,0.00402773,0.00462997
-82.6,0.00365996,0.00241974,0.00168818,0.00408666,0.00469882
-82.55,0.00371233,0.00245465,0.00171336,0.00414609,0.0047683
-82.5,0.00376512,0.00248986,0.00173877,0.00420603,0.00483841
-82.45,0.00381835,0.00252536,0.00176442,0.00426649,0.00490914
-82.4,0.00387201,0.00256115,0.00179031,0.00432746,0.00498052
-82.35,0.00392609,0.00259724,0.00181644,0.00438895,0.00505253
-82.3,0.00398061,0.00263363,0.0018428,0.00445097,0.00512519
-82.25,0.00403557,0.00267032,0.00186941,0.0045135,0.00519849
-82.2,0.00409096,0.00270731,0.00189626,0.00457656,0.00527244
-82.15,0.00414679,0.0027446,0.00192336,0.00464015,0.00534704
-82.1,0.00420306,0.0027822,0.0019507,0.00470426,0.0054223
-82.05,0.00425977,0.0028201,0.00197829,0.00476891,0.00549822
-82,0.00431692,0.0028583,0.00200613,0.0048341,0.00557481
-81.95,0.00437451,0.00289681,0.00203422,0.00489982,0.00565206
-81.9,0.00443256,0.00293563,0.00206256,0.00496608,0.00572998
-81.85,0.00449104,0.00297476,0.00209116,0.00503289,0.00580858
-81.8,0.00454998,0.0030142,0.00212001,0.00510024,0.00588786
-81.75,0.00460937,0.00305395,0.00214912,0.00516814,0.00596782
-81.7,0.00466921,0.00309401,0.00217848,0.00523658,0.00604847
-81.65,0.0047295,0.00313439,0.00220811,0.00530559,0.00612981
-81.6,0.00479025,0.00317508,0.002238,0.00537514,0.00621184
-81.55,0.00485146,0.0032161,0.00226816,0.00544525,0.00629457
-81.5,0.00491312,0.00325743,0.00229858,0.00551593,0.00637801
-81.45,0.00497525,0.00329908,0.00232926,0.00558717,0.00646215
-81.4,0.00503784,0.00334105,0.00236022,0.00565897,0.006547
-81.35,0.00510089,0.00338335,0.00239145,0.00573134,0.00663256
-81.3,0.00516441,0.00342597,0.00242295,0.00580429,0.00671885
-81.25,0.0052284,0.00346891,0.00245472,0.0058778,0.00680585
-81.2,0.00529285,0.00351219,0.00248677,0.0059519,0.00689359
-81.15,0.00535778,0.00355579,0.0025191,0.00602657,0.00698205
-81.1,0.00542317,0.00359973,0.0025517,0.00610183,0.00707125
-81.05,0.00548905,0.00364399,0.00258459,0.00617767,0.00716119
-81,0.0055554,0.00368859,0.00261776,0.0062541,0.00725187
-80.95,0.00562222,0.00373352,0.00265122,0.00633112,0.0073433
-80.9,0.00568953,0.00377879,0.00268496,0.00640874,0.00743549
-80.85,0.00575732,0.0038244,0.002719,0.00648695,0.00752843
-80.8,0.00582559,0.00387034,0.00275332,0.00656576,0.00762213
-80.75,0.00589435,0.00391663,0.00278794,0.00664517,0.00771659
-80.7,0.0059636,0.00396326,0.00282285,0.00672519,0.00781183
-80.65,0.00603333,0.00401023,0.00285806,0.00680582,0.00790784
-80.6,0.00610355,0.00405755,0.00289356,0.00688705,0.00800463
-80.55,0.00617427,0.00410522,0.00292937,0.00696891,0.00810221
-80.5,0.00624548,0.00415323,0.00296548,0.00705138,0.00820057
-80.45,0.00631719,0.0042016,0.0030019,0.00713447,0.00829972
-80.4,0.0063894,0.00425032,0.00303862,0.00721818,0.00839967
-80.35,0.00646211,0.00429939,0.00307565,0.00730252,0.00850043
-80.3,0.00653532,0.00434881,0.003113,0.00738749,0.00860199
-80.25,0.00660903,0.00439859,0.00315065,0.00747309,0.00870436
-80.2,0.00668325,0.00444873,0.00318862,0.00755933,0.00880755
-80.15,0.00675798,0.00449923,0.00322691,0.0076462,0.00891156
-80.1,0.00683322,0.0045501,0.00326552,0.00773372,0.00901639
-80.05,0.00690897,0.00460132,0.00330445,0.00782189,0.00912206
-80,0.00698523,0.00465291,0.0033437,0.0079107,0.00922856
-79.95,0.00706202,0.00470487,0.00338328,0.00800016,0.0093359
-79.9,0.00713931,0.00475719,0.00342319,0.00809028,0.00944409
-79.85,0.00721713,0.00480989,0.00346343,0.00818106,0.00955313
-79.8,0.00729547,0.00486296,0.003504,0.0082725,0.00966303
-79.75,0.00737434,0.0049164,0.0035449,0.0083646,0.00977378
-79.7,0.00745373,0.00497022,0.00358615,0.00845737,0.0098854
-79.65,0.00753364,0.00502441,0.00362773,0.00855081,0.00999789
-79.6,0.00761409,0.00507898,0.00366966,0.00864493,0.0101113
-79.55,0.00769507,0.00513394,0.00371193,0.00873972,0.0102255
-79.5,0.00777659,0.00518927,0.00375454,0.0088352,0.0103406
-79.45,0.00785864,0.00524499,0.00379751,0.00893136,0.0104567
-79.4,0.00794123,0.0053011,0.00384083,0.00902821,0.0105736
-79.35,0.00802436,0.00535759,0.0038845,0.00912575,0.0106914
-79.3,0.00810803,0.00541448,0.00392853,0.00922399,0.0108101
-79.25,0.00819224,0.00547175,0.00397292,0.00932292,0.0109298
-79.2,0.00827701,0.00552942,0.00401767,0.00942256,0.0110504
-79.15,0.00836232,0.00558749,0.00406278,0.0095229,0.0111718
-79.1,0.00844818,0.00564595,0.00410826,0.00962395,0.0112943
-79.05,0.0085346,0.00570481,0.00415411,0.00972572,0.0114176
-79,0.00862157,0.00576407,0.00420033,0.0098282,0.0115419
-78.95,0.0087091,0.00582374,0.00424693,0.0099314,0.0116671
-78.9,0.00879719,0.00588381,0.0042939,0.0100353,0.0117933
-78.85,0.00888584,0.00594429,0.00434125,0.01014,0.0119205
-78.8,0.00897505,0.00600517,0.00438898,0.0102454,0.0120486
-78.75,0.00906483,0.00606647,0.0044371,0.0103515,0.0121776
-78.7,0.00915518,0.00612818,0.00448561,0.0104583,0.0123077
-78.65,0.0092461,0.0061903,0.00453451,0.0105659,0.0124387
-78.6,0.00933759,0.00625284,0.0045838,0.0106743,0.0125707
-78.55,0.00942966,0.0063158,0.00463348,0.0107833,0.0127037
-78.5,0.0095223,0.00637918,0.00468357,0.0108932,0.0128378
-78.45,0.00961553,0.00644298,0.00473406,0.0110038,0.0129728
-78.4,0.00970933,0.00650721,0.00478495,0.0111152,0.0131088
-78.35,0.00980372,0.00657186,0.00483624,0.0112273,0.0132458
-78.3,0.0098987,0.00663694,0.00488795,0.0113402,0.0133839
-78.25,0.00999426,0.00670246,0.00494007,0.0114538,0.0135229
-78.2,0.0100904,0.0067684,0.00499261,0.0115683,0.013663
-78.15,0.0101872,0.00683478,0.00504556,0.0116835,0.0138042
-78.1,0.0102845,0.0069016,0.00509894,0.0117995,0.0139464
-78.05,0.0103824,0.00696886,0.00515274,0.0119163,0.0140896
-78,0.010481,0.00703656,0.00520697,0.0120339,0.0142339
-77.95,0.0105801,0.0071047,0.00526163,0.0121523,0.0143793
-77.9,0.0106799,0.00717329,0.00531673,0.0122714,0.0145257
-77.85,0.0107802,0.00724232,0.00537226,0.0123914,0.0146733
-77.8,0.0108812,0.00731181,0.00542823,0.0125122,0.0148218
-77.75,0.0109828,0.00738175,0.00548465,0.0126338,0.0149715
-77.7,0.011085,0.00745214,0.00554151,0.0127562,0.0151223
-77.65,0.0111878,0.00752299,0.00559882,0.0128795,0.0152742
-77.6,0.0112912,0.0075943,0.00565658,0.0130035,0.0154272
-77.55,0.0113952,0.00766607,0.0057148,0.0131284,0.0155813
-77.5,0.0114999,0.0077383,0.00577348,0.0132541,0.0157365
-77.45,0.0116052,0.00781099,0.00583262,0.0133807,0.0158929
-77.4,0.0117111,0.00788416,0.00589223,0.0135081,0.0160503
-77.35,0.0118177,0.0079578,0.0059523,0.0136363,0.016209
-77.3,0.0119249,0.0080319,0.00601285,0.0137654,0.0163687
-77.25,0.0120327,0.00810648,0.00607387,0.0138954,0.0165297
-77.2,0.0121412,0.00818154,0.00613537,0.0140262,0.0166917
-77.15,0.0122503,0.00825708,0.00619736,0.0141578,0.016855
-77.1,0.01236,0.0083331,0.00625983,0.0142904,0.0170194
-77.05,0.0124704,0.00840961,0.00632279,0.0144238,0.017185
-77,0.0125814,0.0084866,0.00638624,0.014558,0.0173518
-76.95,0.0126931,0.00856408,0.00645019,0.0146932,0.0175198
-76.9,0.0128054,0.00864204,0.00651464,0.0148292,0.017689
-76.85,0.0129184,0.00872051,0.0065796,0.0149661,0.0178594
-76.8,0.0130321,0.00879947,0.00664506,0.0151039,0.018031
-76.75,0.0131464,0.00887892,0.00671103,0.0152427,0.0182038
-76.7,0.0132614,0.00895888,0.00677751,0.0153823,0.0183779
-76.65,0.013377,0.00903934,0.00684452,0.0155228,0.0185532
-76.6,0.0134933,0.00912031,0.00691204,0.0156642,0.0187297
-76.55,0.0136103,0.00920179,0.00698009,0.0158065,0.0189075
-76.5,0.013728,0.00928377,0.00704867,0.0159498,0.0190865
-76.45,0.0138463,0.00936627,0.00711779,0.016094,0.0192668
-76.4,0.0139653,0.00944928,0.00718744,0.0162391,0.0194484
-76.35,0.014085,0.00953281,0.00725763,0.0163851,0.0196313
-76.3,0.0142053,0.00961687,0.00732836,0.0165321,0.0198154
-76.25,0.0143264,0.00970144,0.00739965,0.01668,0.0200008
-76.2,0.0144481,0.00978654,0.00747148,0.0168289,0.0201876
-76.15,0.0145705,0.00987217,0.00754388,0.0169787,0.0203756
-76.1,0.0146937,0.00995833,0.00761683,0.0171294,0.0205649
-76.05,0.0148175,0.010045,0.00769034,0.0172812,0.0207556
-76,0.014942,0.0101323,0.00776443,0.0174338,0.0209476
-75.95,0.0150672,0.01022,0.00783909,0.0175875,0.0211409
-75.9,0.0151931,0.0103083,0.00791432,0.0177421,0.0213356
-75.85,0.0153197,0.0103972,0.00799013,0.0178977,0.0215316
-75.8,0.0154471,0.0104866,0.00806653,0.0180543,0.021729
-75.75,0.0155751,0.0105765,0.00814352,0.0182119,0.0219278
-75.7,0.0157039,0.010667,0.0082211,0.0183705,0.0221279
-75.65,0.0158333,0.0107581,0.00829928,0.01853,0.0223294
-75.6,0.0159635,0.0108497,0.00837806,0.0186906,0.0225323
-75.55,0.0160944,0.0109419,0.00845744,0.0188522,0.0227366
-75.5,0.0162261,0.0110346,0.00853744,0.0190148,0.0229422
-75.45,0.0163584,0.0111279,0.00861805,0.0191784,0.0231493
-75.4,0.0164915,0.0112218,0.00869928,0.019343,0.0233579
-75.35,0.0166253,0.0113162,0.00878113,0.0195086,0.0235678
-75.3,0.0167599,0.0114112,0.0088636,0.0196753,0.0237792
-75.25,0.0168952,0.0115068,0.00894672,0.019843,0.023992
-75.2,0.0170312,0.011603,0.00903046,0.0200118,0.0242063
-75.15,0.017168,0.0116997,0.00911485,0.0201816,0.024422
-75.1,0.0173055,0.0117971,0.00919989,0.0203524,0.0246392
-75.05,0.0174438,0.011895,0.00928557,0.0205244,0.0248578
-75,0.0175828,0.0119935,0.00937191,0.0206973,0.0250779
-74.95,0.0177225,0.0120926,0.00945891,0.0208714,0.0252996
-74.9,0.0178631,0.0121923,0.00954657,0.0210465,0.0255227
-74.85,0.0180043,0.0122926,0.0096349,0.0212226,0.0257473
-74.8,0.0181464,0.0123935,0.0097239,0.0213999,0.0259734
-74.75,0.0182892,0.012495,0.00981359,0.0215782,0.0262011
-74.7,0.0184327,0.0125971,0.00990395,0.0217577,0.0264303
-74.65,0.0185771,0.0126999,0.00999501,0.0219382,0.026661
-74.6,0.0187222,0.0128032,0.0100868,0.0221198,0.0268932
-74.55,0.0188681,0.0129072,0.0101792,0.0223025,0.027127
-74.5,0.0190147,0.0130117,0.0102723,0.0224864,0.0273624
-74.45,0.0191622,0.0131169,0.0103662,0.0226713,0.0275993
-74.4,0.0193104,0.0132228,0.0104608,0.0228574,0.0278378
-74.35,0.0194594,0.0133292,0.010556,0.0230446,0.0280779
-74.3,0.0196092,0.0134363,0.0106521,0.023233,0.0283196
-74.25,0.0197598,0.013544,0.0107488,0.0234224,0.0285628
-74.2,0.0199111,0.0136524,0.0108463,0.023613,0.0288077
-74.15,0.0200633,0.0137614,0.0109445,0.0238048,0.0290542
-74.1,0.0202163,0.013871,0.0110434,0.0239977,0.0293023
-74.05,0.02037,0.0139813,0.0111431,0.0241918,0.029552
-74,0.0205246,0.0140923,0.0112436,0.024387,0.0298034
-73.95,0.02068,0.0142038,0.0113448,0.0245834,0.0300565
-73.9,0.0208361,0.0143161,0.0114467,0.024781,0.0303111
-73.85,0.0209931,0.014429,0.0115495,0.0249797,0.0305675
-73.8,0.0211509,0.0145426,0.011653,0.0251796,0.0308255
-73.75,0.0213096,0.0146568,0.0117573,0.0253807,0.0310852
-73.7,0.021469,0.0147717,0.0118624,0.0255831,0.0313466
-73.65,0.0216293,0.0148873,0.0119683,0.0257866,0.0316096
-73.6,0.0217904,0.0150036,0.0120749,0.0259913,0.0318744
-73.55,0.0219523,0.0151205,0.0121824,0.0261972,0.0321409
-73.5,0.022115,0.0152381,0.0122907,0.0264043,0.0324091
-73.45,0.0222786,0.0153564,0.0123998,0.0266127,0.032679
-73.4,0.022443,0.0154754,0.0125097,0.0268223,0.0329507
-73.35,0.0226083,0.0155951,0.0126204,0.0270331,0.0332241
-73.3,0.0227743,0.0157155,0.012732,0.0272451,0.0334993
-73.25,0.0229413,0.0158365,0.0128444,0.0274584,0.0337762
-73.2,0.0231091,0.0159583,0.0129577,0.0276729,0.0340549
-73.15,0.0232777,0.0160808,0.0130718,0.0278887,0.0343354
-73.1,0.0234472,0.016204,0.0131867,0.0281058,0.0346176
-73.05,0.0236175,0.0163279,0.0133025,0.0283241,0.0349017
-73,0.0237887,0.0164525,0.0134192,0.0285436,0.0351875
-72.95,0.0239607,0.0165778,0.0135367,0.0287645,0.0354752
-72.9,0.0241336,0.0167039,0.0136552,0.0289866,0.0357646
-72.85,0.0243074,0.0168307,0.0137745,0.02921,0.0360559
-72.8,0.024482,0.0169582,0.0138947,0.0294347,0.0363491
-72.75,0.0246576,0.0170864,0.0140158,0.0296607,0.036644
-72.7,0.0248339,0.0172154,0.0141378,0.029888,0.0369409
-72.65,0.0250112,0.0173451,0.0142607,0.0301166,0.0372395
-72.6,0.0251893,0.0174756,0.0143845,0.0303465,0.0375401
-72.55,0.0253683,0.0176068,0.0145092,0.0305777,0.0378425
-72.5,0.0255482,0.0177387,0.0146349,0.0308103,0.0381468
-72.45,0.025729,0.0178714,0.0147615,0.0310441,0.038453
-72.4,0.0259107,0.0180049,0.014889,0.0312793,0.0387611
-72.35,0.0260932,0.0181391,0.0150175,0.0315159,0.0390711
-72.3,0.0262767,0.0182741,0.015147,0.0317538,0.039383
-72.25,0.026461,0.0184099,0.0152774,0.031993,0.0396968
-72.2,0.0266463,0.0185464,0.0154087,0.0322336,0.0400126
-72.15,0.0268324,0.0186837,0.0155411,0.0324755,0.0403303
-72.1,0.0270195,0.0188218,0.0156744,0.0327189,0.0406499
-72.05,0.0272074,0.0189606,0.0158087,0.0329636,0.0409715
-72,0.0273963,0.0191003,0.015944,0.0332096,0.0412951
-71.95,0.0275861,0.0192407,0.0160803,0.0334571,0.0416207
-71.9,0.0277767,0.019382,0.0162176,0.0337059,0.0419482
-71.85,0.0279684,0.019524,0.0163559,0.0339561,0.0422777
-71.8,0.0281609,0.0196668,0.0164952,0.0342078,0.0426092
-71.75,0.0283543,0.0198104,0.0166356,0.0344608,0.0429427
-71.7,0.0285487,0.0199549,0.0167769,0.0347152,0.0432782
-71.65,0.028744,0.0201001,0.0169194,0.0349711,0.0436157
-71.6,0.0289402,0.0202462,0.0170628,0.0352284,0.0439552
-71.55,0.0291374,0.020393,0.0172074,0.0354871,0.0442968
-71.5,0.0293354,0.0205408,0.017353,0.0357472,0.0446405
-71.45,0.0295345,0.0206893,0.0174996,0.0360088,0.0449861
-71.4,0.0297344,0.0208386,0.0176473,0.0362718,0.0453339
-71.35,0.0299353,0.0209888,0.0177962,0.0365362,0.0456837
-71.3,0.0301372,0.0211399,0.0179461,0.0368022,0.0460355
-71.25,0.03034,0.0212917,0.0180971,0.0370695,0.0463895
-71.2,0.0305437,0.0214444,0.0182492,0.0373384,0.0467455
-71.15,0.0307484,0.021598,0.0184024,0.0376087,0.0471036
-71.1,0.0309541,0.0217524,0.0185567,0.0378805,0.0474639
-71.05,0.0311607,0.0219077,0.0187122,0.0381537,0.0478262
-71,0.0313682,0.0220638,0.0188688,0.0384285,0.0481907
-70.95,0.0315768,0.0222209,0.0190265,0.0387047,0.0485573
-70.9,0.0317862,0.0223787,0.0191854,0.0389824,0.048926
-70.85,0.0319967,0.0225375,0.0193455,0.0392617,0.0492968
-70.8,0.0322081,0.0226971,0.0195067,0.0395424,0.0496699
-70.75,0.0324205,0.0228576,0.019669,0.0398247,0.050045
-70.7,0.0326339,0.023019,0.0198326,0.0401085,0.0504223
-70.65,0.0328482,0.0231813,0.0199973,0.0403938,0.0508018
-70.6,0.0330635,0.0233444,0.0201633,0.0406806,0.0511835
-70.55,0.0332798,0.0235085,0.0203304,0.040969,0.0515673
-70.5,0.0334971,0.0236735,0.0204988,0.0412589,0.0519534
-70.45,0.0337154,0.0238393,0.0206683,0.0415503,0.0523416
-70.4,0.0339346,0.0240061,0.0208391,0.0418433,0.052732
-70.35,0.0341548,0.0241738,0.0210112,0.0421379,0.0531247
-70.3,0.0343761,0.0243424,0.0211844,0.042434,0.0535196
-70.25,0.0345983,0.024512,0.021359,0.0427317,0.0539166
-70.2,0.0348215,0.0246824,0.0215348,0.043031,0.054316
-70.15,0.0350457,0.0248538,0.0217118,0.0433318,0.0547175
-70.1,0.035271,0.0250261,0.0218901,0.0436342,0.0551213
-70.05,0.0354972,0.0251994,0.0220697,0.0439382,0.0555274
-70,0.0357244,0.0253736,0.0222506,0.0442438,0.0559357
-69.95,0.0359526,0.0255488,0.0224328,0.044551,0.0563463
-69.9,0.0361819,0.0257249,0.0226163,0.0448598,0.0567591
-69.85,0.0364121,0.0259019,0.0228012,0.0451703,0.0571743
-69.8,0.0366434,0.0260799,0.0229873,0.0454823,0.0575917
-69.75,0.0368757,0.0262589,0.0231748,0.0457959,0.0580114
-69.7,0.037109,0.0264389,0.0233636,0.0461112,0.0584334
-69.65,0.0373433,0.0266198,0.0235538,0.0464281,0.0588577
-69.6,0.0375787,0.0268017,0.0237453,0.0467467,0.0592843
-69.55,0.037815,0.0269846,0.0239382,0.0470668,0.0597132
-69.5,0.0380524,0.0271684,0.0241325,0.0473887,0.0601444
-69.45,0.0382908,0.0273533,0.0243282,0.0477122,0.060578
-69.4,0.0385303,0.0275391,0.0245252,0.0480373,0.0610139
-69.35,0.0387708,0.027726,0.0247237,0.0483641,0.0614521
-69.3,0.0390123,0.0279138,0.0249236,0.0486926,0.0618927
-69.25,0.0392549,0.0281027,0.0251248,0.0490227,0.0623357
-69.2,0.0394985,0.0282926,0.0253276,0.0493545,0.0627809
-69.15,0.0397431,0.0284834,0.0255317,0.049688,0.0632286
-69.1,0.0399888,0.0286753,0.0257373,0.0500232,0.0636786
-69.05,0.0402355,0.0288683,0.0259444,0.05036,0.064131
