I_wcm2,lambda_nm,R,T,P,branchA_status
5000000.0,410.0,0.06759089431684424,0.18033294737265618,0.7520761583104996,ok
5000000.0,415.0,0.06923007624304987,0.1836443677322222,0.7471255560247279,ok
5000000.0,420.0,0.07089574032690836,0.1875769392856007,0.7415273203874909,ok
5000000.0,425.0,0.07257154461588838,0.1915588150080367,0.7358696403760749,ok
5000000.0,430.0,0.07419859243990333,0.19558149838385536,0.7302199091762414,ok
5000000.0,435.0,0.07553295392974593,0.1985594149198074,0.7259076311504467,ok
5000000.0,440.0,0.07662860521542744,0.2014510576261424,0.7219203371584302,ok
5000000.0,445.0,0.07747448446635044,0.20436378296048366,0.718161732573166,ok
5000000.0,450.0,0.07805338750995877,0.20729054349277834,0.714656068997263,ok
5000000.0,455.0,0.07827277504178289,0.21162226812308813,0.710104956835129,ok
5000000.0,460.0,0.07817783388802246,0.21639223477797645,0.7054299313340011,ok
5000000.0,465.0,0.07778102402763773,0.22131897011689303,0.7009000058554692,ok
5000000.0,470.0,0.07707788685456182,0.22641933444477594,0.6965027787006622,ok
5000000.0,475.0,0.0754382747863939,0.22610860376751715,0.698453121446089,ok
5000000.0,480.0,0.07314789990920986,0.22358843056280706,0.703263669527983,ok
5000000.0,485.0,0.07041726606377854,0.22102937248874505,0.7085533614474764,ok
5000000.0,490.0,0.06717707578220303,0.21847631038822185,0.7143466138295751,ok
5000000.0,495.0,0.06318192013266755,0.21601527560415534,0.7208028042631771,ok
5000000.0,500.0,0.05554653145136909,0.2003230848254189,0.7441303837232119,ok
5000000.0,505.0,0.05460952259698208,0.17779946490882742,0.7675910124941905,ok
5000000.0,510.0,0.05357225635251997,0.15480598939136733,0.7916217542561127,ok
5000000.0,515.0,0.05326795849712459,0.13102155354028008,0.8157104879625953,ok
5000000.0,520.0,0.05432885209776831,0.10685377149771266,0.838817376404519,ok
5000000.0,525.0,0.060065826468978914,0.08283913033275411,0.8570950431982669,ok
5000000.0,530.0,0.0695161740553627,0.061694420341388743,0.8687894056032486,ok
5000000.0,535.0,0.08265163421085175,0.044220064418876694,0.8731283013702715,ok
5000000.0,540.0,0.09943850021524013,0.030626298394822702,0.8699352013899372,ok
5000000.0,545.0,0.11918321981538035,0.020692432170877677,0.8601243480137419,ok
5000000.0,550.0,0.14040384860291238,0.013940367587879544,0.845655783809208,ok
5000000.0,555.0,0.1609549434676565,0.00973230733260977,0.8293127491997337,ok
5000000.0,560.0,0.1797939949387098,0.0072003105076558225,0.8130056945536345,ok
5000000.0,565.0,0.19559790394019363,0.005912200691188342,0.798489895368618,ok
5000000.0,570.0,0.2072053729040695,0.005699419166155435,0.787095207929775,ok
5000000.0,575.0,0.2137601278939143,0.006775261236870203,0.7794646108692155,ok
5000000.0,580.0,0.21495301513908968,0.010010058667964667,0.7750369261929456,ok
5000000.0,585.0,0.20997373799077726,0.018084083944466697,0.7719421780647561,ok
5000000.0,590.0,0.20034033722636854,0.03493971527730709,0.7647199474963243,ok
5000000.0,595.0,0.18924512236142504,0.06356720779678292,0.747187669841792,ok
5000000.0,600.0,0.18055855570078974,0.10428534447660931,0.715156099822601,ok
5000000.0,605.0,0.1790875775631523,0.15328620849005348,0.6676262139467942,ok
5000000.0,610.0,0.18806871012529822,0.2051832353402319,0.6067480545344699,ok
