lambda_nm,R_Au,T_Au,P_Au,lambda_nm_Cu,R_Cu,T_Cu,P_Cu
810.0,0.042777339073147,0.876955993848615,0.08026666707823804,810.0,0.04968097484785294,0.8307500196814777,0.1195690054706694
815.0,0.06862966384541166,0.8425305371633496,0.08883979899123873,815.0,0.07769285859752612,0.7864656336853284,0.13584150771714554
820.0,0.10883075331818544,0.7805351312213148,0.11063411546049973,820.0,0.12118392823774944,0.705611367343592,0.17320470441865854
825.0,0.18095546324833034,0.6567641984469721,0.16228033830469757,825.0,0.1941440453364648,0.5507292604060106,0.25512669425752466
830.0,0.3161236231243642,0.3988848453231846,0.28499153155245116,830.0,0.2903785603685259,0.3120073774804139,0.39761406215106027
835.0,0.4166916494131354,0.1520507084766133,0.4312576421102513,835.0,0.27579966264536493,0.28314301611380155,0.4410573212408335
840.0,0.22789704877353506,0.4720947308252579,0.3000082204012071,840.0,0.14754505396079237,0.5574450709658372,0.2950098750733705
845.0,0.09253797887705363,0.7491676017496864,0.15829441937325994,845.0,0.07346632036909227,0.7462700020285434,0.18026367760236428
850.0,0.04768516524208807,0.856791799572077,0.09552303518583494,850.0,0.045357496358916984,0.8329927445501604,0.12164975909092268
855.0,0.03425621285504897,0.8992441410043662,0.06649964614058479,855.0,0.03605528183717673,0.8731074799987515,0.09083723816407174
860.0,0.03162305716815393,0.9172882141263015,0.051088728705544595,860.0,0.034292206258783334,0.8927112569383109,0.07299653680290574
865.0,0.033137234704367434,0.9249880471993642,0.041874718096268304,865.0,0.0357711533633854,0.9025429757545921,0.06168587088202249
870.0,0.03638088485856465,0.9277862832360511,0.03583283190538433,870.0,0.03872852312225254,0.9073128210530282,0.05395865582471926
875.0,0.04036626823648117,0.9280561387771596,0.031577592986359204,875.0,0.04237608136913687,0.9092710540207387,0.048352864610124446
880.0,0.044651776651971585,0.9269393557409387,0.028408867607089716,880.0,0.046335035620614334,0.9095794024678088,0.044085561911576865
885.0,0.04902659154779736,0.925030088989813,0.025943319462389702,885.0,0.05041273021871169,0.9088782931906896,0.04070897659059869
890.0,0.053385577496862985,0.9226576032230788,0.023956819280058217,890.0,0.05450701145138549,0.9075406536183819,0.037952334930232645
895.0,0.05767941200637455,0.9198436228867296,0.022476965106895785,895.0,0.05855356709983568,0.9058756769030945,0.035570755997069825
