metal,table,nG,lambda_nm,Re_eps_metal,Im_eps_metal,Re_eps_eff,Im_eps_eff,R,T,A,R_dB
Ag,lerer,221,531.0,-10.127584,0.821730,7.744458,1.040405,0.0008781,0.0000718,0.9990501,-30.565
Ag,lerer,221,532.0,-10.178608,0.823794,7.689377,1.008646,0.0007786,0.0000939,0.9991275,-31.087
Ag,lerer,221,533.0,-10.229760,0.825858,7.635721,0.978281,0.0007056,0.0001213,0.9991731,-31.515
Ag,lerer,221,534.0,-10.281040,0.827922,7.583441,0.949229,0.0006576,0.0001552,0.9991871,-31.820
Cu,lerer,221,406.0,0.596269,6.763477,3.380713,0.681352,0.0017424,0.0000055,0.9982521,-27.588
Cu,lerer,221,407.0,0.540231,6.757723,3.379277,0.686868,0.0018176,0.0000052,0.9981772,-27.405
Cu,lerer,221,408.0,0.484192,6.751969,3.377862,0.692443,0.0018847,0.0000049,0.9981104,-27.248
Cu,lerer,221,409.0,0.428154,6.746215,3.376470,0.698077,0.0019445,0.0000046,0.9980509,-27.112
Cu,lerer,221,411.0,0.316077,6.734708,3.373758,0.709523,0.0020448,0.0000040,0.9979512,-26.893
Cu,lerer,221,412.0,0.260038,6.728954,3.372439,0.715337,0.0020863,0.0000038,0.9979099,-26.806
Cu,lerer,221,413.0,0.204000,6.723200,3.371146,0.721212,0.0021226,0.0000035,0.9978739,-26.731
Cu,lerer,221,414.0,0.147962,6.717446,3.369881,0.727149,0.0021540,0.0000033,0.9978427,-26.668
Cu,lerer,221,416.0,0.035885,6.705938,3.367435,0.739211,0.0022036,0.0000029,0.9977936,-26.569
Cu,lerer,221,417.0,-0.020154,6.700185,3.366257,0.745337,0.0022223,0.0000027,0.9977750,-26.532
Cu,lerer,221,418.0,-0.076192,6.694431,3.365111,0.751527,0.0022373,0.0000025,0.9977602,-26.503
Cu,lerer,221,419.0,-0.132231,6.688677,3.363996,0.757781,0.0022489,0.0000023,0.9977487,-26.480
Cu,lerer,221,421.0,-0.244308,6.677169,3.361870,0.770487,0.0022629,0.0000020,0.9977351,-26.453
Cu,lerer,221,422.0,-0.300346,6.671415,3.360859,0.776938,0.0022656,0.0000019,0.9977325,-26.448
Cu,lerer,221,423.0,-0.356385,6.665662,3.359886,0.783457,0.0022659,0.0000017,0.9977324,-26.448
Cu,lerer,221,424.0,-0.412423,6.659908,3.358952,0.790043,0.0022639,0.0000016,0.9977345,-26.452
Cu,lerer,221,426.0,-0.524500,6.648400,3.357202,0.803418,0.0022538,0.0000014,0.9977448,-26.471
Cu,lerer,221,427.0,-0.580538,6.642646,3.356390,0.810209,0.0022461,0.0000013,0.9977526,-26.486
Cu,lerer,221,428.0,-0.636577,6.636892,3.355621,0.817069,0.0022369,0.0000012,0.9977619,-26.504
Cu,lerer,221,429.0,-0.692615,6.631138,3.354898,0.823999,0.0022264,0.0000011,0.9977725,-26.524
Cu,lerer,221,431.0,-0.804692,6.619631,3.353591,0.838070,0.0022021,0.0000009,0.9977969,-26.572
Cu,lerer,221,432.0,-0.860731,6.613877,3.353011,0.845212,0.0021887,0.0000009,0.9978104,-26.598
Cu,lerer,221,433.0,-0.916769,6.608123,3.352482,0.852425,0.0021746,0.0000008,0.9978246,-26.626
Cu,lerer,221,434.0,-0.972808,6.602369,3.352006,0.859711,0.0021600,0.0000007,0.9978392,-26.655
Cu,lerer,221,722.0,-19.400560,3.716160,5.001344,0.253311,0.0333678,0.1056578,0.8609744,-14.767
Cu,lerer,221,723.0,-19.505440,3.726240,4.995088,0.249903,0.0344314,0.1091481,0.8564205,-14.630
Cu,lerer,221,724.0,-19.610320,3.736320,4.988922,0.246569,0.0354369,0.1126707,0.8518924,-14.505
Cu,lerer,221,726.0,-19.744533,3.755213,4.980945,0.242732,0.0369865,0.1172588,0.8457547,-14.320
Cu,lerer,221,727.0,-19.773867,3.764027,4.979055,0.242158,0.0375310,0.1182781,0.8441908,-14.256
Cu,lerer,221,728.0,-19.803200,3.772840,4.977174,0.241587,0.0379943,0.1192596,0.8427461,-14.203
Cu,lerer,221,729.0,-19.832533,3.781653,4.975302,0.241019,0.0383708,0.1202010,0.8414281,-14.160
Cu,lerer,221,731.0,-19.891200,3.799280,4.971583,0.239890,0.0388444,0.1219631,0.8391924,-14.107
Cu,lerer,221,732.0,-19.920533,3.808093,4.969737,0.239330,0.0389336,0.1227875,0.8382788,-14.097
Cu,lerer,221,733.0,-19.949867,3.816907,4.967899,0.238772,0.0389201,0.1235797,0.8375002,-14.098
Cu,lerer,221,734.0,-19.979200,3.825720,4.966070,0.238217,0.0388011,0.1243460,0.8368529,-14.112
Cu,lerer,221,736.0,-20.037867,3.843347,4.962437,0.237114,0.0382389,0.1258345,0.8359266,-14.175
Cu,lerer,221,737.0,-20.067200,3.852160,4.960633,0.236567,0.0377928,0.1265770,0.8356302,-14.226
Cu,lerer,221,738.0,-20.096533,3.860973,4.958837,0.236022,0.0372362,0.1273330,0.8354307,-14.290
Cu,lerer,221,739.0,-20.125867,3.869787,4.957049,0.235480,0.0365707,0.1281137,0.8353157,-14.369
Cu,lerer,221,741.0,-20.228320,3.885480,4.951369,0.232851,0.0348222,0.1313176,0.8338602,-14.581
Au,lerer,221,531.0,-5.481696,2.269550,1.829651,2.913951,0.0147893,0.0000000,0.9852107,-18.301
Au,lerer,221,532.0,-5.581308,2.244256,1.827966,3.049691,0.0155172,0.0000000,0.9844828,-18.092
Au,lerer,221,533.0,-5.676627,2.217364,1.828592,3.188127,0.0162212,0.0000000,0.9837788,-17.899
Au,lerer,221,534.0,-5.777321,2.190720,1.838874,3.342046,0.0169057,0.0000000,0.9830943,-17.720
Au,lerer,221,536.0,-5.981248,2.130414,1.878535,3.685218,0.0181973,0.0000000,0.9818027,-17.400
Au,lerer,221,537.0,-6.078601,2.100840,1.912445,3.863493,0.0187197,0.0000000,0.9812803,-17.277
Au,lerer,221,538.0,-6.181479,2.071440,1.965323,4.059618,0.0191470,0.0000000,0.9808530,-17.179
Au,lerer,221,539.0,-6.284917,2.041356,2.034622,4.266326,0.0194693,0.0000000,0.9805307,-17.106
Au,lerer,221,541.0,-6.434253,2.022796,2.211357,4.540175,0.0193483,0.0000000,0.9806517,-17.134
Au,lerer,221,542.0,-6.509461,2.013180,2.317033,4.677328,0.0191874,0.0000000,0.9808126,-17.170
Au,lerer,221,543.0,-6.579840,2.002568,2.424402,4.806641,0.0189990,0.0000000,0.9810010,-17.213
Au,lerer,221,544.0,-6.655740,1.992512,2.554705,4.940462,0.0187122,0.0000000,0.9812878,-17.279
Au,lerer,221,546.0,-6.808620,1.971728,2.855940,5.194955,0.0179604,0.0000000,0.9820396,-17.457
Au,lerer,221,547.0,-6.885600,1.961000,3.027235,5.312323,0.0175043,0.0000000,0.9824957,-17.569
Au,lerer,221,548.0,-6.962940,1.950048,3.212174,5.420690,0.0170023,0.0000000,0.9829977,-17.695
Au,lerer,221,549.0,-7.040640,1.938872,3.410301,5.518145,0.0164609,0.0000000,0.9835391,-17.835
Au,lerer,221,728.0,-18.739655,1.412232,5.117012,0.116123,0.0405854,0.3156039,0.6438107,-13.916
Au,lerer,221,729.0,-18.861147,1.416796,5.107331,0.114085,0.0435408,0.3265369,0.6299223,-13.611
Au,lerer,221,731.0,-19.061265,1.433032,5.091647,0.111515,0.0486241,0.3429515,0.6084243,-13.131
Au,lerer,221,732.0,-19.157504,1.436640,5.084368,0.110005,0.0510359,0.3504825,0.5984816,-12.921
Au,lerer,221,733.0,-19.253985,1.440248,5.077185,0.108524,0.0532434,0.3570222,0.5897344,-12.737
Au,lerer,221,734.0,-19.350379,1.452660,5.069966,0.107712,0.0550032,0.3606981,0.5842987,-12.596
Au,lerer,221,736.0,-19.553400,1.460250,5.055449,0.104748,0.0574364,0.3695916,0.5729720,-12.408
Au,lerer,221,737.0,-19.650871,1.463880,5.048645,0.103372,0.0579274,0.3724399,0.5696327,-12.371
Au,lerer,221,738.0,-19.748584,1.467510,5.041928,0.102022,0.0580363,0.3741680,0.5677957,-12.363
Au,lerer,221,739.0,-19.846208,1.480056,5.035178,0.101296,0.0577778,0.3727358,0.5694864,-12.382
Au,lerer,221,741.0,-20.042844,1.487360,5.022172,0.098704,0.0573493,0.3695395,0.5731112,-12.415
Au,lerer,221,742.0,-20.150508,1.491344,5.015216,0.097331,0.0569981,0.3670848,0.5759171,-12.441
Au,lerer,221,743.0,-20.249120,1.504002,5.008812,0.096665,0.0558721,0.3642461,0.5798818,-12.528
Au,lerer,221,744.0,-20.348307,1.507676,5.002599,0.095445,0.0537672,0.3654700,0.5807628,-12.695
Cu,lerer,121,420.0,-0.188269,6.682923,3.362916,0.764101,0.0024892,0.0000022,0.9975087,-26.039
Ag,lerer,121,458.0,-6.471568,0.733824,-3.187868,6.445387,0.1530392,0.0000000,0.8469608,-8.152
Au,lerer,121,540.0,-6.359405,2.032188,2.117461,4.402861,0.0221708,0.0000000,0.9778292,-16.542
Cu,lerer,121,700.0,-17.472333,3.472533,5.138147,0.328365,0.0291511,0.0532444,0.9176045,-15.353
Ag,lerer,121,750.0,-23.969379,1.420420,4.827103,0.055413,0.0006012,0.5924827,0.4069161,-32.210
Cu,lerer,361,420.0,-0.188269,6.682923,3.362916,0.764101,0.0021539,0.0000022,0.9978440,-26.668
Ag,lerer,361,458.0,-6.471568,0.733824,-3.187868,6.445387,0.1458360,0.0000000,0.8541640,-8.361
Au,lerer,361,540.0,-6.359405,2.032188,2.117461,4.402861,0.0188865,0.0000000,0.9811135,-17.238
Cu,lerer,361,700.0,-17.472333,3.472533,5.138147,0.328365,0.0290966,0.0532598,0.9176436,-15.362
Ag,lerer,361,750.0,-23.969379,1.420420,4.827103,0.055413,0.0008503,0.5924093,0.4067403,-30.704
