material,N,target_deg,design,levels,phase_scale,mean_loss_db,peak_angle_deg,pointing_error_deg,beamwidth_3db_deg,sll_db,eta_tx,eta_target,eta_coherent
Sb2S3,32,5.0,eim_tm,0,1.7623937677053827,0.20196120115121524,10.040000000000006,5.040000000000006,3.239999999999995,0.0,0.9545617416929097,0.08671003769089063,0.8194159087651863
Sb2Se3,32,5.0,fem,0,1.0,0.2499559607272704,5.0,0.0,3.180000000000007,-13.421864370166215,0.944241193233437,0.9441557038779977,0.999909462374601
Sb2Se3,32,5.0,eim_te,0,0.9750679963735267,0.24372405780795944,5.0,0.0,3.180000000000007,-13.054522682657643,0.9455886721253657,0.9434643142877741,0.9977534017694853
Sb2Se3,32,5.0,eim_tm,0,1.3789664551223935,0.3446808851007962,5.010000000000005,0.010000000000005116,3.260000000000005,-4.382761406122546,0.9240200740880574,0.5467319361037501,0.5916940286256477
GSST,32,10.0,fem,0,1.0,6.8640705973442415,10.0,0.0,3.25,-12.494163082092332,0.3036689719643613,0.25162954489595146,0.8286310691152298
GSST,32,10.0,eim_te,0,1.0083594566353187,6.921450497844507,10.0,0.0,3.25,-12.395268590081487,0.30155126670740817,0.24910542392750834,0.8260798458830967
GSST,32,10.0,eim_tm,0,1.0919540229885056,7.49524950284716,9.990000000000009,-0.009999999999990905,3.259999999999991,-10.961013693318566,0.2817991422023485,0.22041154691227755,0.7821906654423642
Sb2S3,32,10.0,fem,0,1.0,0.11407588636059574,10.0,0.0,3.2099999999999937,-13.23318849394386,0.9740751276477954,0.9740750797545373,0.9999999508320696
Sb2S3,32,10.0,eim_te,0,0.956444759206799,0.10910728366146215,9.990000000000009,-0.009999999999990905,3.210000000000008,-13.198421339990551,0.9751901605554372,0.9693069045927625,0.993991647702114
Sb2S3,32,10.0,eim_tm,0,1.7623937677053827,0.20104663116738142,20.260000000000005,10.260000000000005,3.3700000000000045,0.0,0.9547627562328918,0.09341388586533778,0.8334656769726687
Sb2Se3,32,10.0,fem,0,1.0,0.2286400975312865,10.0,0.0,3.2099999999999937,-13.245061272406467,0.9488730365698808,0.9487942258096907,0.9999169427761644
Sb2Se3,32,10.0,eim_te,0,0.9750679963735267,0.22293964179047926,9.990000000000009,-0.009999999999990905,3.219999999999999,-13.22362040863567,0.9501115526344354,0.9481531084360535,0.9979414527030974
Sb2Se3,32,10.0,eim_tm,0,1.3789664551223935,0.31528702479155646,10.11,0.10999999999999943,3.200000000000003,-3.9689530496074807,0.9302688323268662,0.5757756881323836,0.6206583336436903
GSST,32,15.0,fem,0,1.0,6.811775253922926,15.0,0.0,3.25,-11.775832719209959,0.3128182362633325,0.25841337100831246,0.8260815420964728
GSST,32,15.0,eim_te,0,1.0083594566353187,6.868717993767632,15.0,0.0,3.25,-11.698614052458698,0.31070349240270384,0.25589608001363234,0.8236022003961403
GSST,32,15.0,eim_tm,0,1.0919540229885056,7.43814539221469,15.0,0.0,3.239999999999995,-10.365290798586809,0.2909288126505446,0.2270647313584226,0.7804821024418996
Sb2S3,32,15.0,fem,0,1.0,0.11404996730932694,15.0,0.0,3.269999999999996,-13.232886882844163,0.9740809505068646,0.9740808978731429,0.9999999459657622
Sb2S3,32,15.0,eim_te,0,0.956444759206799,0.1090824935207125,15.0,0.0,3.280000000000001,-13.073828923741932,0.975195735777569,0.9687313113325458,0.9933711518540749
Sb2S3,32,15.0,eim_tm,0,1.7623937677053827,0.20100095159296044,31.14,16.14,3.739999999999995,0.0,0.9547728274470406,0.05958140896487943,0.8173305991107681
Sb2Se3,32,15.0,fem,0,1.0,0.22757544466008,15.0,0.0,3.269999999999996,-13.232912154678612,0.949121127553386,0.949034606707177,0.9999088410913031
Sb2Se3,32,15.0,eim_te,0,0.9750679963735267,0.2219015328485186,15.0,0.0,3.280000000000001,-13.142196803028611,0.9503534004307798,0.9482034294056252,0.9977377141764526
Sb2Se3,32,15.0,eim_tm,0,1.3789664551223935,0.31381890419581293,15.070000000000007,0.07000000000000739,3.3599999999999994,-4.579947197718799,0.9306120667394586,0.5468703778627898,0.5883057002984564
GSST,32,20.0,fem,0,1.0,6.968234917246171,20.0,0.0,3.309999999999988,-12.717534202255962,0.3024892822519495,0.24902275479513702,0.8232448863683074
GSST,32,20.0,eim_te,0,1.0083594566353187,7.026485574861604,20.0,0.0,3.299999999999997,-12.670162296844396,0.30038292173670433,0.24652324231836928,0.8206965991710246
GSST,32,20.0,eim_tm,0,1.0919540229885056,7.608992151015933,20.0,0.0,3.299999999999997,-11.476038118405679,0.2807138561644573,0.21797864089202287,0.7765154305896437
Sb2S3,32,20.0,fem,0,1.0,0.11412751314361858,20.0,0.0,3.3599999999999994,-13.232702568705443,0.9740635559243326,0.9740635042659073,0.999999946966063
Sb2S3,32,20.0,eim_te,0,0.956444759206799,0.10915666182751906,20.0,0.0,3.3699999999999903,-13.017874014192806,0.9751790798548968,0.9688340284437306,0.9934934500316491
Sb2S3,32,20.0,eim_tm,0,1.7623937677053827,0.20113761788802753,43.150000000000006,23.150000000000006,4.3700000000000045,0.0,0.9547427766457011,0.06332071320629248,0.8202328048315071
Sb2Se3,32,20.0,fem,0,1.0,0.23076072309764736,20.0,0.0,3.3599999999999994,-13.22519771404436,0.9484221600067898,0.9483372277624957,0.9999104489035837
