material,N,target_deg,scenario,phase_scale,mean_loss_db,peak_angle_deg,pointing_error_deg,beamwidth_3db_deg,sll_db,eta_tx,eta_peak,eta_target,eta_coherent,main_lobe_fraction,status
Sb2Se3,32,-5.0,planar_response_to_eim_design,1.6521309314586994,1.1577186824000987,-9.810000000000002,-4.810000000000002,3.280000000000001,0.0,0.7691483457441652,0.5136564617425557,0.15212110214040955,0.6678249580652529,0.29343443334999425,ok
GSST,32,0.0,eim_prediction,0.9794910748195975,0.074,0.0,0.0,3.1599999999999966,-13.232887281799634,0.9831052152817693,0.9831052152817696,0.9831052152817696,1.0000000000000004,0.894713030364362,ok
GSST,32,0.0,planar_calibrated,0.9794910748195975,0.3728,0.0,0.0,3.1599999999999966,-13.232887281799632,0.917740716398499,0.917740716398499,0.917740716398499,1.0,0.8947130303643619,ok
GSST,32,0.0,planar_response_to_eim_design,0.9794910748195975,0.365154272692746,0.0,0.0,3.1599999999999966,-13.232887281799638,0.9193578162437263,0.9193578162437267,0.9193578162437267,1.0000000000000004,0.8947130303643619,ok
Sb2S3,32,0.0,eim_prediction,2.695111708382328,0.8518,0.0,0.0,3.1599999999999966,-13.23288728179963,0.8219019295000061,0.8219019295000056,0.8219019295000056,0.9999999999999994,0.8947130303643621,EIM buffer slice below cutoff
Sb2S3,32,0.0,planar_calibrated,2.695111708382328,2.1638,0.0,0.0,3.1599999999999966,-13.23288728179963,0.6076031266194974,0.6076031266194971,0.6076031266194971,0.9999999999999994,0.8947130303643621,EIM buffer slice below cutoff
Sb2S3,32,0.0,planar_response_to_eim_design,2.695111708382328,5.831682714597682,0.0,0.0,3.1599999999999966,-13.232887281799632,0.26111494440958116,0.26111494440958116,0.26111494440958116,1.0,0.894713030364362,EIM buffer slice below cutoff
Sb2Se3,32,0.0,eim_prediction,1.6521309314586994,0.3058,0.0,0.0,3.1599999999999966,-13.232887281799632,0.9320087721676809,0.9320087721676809,0.9320087721676809,1.0,0.894713030364362,ok
Sb2Se3,32,0.0,planar_calibrated,1.6521309314586994,1.0262,0.0,0.0,3.1599999999999966,-13.232887281799632,0.7895506583479369,0.7895506583479369,0.7895506583479369,1.0,0.894713030364362,ok
Sb2Se3,32,0.0,planar_response_to_eim_design,1.6521309314586994,1.6954167618629172,0.0,0.0,3.1599999999999966,-13.232887281799638,0.6767968423714809,0.6767968423714814,0.6767968423714814,1.0000000000000009,0.894713030364362,ok
GSST,32,5.0,eim_prediction,0.9794910748195975,8.736844350495037,5.0,0.0,3.5600000000000023,-13.307594014475072,0.230609645816521,0.17637133462697246,0.17637133462697246,0.7648046724259664,0.719076772906609,ok
GSST,32,5.0,planar_calibrated,0.9794910748195975,5.279626983443727,5.0,0.0,3.4000000000000057,-16.950608850044503,0.35416762490398923,0.32368202498545123,0.32368202498545123,0.9139232448849545,0.8502420286791854,ok
GSST,32,5.0,planar_response_to_eim_design,0.9794910748195975,5.171347508659846,5.0,0.0,3.4000000000000057,-16.909280226805,0.36048983289221453,0.3301451803776175,0.3301451803776175,0.9158238326136925,0.8509488821344148,ok
