material,N,target_deg,scenario,phase_scale,mean_loss_db,peak_angle_deg,pointing_error_deg,beamwidth_3db_deg,sll_db,eta_tx,eta_peak,eta_target,eta_coherent,main_lobe_fraction,status
Sb2S3,32,5.0,eim_prediction,2.695111708382328,0.6312903990157719,5.0,0.0,3.1700000000000017,-12.978302758059762,0.8650062816002573,0.8648588890457457,0.8648588890457457,0.9998296052206247,0.8900018385148819,EIM buffer slice below cutoff
Sb2S3,32,5.0,planar_calibrated,2.695111708382328,1.4683731604186823,5.0,0.0,3.1499999999999915,-12.452631766375644,0.7155252577249935,0.7143293912162341,0.7143293912162341,0.9983286872184475,0.8835766045916809,EIM buffer slice below cutoff
Sb2S3,32,5.0,planar_response_to_eim_design,2.695111708382328,3.9574296969187532,15.159999999999997,10.159999999999997,3.200000000000003,0.0,0.41174412081549616,0.29804287829058207,0.021883489374650233,0.7238546058660933,0.05501663389963562,EIM buffer slice below cutoff
Sb2Se3,32,5.0,eim_prediction,1.6521309314586994,0.1772172780086757,5.0,0.0,3.1700000000000017,-13.083602202509375,0.9601272133723819,0.9600714470680648,0.9600714470680648,0.9999419177963706,0.8910691350269242,ok
Sb2Se3,32,5.0,planar_calibrated,1.6521309314586994,0.551857304396616,5.0,0.0,3.1599999999999966,-12.693571892702915,0.8820584983083668,0.8813680179274189,0.8813680179274189,0.9992171943445111,0.8867542563785806,ok
Sb2Se3,32,5.0,planar_response_to_eim_design,1.6521309314586994,0.9117405223450683,10.030000000000001,5.030000000000001,3.210000000000008,0.0,0.8141038363873787,0.5312132972951691,0.1609520050156584,0.6525129517291691,0.24502623031140092,ok
GSST,32,10.0,eim_prediction,0.9794910748195975,7.582391927495074,10.0,0.0,3.25,-11.834564622796977,0.27855435905309106,0.2226091022322499,0.2226091022322499,0.7991585663530102,0.6870346506774517,ok
GSST,32,10.0,planar_calibrated,0.9794910748195975,4.625719551763448,10.0,0.0,3.240000000000009,-13.627653544789878,0.4027977842725578,0.3728567223650691,0.3728567223650691,0.9256672626400827,0.8154911449559294,ok
GSST,32,10.0,planar_response_to_eim_design,0.9794910748195975,4.530851015570807,10.0,0.0,3.240000000000009,-13.533767332615607,0.40913547516784843,0.37937068903664106,0.37937068903664106,0.9272495592835202,0.8166631001796604,ok
Sb2S3,32,10.0,eim_prediction,2.695111708382328,0.660676572061401,10.0,0.0,3.2099999999999937,-13.216294143503678,0.8591502326845152,0.8590150482493084,0.8590150482493084,0.9998426533217778,0.8933328649005697,EIM buffer slice below cutoff
Sb2S3,32,10.0,planar_calibrated,2.695111708382328,1.5610490954224066,10.0,0.0,3.2099999999999937,-13.181297450552414,0.7002468224285952,0.6991569978892862,0.6991569978892862,0.9984436565730792,0.891829193355607,EIM buffer slice below cutoff
Sb2S3,32,10.0,planar_response_to_eim_design,2.695111708382328,4.2072016944325705,31.28,21.28,3.6700000000000017,0.0,0.388178624163471,0.28588708318960554,0.005464038049309911,0.7364833233815881,0.01569541672562972,EIM buffer slice below cutoff
Sb2Se3,32,10.0,eim_prediction,1.6521309314586994,0.19435283175440732,10.0,0.0,3.2099999999999937,-13.223182157972222,0.9563376350213912,0.9562864243843315,0.9562864243843315,0.9999464513000593,0.8934461469322982,ok
Sb2Se3,32,10.0,planar_calibrated,1.6521309314586994,0.615070499984087,10.0,0.0,3.2099999999999937,-13.197454719463854,0.8692101907412287,0.8685790611553917,0.8685790611553917,0.999273904525557,0.892719656402642,ok
Sb2Se3,32,10.0,planar_response_to_eim_design,1.6521309314586994,1.0161769980514777,20.210000000000008,10.210000000000008,3.3500000000000085,0.0,0.7945171182694272,0.5348142688280965,0.1676278829043419,0.673131209549014,0.172934168165762,ok
GSST,32,15.0,eim_prediction,0.9794910748195975,7.524731063587399,15.0,0.0,3.25,-11.02207342150743,0.28764522687942806,0.2294454797171427,0.2294454797171427,0.797668302048061,0.6657690689308517,ok
GSST,32,15.0,planar_calibrated,0.9794910748195975,4.5930591608498474,15.0,0.0,3.269999999999996,-13.252505058093975,0.4100062237915405,0.3781269141111945,0.3781269141111945,0.9222467664379786,0.8032931542994343,ok
GSST,32,15.0,planar_response_to_eim_design,0.9794910748195975,4.498860454170815,15.0,0.0,3.269999999999996,-13.168450797439124,0.4162674147258091,0.3845567981915777,0.3845567981915777,0.9238215257489735,0.8045635549864661,ok
Sb2S3,32,15.0,eim_prediction,2.695111708382328,0.6621443087051928,15.0,0.0,3.269999999999996,-13.23293492139805,0.8588870611796047,0.8587382716559023,0.8587382716559023,0.9998267647395945,0.8936525854318932,EIM buffer slice below cutoff
Sb2S3,32,15.0,planar_calibrated,2.695111708382328,1.5656779344887062,15.0,0.0,3.269999999999996,-13.233363788262606,0.6997260676533779,0.6985226940404814,0.6985226940404814,0.9982802218346215,0.8918140536584772,EIM buffer slice below cutoff
Sb2S3,32,15.0,planar_response_to_eim_design,2.695111708382328,4.2196769327963715,50.870000000000005,35.870000000000005,5.099999999999994,0.0,0.3880169172893805,0.274467367386079,0.007031052526523355,0.7073592803722603,0.013291432250477478,EIM buffer slice below cutoff
Sb2Se3,32,15.0,eim_prediction,1.6521309314586994,0.1952086927780671,15.0,0.0,3.269999999999996,-13.23290320980953,0.9561594106452214,0.956103081032192,0.956103081032192,0.9999410876341306,0.8937885539654323,ok
Sb2Se3,32,15.0,planar_calibrated,1.6521309314586994,0.6182277781839687,15.0,0.0,3.269999999999996,-13.233109034571697,0.8687071900546884,0.8680113493823073,0.8680113493823073,0.9991989928478233,0.8929061032136398,ok
Sb2Se3,32,15.0,planar_response_to_eim_design,1.6521309314586994,1.0213932350247223,31.11,16.11,3.769999999999996,0.0,0.793889211796396,0.5090031300593677,0.12999656092960793,0.6411513376124686,0.13967765565552984,ok
GSST,32,20.0,eim_prediction,0.9794910748195975,7.6972435429728,20.0,0.0,3.299999999999997,-12.282648893402115,0.27747918671737304,0.2203192091249005,0.2203192091249005,0.7940026483835239,0.6327927968724453,ok
GSST,32,20.0,planar_calibrated,0.9794910748195975,4.690774051546306,20.0,0.0,3.3400000000000034,-12.946507043497846,0.4007799060847036,0.36941329519236304,0.36941329519236304,0.9217360690590328,0.78985169301889,ok
GSST,32,20.0,planar_response_to_eim_design,0.9794910748195975,4.59457131748497,20.0,0.0,3.3400000000000034,-12.850177595761883,0.40707265068687853,0.37587148261497155,0.37587148261497155,0.9233523352176587,0.7927484492170097,ok
Sb2S3,32,20.0,eim_prediction,2.695111708382328,0.6577530653150353,20.0,0.0,3.3699999999999903,-13.243333975755803,0.8597501720518761,0.8596041773260998,0.8596041773260998,0.9998301893613725,0.8904386723724458,EIM buffer slice below cutoff
Sb2S3,32,20.0,planar_calibrated,2.695111708382328,1.551829156480768,20.0,0.0,3.3699999999999903,-13.26520787871109,0.7019098238409409,0.7007297502768486,0.7007297502768486,0.9983187675624273,0.8875370395116694,EIM buffer slice below cutoff
Sb2S3,32,20.0,planar_response_to_eim_design,2.695111708382328,4.182352929040389,-76.98,-96.98,18.810000000000002,0.0,0.39111752173645953,0.27949843879310304,0.011813570214136107,0.7146149769823736,0.007263776360790006,EIM buffer slice below cutoff
Sb2Se3,32,20.0,eim_prediction,1.6521309314586994,0.1926480875912061,20.0,0.0,3.3699999999999903,-13.239002177554573,0.9567211860091811,0.9566659085267816,0.9566659085267816,0.9999422219522177,0.8907448420923609,ok
Sb2Se3,32,20.0,planar_calibrated,1.6521309314586994,0.6087816850549587,20.0,0.0,3.3699999999999903,-13.255129771902087,0.8705703823284332,0.869887822338303,0.869887822338303,0.999215962311623,0.8891611070487687,ok
Sb2Se3,32,20.0,planar_response_to_eim_design,1.6521309314586994,1.0057870523848456,43.129999999999995,23.129999999999995,4.409999999999997,0.0,0.7966723764532757,0.5158440644780053,0.13749716484920405,0.6474983691219515,0.11247863769045106,ok
GSST,32,25.0,eim_prediction,0.9794910748195975,7.702740641727137,25.0,0.0,3.450000000000003,-11.68155243444678,0.27209516612288753,0.21775897297883154,0.21775897297883154,0.8003044525990737,0.6301954136541034,ok
GSST,32,25.0,planar_calibrated,0.9794910748195975,4.693887730080412,25.0,0.0,3.469999999999999,-13.438586370367469,0.39784690660626865,0.3679062470578341,0.3679062470578341,0.9247432641770783,0.7792108649390318,ok
GSST,32,25.0,planar_response_to_eim_design,0.9794910748195975,4.597621137818983,25.010000000000005,0.010000000000005116,3.469999999999999,-13.43108101720567,0.404203718661476,0.37442325534225246,0.374416754992427,0.9263231337459196,0.7816419926392906,ok
Sb2S3,32,25.0,eim_prediction,2.695111708382328,0.6576131386346235,25.0,0.0,3.490000000000009,-13.224138575262943,0.8597667474137184,0.8596262915649562,0.8596262915649562,0.9998366349371097,0.892888330063865,EIM buffer slice below cutoff
Sb2S3,32,25.0,planar_calibrated,2.695111708382328,1.551387866084805,25.0,0.0,3.5,-13.205475265026461,0.7018923393701595,0.7007560547106428,0.7007560547106428,0.9983811126069045,0.8931098655994714,EIM buffer slice below cutoff
Sb2S3,32,25.0,planar_response_to_eim_design,2.695111708382328,4.181163602127434,-46.96,-71.96000000000001,4.659999999999997,0.0,0.3908838117861013,0.28321349008900704,0.006563940807180748,0.7245464804359475,0.015469239774547009,EIM buffer slice below cutoff
Sb2Se3,32,25.0,eim_prediction,1.6521309314586994,0.19256649407615614,25.0,0.0,3.490000000000009,-13.227784177222212,0.9567349382787592,0.9566817667171905,0.9566817667171905,0.9999444239366189,0.8926182963136415,ok
Sb2Se3,32,25.0,planar_calibrated,1.6521309314586994,0.6084806859216912,25.0,0.0,3.5,-13.214146711266244,0.8705790495899499,0.8699220836057021,0.8699220836057021,0.9992453689477627,0.8932509511989257,ok
Sb2Se3,32,25.0,planar_response_to_eim_design,1.6521309314586994,1.005289762406432,57.870000000000005,32.870000000000005,6.0,0.0,0.796636040106983,0.5262200908288963,0.15177822850570524,0.6605527045427526,0.10729625841355948,ok
GSST,32,30.0,eim_prediction,0.9794910748195975,5.728175000000009,30.0,0.0,3.6500000000000057,-10.254419501305552,0.41045700002611674,0.3363712343006735,0.3363712343006735,0.8195041972222931,0.528569969426136,ok
GSST,32,30.0,planar_calibrated,0.9794910748195975,3.575450000000006,30.0,0.0,3.6500000000000057,-13.315680438788974,0.508091648106075,0.47313012194930604,0.47313012194930604,0.9311905120127659,0.7245955893640975,ok
GSST,32,30.0,planar_response_to_eim_design,0.9794910748195975,3.5021213634637354,30.0,0.0,3.660000000000011,-13.275697925511981,0.5137779623228372,0.47914496229826387,0.47914496229826387,0.9325915034035435,0.7302083678970934,ok
Sb2S3,32,30.0,eim_prediction,2.695111708382328,0.7078749999999998,30.0,0.0,3.660000000000011,-13.228972178811569,0.8498552891392455,0.8497256814791754,0.8497256814791754,0.9998474944361394,0.8928796099497249,EIM buffer slice below cutoff
Sb2S3,32,30.0,planar_calibrated,2.695111708382328,1.7098999999999993,30.0,0.0,3.660000000000011,-13.220529715810116,0.6765919813473344,0.6755675218676359,0.6755675218676359,0.998485853353363,0.8891666853489794,EIM buffer slice below cutoff
Sb2S3,32,30.0,planar_response_to_eim_design,2.695111708382328,4.608371510162941,-29.979999999999997,-59.98,3.6599999999999966,0.0,0.3537423968246281,0.2607556503383216,0.016113470122423725,0.7371342894688256,0.02246996174910906,EIM buffer slice below cutoff
Sb2Se3,32,30.0,eim_prediction,1.6521309314586994,0.22187499999999988,30.0,0.0,3.6500000000000057,-13.230605840710876,0.950293041258484,0.9502437567989385,0.9502437567989385,0.9999481376192334,0.8931438328473902,ok
Sb2Se3,32,30.0,planar_calibrated,1.6521309314586994,0.7165999999999995,30.0,0.0,3.660000000000011,-13.224459906966073,0.849088347844106,0.8484895814862913,0.8484895814862913,0.9992948126548491,0.8913818267518199,ok
Sb2Se3,32,30.0,planar_response_to_eim_design,1.6521309314586994,1.1839170254833031,-88.34,-118.34,13.599999999999994,0.0,0.7643288535434325,0.5167085821072731,0.15718846768374803,0.676029145977951,0.039271640221730075,ok
GSST,32,35.0,eim_prediction,0.9794910748195975,7.967720111893037,35.0,0.0,3.660000000000011,-11.141044906097644,0.2580171467438523,0.2063613820940109,0.2063613820940109,0.7997971634764146,0.6540987963293301,ok
GSST,32,35.0,planar_calibrated,0.9794910748195975,4.843977973153331,35.0,0.0,3.75,-12.987107924302848,0.38600492280916837,0.35642125445844036,0.35642125445844036,0.9233593495766025,0.7875627402671752,ok
GSST,32,35.0,planar_response_to_eim_design,0.9794910748195975,4.744633191326412,35.0,0.0,3.75,-12.931550035552679,0.39240181098202376,0.3629390763571925,0.3629390763571925,0.924916924947166,0.7900070919188765,ok
Sb2S3,32,35.0,eim_prediction,2.695111708382328,0.6508681811043688,35.0,0.0,3.8700000000000045,-13.240022298500435,0.8611153564871177,0.8609684957799429,0.8609684957799429,0.9998294529228072,0.8923303048402879,EIM buffer slice below cutoff
Sb2S3,32,35.0,planar_calibrated,2.695111708382328,1.5301161188346222,35.0,0.0,3.8800000000000097,-13.254391129190314,0.705441740849205,0.704247141010816,0.704247141010816,0.9983065932036416,0.8936182046665595,EIM buffer slice below cutoff
Sb2S3,32,35.0,planar_response_to_eim_design,2.695111708382328,4.123833867055716,-16.189999999999998,-51.19,3.3599999999999994,0.0,0.3965262437258978,0.2819569934955103,0.0067758514987269,0.7110676732166447,0.02357871655775217,EIM buffer slice below cutoff
Sb2Se3,32,35.0,eim_prediction,1.6521309314586994,0.18863340002907178,35.0,0.0,3.8700000000000045,-13.237102593760952,0.9576063929841294,0.9575508552301609,0.9575508552301609,0.9999420035680887,0.891894076215804,ok
Sb2Se3,32,35.0,planar_calibrated,1.6521309314586994,0.5939714703485328,35.0,0.0,3.8800000000000097,-13.247863577229818,0.8735510023508765,0.8728620753068373,0.8728620753068373,0.9992113488025484,0.8932200763346748,ok
Sb2Se3,32,35.0,planar_response_to_eim_design,1.6521309314586994,0.9813186385668149,-58.46,-93.46000000000001,6.200000000000003,0.0,0.8011947545704268,0.5172804280656953,0.1366975145771276,0.6456363139110207,0.11858951987953517,ok
GSST,32,40.0,eim_prediction,0.9794910748195975,6.947909084679315,40.0,0.0,3.839999999999975,-10.750640336815856,0.3243564172511081,0.26055751362630053,0.26055751362630053,0.8033061773048993,0.6738787449501505,ok
GSST,32,40.0,planar_calibrated,0.9794910748195975,4.266334411306373,40.0,0.0,3.9599999999999795,-12.04267068711929,0.4404026710444767,0.4069971585036472,0.4069971585036472,0.9241477976016729,0.7924128944092295,ok
GSST,32,40.0,planar_response_to_eim_design,0.9794910748195975,4.178836478070313,40.00999999999999,0.009999999999990905,3.969999999999999,-11.957442734752497,0.4465119367526136,0.4133281036423935,0.4133243255999983,0.9256820918348587,0.7942799913129486,ok
Sb2S3,32,40.0,eim_prediction,2.695111708382328,0.6768271056321267,40.0,0.0,4.139999999999986,-13.279077950604712,0.8559835014580273,0.8558375433871589,0.8558375433871589,0.9998294849484601,0.8893652738984498,EIM buffer slice below cutoff
Sb2S3,32,40.0,planar_calibrated,2.695111708382328,1.6119834514255502,40.0,0.0,4.160000000000011,-13.375587986820598,0.6922688430299643,0.6910957711971791,0.6910957711971791,0.9983054678184695,0.8915836989232453,EIM buffer slice below cutoff
Sb2S3,32,40.0,planar_response_to_eim_design,2.695111708382328,4.344475473655556,-3.989999999999995,-43.989999999999995,3.269999999999996,0.0,0.37689890659392755,0.2684558363679827,0.0070584392919771375,0.7122754448773664,0.05357756364093029,EIM buffer slice below cutoff
Sb2Se3,32,40.0,eim_prediction,1.6521309314586994,0.203770469620818,40.0,0.0,4.139999999999986,-13.259918367282545,0.9542744760757949,0.9542191512354505,0.9542191512354505,0.9999420241851465,0.8887860024682925,ok
Sb2Se3,32,40.0,planar_calibrated,1.6521309314586994,0.6498122418183527,40.0,0.0,4.150000000000006,-13.331164778281611,0.8623909266179655,0.8617106168158353,0.8617106168158353,0.999211135250694,0.8907125887014848,ok
Sb2Se3,32,40.0,planar_response_to_eim_design,1.6521309314586994,1.0735749043486207,-45.42,-85.42,4.630000000000003,0.0,0.7843558330633316,0.5077418905610193,0.13244695573302048,0.6473361568282268,0.16411821815875224,ok
GSST,32,45.0,eim_prediction,0.9794910748195975,7.442105403347416,45.0,0.0,4.260000000000019,-11.10907500917045,0.29031428668813,0.2327165338445903,0.2327165338445903,0.8016020723588638,0.688716301213366,ok
GSST,32,45.0,planar_calibrated,0.9794910748195975,4.546258156146671,45.0,0.0,4.349999999999994,-12.987846540523538,0.4131490053377996,0.3816433498010605,0.3816433498010605,0.9237426324892654,0.8014728571293117,ok
GSST,32,45.0,planar_response_to_eim_design,0.9794910748195975,4.453019287771465,45.0,0.0,4.359999999999985,-12.871892671853631,0.4194199311010063,0.3880827036148243,0.3880827036148243,0.9252843626102374,0.8021766643527318,ok
Sb2S3,32,45.0,eim_prediction,2.695111708382328,0.6642475153003264,45.0,0.0,4.489999999999981,-13.239985021865298,0.85846631432855,0.8583200404701692,0.8583200404701692,0.9998296102526804,0.8859738124131936,EIM buffer slice below cutoff
Sb2S3,32,45.0,planar_calibrated,2.695111708382328,1.5723108715985283,45.0,0.0,4.5,-13.253959397686266,0.6986191580870983,0.69743693188103,0.69743693188103,0.9983077672686426,0.8871761276624914,EIM buffer slice below cutoff
Sb2S3,32,45.0,planar_response_to_eim_design,2.695111708382328,4.237553439262017,6.909999999999997,-38.09,3.259999999999991,0.0,0.38627333753749027,0.2748176141738582,0.0076251033274022635,0.7114589267947736,0.029126357809687545,EIM buffer slice below cutoff
Sb2Se3,32,45.0,eim_prediction,1.6521309314586994,0.19643510662900746,45.0,0.0,4.489999999999981,-13.237083117452748,0.9558875740424082,0.9558321897587979,0.9558321897587979,0.9999420598351582,0.8855980673327293,ok
Sb2Se3,32,45.0,planar_calibrated,1.6521309314586994,0.622752028744006,45.0,0.0,4.489999999999981,-13.247679332550428,0.8677799470963431,0.8670961164573581,0.8670961164573581,0.9992119769058122,0.8867704551797645,ok
Sb2Se3,32,45.0,planar_response_to_eim_design,1.6521309314586994,1.0288678893166292,-35.949999999999996,-80.94999999999999,3.969999999999999,0.0,0.7924679659027556,0.5120163397786205,0.13394480373519038,0.6461035168725677,0.18349565960161743,ok
GSST,32,50.0,eim_prediction,0.9794910748195975,7.151603240440219,50.0,0.0,4.780000000000001,-10.639317803165635,0.30669664526814905,0.24733404548824556,0.24733404548824556,0.8064452262658368,0.732490511416796,ok
GSST,32,50.0,planar_calibrated,0.9794910748195975,4.381711294396772,50.0,0.0,4.839999999999975,-13.299929223485805,0.42745321711637896,0.395643552103841,0.395643552103841,0.9255832831786188,0.8253584835671229,ok
GSST,32,50.0,planar_response_to_eim_design,0.9794910748195975,4.291847105297864,50.00999999999999,0.009999999999990905,4.849999999999994,-13.292376621214375,0.4336732599843475,0.40205271683499466,0.40205169673074803,0.9270867123546097,0.8260252957283877,ok
Sb2S3,32,50.0,eim_prediction,2.695111708382328,0.6716421438352441,50.0,0.0,4.939999999999998,-13.22813324829459,0.8569999015775944,0.8568568482328959,0.8568568482328959,0.9998330765914497,0.8839455037235185,EIM buffer slice below cutoff
Sb2S3,32,50.0,planar_calibrated,2.695111708382328,1.595631503121885,50.0,0.0,4.949999999999989,-13.217438331202594,0.6948305353963632,0.6936779871268126,0.6936779871268126,0.9983412527071898,0.8835115428170542,EIM buffer slice below cutoff
Sb2S3,32,50.0,planar_response_to_eim_design,2.695111708382328,4.300405146327486,17.39,-32.61,3.3599999999999994,0.0,0.38054464854850134,0.27230883692700153,0.008288344491770697,0.7155765767976503,0.03114370349797645,EIM buffer slice below cutoff
Sb2Se3,32,50.0,eim_prediction,1.6521309314586994,0.2007470343677114,50.0,0.0,4.939999999999998,-13.230139507838793,0.9549367162342484,0.9548825184084183,0.9548825184084183,0.9999432445889778,0.8839069101997906,ok
Sb2Se3,32,50.0,planar_calibrated,1.6521309314586994,0.6386587648524689,50.0,0.0,4.949999999999989,-13.22249558767183,0.8645797877304086,0.8639121391028018,0.8639121391028018,0.9992277767337595,0.8838453966490917,ok
Sb2Se3,32,50.0,planar_response_to_eim_design,1.6521309314586994,1.0551479000599717,-27.85,-77.85,3.6100000000000065,0.0,0.7876192884895994,0.5130465443358998,0.1385790672481411,0.6513890046036812,0.2058470423890375,ok
GSST,32,55.0,eim_prediction,0.9794910748195975,7.542360876300656,55.0,0.0,5.399999999999977,-10.650769155380914,0.28010679758446166,0.22572087203327573,0.22572087203327573,0.8058386086300289,0.7472702206509411,ok
GSST,32,55.0,planar_calibrated,0.9794910748195975,4.603045077395782,55.0,0.0,5.4599999999999795,-14.03736602157954,0.40586897589990845,0.37575868288259556,0.37575868288259556,0.9258127750450716,0.8326855998760972,ok
GSST,32,55.0,planar_response_to_eim_design,0.9794910748195975,4.508641570301451,55.00999999999999,0.009999999999990905,5.469999999999999,-13.98176592448969,0.41221349001798957,0.38225977297366354,0.38225409251101505,0.9273344570964458,0.8329195282033538,ok
Sb2S3,32,55.0,eim_prediction,2.695111708382328,0.6616955481353917,55.0,0.0,5.539999999999992,-13.195345632994485,0.8589623819086232,0.8588202802308026,0.8588202802308026,0.9998345658892479,0.8877492535135368,EIM buffer slice below cutoff
Sb2S3,32,55.0,planar_calibrated,2.695111708382328,1.5642626666573165,55.0,0.0,5.550000000000011,-13.114197693447391,0.6998463879895305,0.6986961645241783,0.6986961645241783,0.9983564629537398,0.8877370744485434,EIM buffer slice below cutoff
Sb2S3,32,55.0,planar_response_to_eim_design,2.695111708382328,4.215862627893497,27.310000000000002,-27.689999999999998,3.5900000000000034,0.0,0.3879378139584206,0.27897939135460936,0.008865457660297268,0.7191343079138723,0.03545138323941527,EIM buffer slice below cutoff
Sb2Se3,32,55.0,eim_prediction,1.6521309314586994,0.19494701321704183,55.0,0.0,5.539999999999992,-13.211005405724794,0.9562119306566286,0.9561581416904175,0.9561581416904175,0.999943747861236,0.8876446693283578,ok
Sb2Se3,32,55.0,planar_calibrated,1.6521309314586994,0.617262440178685,55.0,0.0,5.550000000000011,-13.152010182686988,0.8688377634870551,0.8681729065649659,0.8681729065649659,0.9992347743732722,0.8878578401385142,ok
Sb2Se3,32,55.0,planar_response_to_eim_design,1.6521309314586994,1.0197983702468807,-21.099999999999994,-76.1,3.4099999999999966,0.0,0.7940258960651917,0.5206750382554147,0.14447870658887627,0.6557406261377977,0.23639171234079315,ok
GSST,32,60.0,eim_prediction,0.9794910748195975,7.248064292847187,60.0,0.0,6.099999999999994,-11.862604036790414,0.3022107812866768,0.24237822222666935,0.24237822222666935,0.8020171259103747,0.7370720119161588,ok
GSST,32,60.0,planar_calibrated,0.9794910748195975,4.4363489717752,60.0,0.0,6.219999999999999,-12.936484478104466,0.4227179380433296,0.39082572281308026,0.39082572281308026,0.9245543839992418,0.8236107624753911,ok
GSST,32,60.0,planar_response_to_eim_design,0.9794910748195975,4.345364222638907,60.0,0.0,6.219999999999999,-12.82654216723737,0.4289421180006126,0.39724227520826677,0.39724227520826677,0.9260976214224304,0.8235048985954534,ok
Sb2S3,32,60.0,eim_prediction,2.695111708382328,0.6691867622866233,60.0,0.0,6.3700000000000045,-13.241324577375838,0.8574842156978715,0.8573412839089923,0.8573412839089923,0.9998333126298274,0.8867204027243796,EIM buffer slice below cutoff
Sb2S3,32,60.0,planar_calibrated,2.695111708382328,1.5878879027403048,60.0,0.0,6.389999999999986,-13.25810061263444,0.6960657762306213,0.6949142738651105,0.6949142738651105,0.9983456989197969,0.8880236419642293,EIM buffer slice below cutoff
Sb2S3,32,60.0,planar_response_to_eim_design,2.695111708382328,4.2795352782740546,36.74000000000001,-23.25999999999999,4.009999999999991,0.0,0.38234073522779866,0.2742086644087263,0.005156146222275796,0.7171840171446884,0.0384162340442593,EIM buffer slice below cutoff
Sb2Se3,32,60.0,eim_prediction,1.6521309314586994,0.19931526159391955,60.0,0.0,6.3700000000000045,-13.237861104192328,0.955251476422344,0.9551973237502486,0.9551973237502486,0.9999433105591229,0.8863729852149671,ok
Sb2Se3,32,60.0,planar_calibrated,1.6521309314586994,0.6333769435743519,60.0,0.0,6.389999999999986,-13.250529122974823,0.8656296811928461,0.8649626243953459,0.8649626243953459,0.9992293970366393,0.8875194211150327,ok
Sb2Se3,32,60.0,planar_response_to_eim_design,1.6521309314586994,1.0464216397519581,-15.530000000000001,-75.53,3.3200000000000074,0.0,0.7891960610072203,0.5150046805712628,0.14263771550644078,0.6525687418079384,0.27518316896525746,ok
