lambda_nm,n,k
1159.0,3.678,0.0046
1160.0,3.678,0.0046
1161.0,3.678,0.0046
1162.0,3.678,0.0046
1163.0,3.678,0.0046
1164.0,3.678,0.0046
1165.0,3.678,0.0046
1166.0,3.678,0.0046
1167.0,3.678,0.0046
1168.0,3.678,0.0046
1169.0,3.678,0.0046
1170.0,3.678,0.0046
1171.0,3.678,0.0046
1172.0,3.678,0.0046
1173.0,3.678,0.0046
1174.0,3.678,0.0046
1175.0,3.678,0.0046
1176.0,3.678,0.0046
1177.0,3.678,0.0046
1178.0,3.678,0.0046
1179.0,3.678,0.0046
1180.0,3.678,0.0046
1181.0,3.678,0.0046
1182.0,3.678,0.0046
1183.0,3.678,0.0046
1184.0,3.678,0.0046
1185.0,3.678,0.0046
1186.0,3.678,0.0046
1187.0,3.678,0.0046
1188.0,3.678,0.0046
1189.0,3.678,0.0046
1190.0,3.678,0.0046
1191.0,3.678,0.0046
1192.0,3.678,0.0046
1193.0,3.678,0.0046
1194.0,3.678,0.0046
1195.0,3.678,0.0046
1196.0,3.678,0.0046
1197.0,3.678,0.0046
1198.0,3.678,0.0046
1199.0,3.678,0.0046
1200.0,3.678,0.0046
1201.0,3.678,0.0046
1202.0,3.678,0.0046
1203.0,3.678,0.0046
1204.0,3.678,0.0046
1205.0,3.678,0.0046
1206.0,3.678,0.0046
1207.0,3.678,0.0046
1208.0,3.678,0.0046
1209.0,3.678,0.0046
1210.0,3.678,0.0046
1211.0,3.678,0.0046
1212.0,3.678,0.0046
1213.0,3.678,0.0046
1214.0,3.678,0.0046
1215.0,3.678,0.0046
1216.0,3.678,0.0046
1217.0,3.678,0.0046
1218.0,3.678,0.0046
1219.0,3.678,0.0046
1220.0,3.678,0.0046
1221.0,3.678,0.0046
1222.0,3.678,0.0046
1223.0,3.678,0.0046
1224.0,3.678,0.0046
1225.0,3.678,0.0046
1226.0,3.678,0.0046
1227.0,3.678,0.0046
1228.0,3.678,0.0046
1229.0,3.678,0.0046
1230.0,3.678,0.0046
1231.0,3.678,0.0046
1232.0,3.678,0.0046
1233.0,3.678,0.0046
1234.0,3.678,0.0046
1235.0,3.678,0.0046
1236.0,3.678,0.0046
1237.0,3.678,0.0046
1238.0,3.678,0.0046
1239.0,3.678,0.0046
1240.0,3.678,0.0046
1241.0,3.678,0.0046
1242.0,3.678,0.0046
1243.0,3.678,0.0046
1244.0,3.678,0.0046
1245.0,3.678,0.0046
1246.0,3.678,0.0046
1247.0,3.678,0.0046
1248.0,3.678,0.0046
1249.0,3.678,0.0046
1250.0,3.678,0.0046
1251.0,3.678,0.0046
1252.0,3.678,0.0046
1253.0,3.678,0.0046
1254.0,3.678,0.0046
1255.0,3.678,0.0046
1256.0,3.678,0.0046
1257.0,3.678,0.0046
1258.0,3.678,0.0046
1259.0,3.678,0.0046
1260.0,3.678,0.0046
1261.0,3.678,0.0046
1262.0,3.678,0.0046
1263.0,3.678,0.0046
1264.0,3.678,0.0046
1265.0,3.678,0.0046
1266.0,3.678,0.0046
1267.0,3.678,0.0046
1268.0,3.678,0.0046
1269.0,3.678,0.0046
1270.0,3.678,0.0046
1271.0,3.678,0.0046
1272.0,3.678,0.0046
1273.0,3.678,0.0046
1274.0,3.678,0.0046
1275.0,3.678,0.0046
1276.0,3.678,0.0046
1277.0,3.678,0.0046
1278.0,3.678,0.0046
1279.0,3.678,0.0046
1280.0,3.678,0.0046
1281.0,3.678,0.0046
1282.0,3.678,0.0046
1283.0,3.678,0.0046
1284.0,3.678,0.0046
1285.0,3.678,0.0046
1286.0,3.678,0.0046
1287.0,3.678,0.0046
1288.0,3.678,0.0046
1289.0,3.678,0.0046
1290.0,3.678,0.0046
1291.0,3.678,0.0046
1292.0,3.678,0.0046
1293.0,3.678,0.0046
1294.0,3.678,0.0046
1295.0,3.678,0.0046
1296.0,3.678,0.0046
1297.0,3.678,0.0046
1298.0,3.678,0.0046
1299.0,3.678,0.0046
1300.0,3.678,0.0046
1301.0,3.678,0.0046
1302.0,3.678,0.0046
1303.0,3.678,0.0046
1304.0,3.678,0.0046
1305.0,3.678,0.0046
1306.0,3.678,0.0046
1307.0,3.678,0.0046
1308.0,3.678,0.0046
1309.0,3.678,0.0046
1310.0,3.678,0.0046
1311.0,3.678,0.0046
1312.0,3.678,0.0046
1313.0,3.678,0.0046
1314.0,3.678,0.0046
1315.0,3.678,0.0046
1316.0,3.678,0.0046
1317.0,3.678,0.0046
1318.0,3.678,0.0046
1319.0,3.678,0.0046
1320.0,3.678,0.0046
1321.0,3.678,0.0046
1322.0,3.678,0.0046
1323.0,3.678,0.0046
1324.0,3.678,0.0046
1325.0,3.678,0.0046
1326.0,3.678,0.0046
1327.0,3.678,0.0046
1328.0,3.678,0.0046
1329.0,3.678,0.0046
1330.0,3.678,0.0046
1331.0,3.678,0.0046
1332.0,3.678,0.0046
1333.0,3.678,0.0046
1334.0,3.678,0.0046
1335.0,3.678,0.0046
1336.0,3.678,0.0046
1337.0,3.678,0.0046
1338.0,3.678,0.0046
1339.0,3.678,0.0046
1340.0,3.678,0.0046
1341.0,3.678,0.0046
1342.0,3.678,0.0046
1343.0,3.678,0.0046
1344.0,3.678,0.0046
1345.0,3.678,0.0046
1346.0,3.678,0.0046
1347.0,3.678,0.0046
1348.0,3.678,0.0046
1349.0,3.678,0.0046
1350.0,3.678,0.0046
1351.0,3.678,0.0046
1352.0,3.678,0.0046
1353.0,3.678,0.0046
1354.0,3.678,0.0046
1355.0,3.678,0.0046
1356.0,3.678,0.0046
1357.0,3.678,0.0046
1358.0,3.678,0.0046
1359.0,3.678,0.0046
1360.0,3.678,0.0046
1361.0,3.678,0.0046
1362.0,3.678,0.0046
1363.0,3.678,0.0046
1364.0,3.678,0.0046
1365.0,3.678,0.0046
1366.0,3.678,0.0046
1367.0,3.678,0.0046
1368.0,3.678,0.0046
1369.0,3.678,0.0046
1370.0,3.678,0.0046
1371.0,3.678,0.0046
1372.0,3.678,0.0046
1373.0,3.678,0.0046
1374.0,3.678,0.0046
1375.0,3.678,0.0046
1376.0,3.678,0.0046
1377.0,3.678,0.0046
1378.0,3.678,0.0046
1379.0,3.678,0.0046
1380.0,3.678,0.0046
1381.0,3.678,0.0046
1382.0,3.678,0.0046
1383.0,3.678,0.0046
1384.0,3.678,0.0046
1385.0,3.678,0.0046
1386.0,3.678,0.0046
1387.0,3.678,0.0046
1388.0,3.678,0.0046
1389.0,3.678,0.0046
1390.0,3.678,0.0046
1391.0,3.678,0.0046
1392.0,3.678,0.0046
1393.0,3.678,0.0046
1394.0,3.678,0.0046
1395.0,3.678,0.0046
1396.0,3.678,0.0046
1397.0,3.678,0.0046
1398.0,3.678,0.0046
1399.0,3.678,0.0046
1400.0,3.678,0.0046
1401.0,3.678,0.0046
1402.0,3.678,0.0046
1403.0,3.678,0.0046
1404.0,3.678,0.0046
1405.0,3.678,0.0046
1406.0,3.678,0.0046
1407.0,3.678,0.0046
1408.0,3.678,0.0046
1409.0,3.678,0.0046
1410.0,3.678,0.0046
1411.0,3.678,0.0046
1412.0,3.678,0.0046
1413.0,3.678,0.0046
1414.0,3.678,0.0046
1415.0,3.678,0.0046
1416.0,3.678,0.0046
1417.0,3.678,0.0046
1418.0,3.678,0.0046
1419.0,3.678,0.0046
1420.0,3.678,0.0046
1421.0,3.678,0.0046
1422.0,3.678,0.0046
1423.0,3.678,0.0046
1424.0,3.678,0.0046
1425.0,3.678,0.0046
1426.0,3.678,0.0046
1427.0,3.678,0.0046
1428.0,3.678,0.0046
1429.0,3.678,0.0046
1430.0,3.678,0.0046
1431.0,3.678,0.0046
1432.0,3.678,0.0046
1433.0,3.678,0.0046
1434.0,3.678,0.0046
1435.0,3.678,0.0046
1436.0,3.678,0.0046
1437.0,3.678,0.0046
1438.0,3.678,0.0046
1439.0,3.678,0.0046
1440.0,3.678,0.0046
1441.0,3.678,0.0046
1442.0,3.678,0.0046
1443.0,3.678,0.0046
1444.0,3.678,0.0046
1445.0,3.678,0.0046
1446.0,3.678,0.0046
1447.0,3.678,0.0046
1448.0,3.678,0.0046
1449.0,3.678,0.0046
1450.0,3.678,0.0046
1451.0,3.678,0.0046
1452.0,3.678,0.0046
1453.0,3.678,0.0046
1454.0,3.678,0.0046
1455.0,3.678,0.0046
1456.0,3.678,0.0046
1457.0,3.678,0.0046
1458.0,3.678,0.0046
1459.0,3.678,0.0046
1460.0,3.678,0.0046
1461.0,3.678,0.0046
1462.0,3.678,0.0046
1463.0,3.678,0.0046
1464.0,3.678,0.0046
1465.0,3.678,0.0046
1466.0,3.678,0.0046
1467.0,3.678,0.0046
1468.0,3.678,0.0046
1469.0,3.678,0.0046
1470.0,3.678,0.0046
1471.0,3.678,0.0046
1472.0,3.678,0.0046
1473.0,3.678,0.0046
1474.0,3.678,0.0046
1475.0,3.678,0.0046
1476.0,3.678,0.0046
1477.0,3.678,0.0046
1478.0,3.678,0.0046
1479.0,3.678,0.0046
1480.0,3.678,0.0046
1481.0,3.678,0.0046
1482.0,3.678,0.0046
1483.0,3.678,0.0046
1484.0,3.678,0.0046
1485.0,3.678,0.0046
1486.0,3.678,0.0046
1487.0,3.678,0.0046
1488.0,3.678,0.0046
1489.0,3.678,0.0046
1490.0,3.678,0.0046
1491.0,3.678,0.0046
1492.0,3.678,0.0046
1493.0,3.678,0.0046
1494.0,3.678,0.0046
1495.0,3.678,0.0046
1496.0,3.678,0.0046
1497.0,3.678,0.0046
1498.0,3.678,0.0046
1499.0,3.678,0.0046
1500.0,3.678,0.0046
1501.0,3.678,0.0046
1502.0,3.678,0.0046
1503.0,3.678,0.0046
1504.0,3.678,0.0046
1505.0,3.678,0.0046
1506.0,3.678,0.0046
1507.0,3.678,0.0046
1508.0,3.678,0.0046
1509.0,3.678,0.0046
1510.0,3.678,0.0046
1511.0,3.678,0.0046
1512.0,3.678,0.0046
1513.0,3.678,0.0046
1514.0,3.678,0.0046
1515.0,3.678,0.0046
1516.0,3.678,0.0046
1517.0,3.678,0.0046
1518.0,3.678,0.0046
1519.0,3.678,0.0046
1520.0,3.678,0.0046
1521.0,3.678,0.0046
1522.0,3.678,0.0046
1523.0,3.678,0.0046
1524.0,3.678,0.0046
1525.0,3.678,0.0046
1526.0,3.678,0.0046
1527.0,3.678,0.0046
1528.0,3.678,0.0046
1529.0,3.678,0.0046
1530.0,3.678,0.0046
1531.0,3.678,0.0046
1532.0,3.678,0.0046
1533.0,3.678,0.0046
1534.0,3.678,0.0046
1535.0,3.678,0.0046
1536.0,3.678,0.0046
1537.0,3.678,0.0046
1538.0,3.678,0.0046
1539.0,3.678,0.0046
1540.0,3.678,0.0046
1541.0,3.678,0.0046
1542.0,3.678,0.0046
1543.0,3.678,0.0046
1544.0,3.678,0.0046
1545.0,3.678,0.0046
1546.0,3.678,0.0046
1547.0,3.678,0.0046
1548.0,3.678,0.0046
1549.0,3.678,0.0046
1550.0,3.678,0.0046
1551.0,3.678,0.0046
1552.0,3.678,0.0046
1553.0,3.678,0.0046
1554.0,3.678,0.0046
1555.0,3.678,0.0046
1556.0,3.678,0.0046
1557.0,3.678,0.0046
1558.0,3.678,0.0046
1559.0,3.678,0.0046
1560.0,3.678,0.0046
1561.0,3.678,0.0046
1562.0,3.678,0.0046
1563.0,3.678,0.0046
1564.0,3.678,0.0046
1565.0,3.678,0.0046
1566.0,3.678,0.0046
1567.0,3.678,0.0046
1568.0,3.678,0.0046
1569.0,3.678,0.0046
1570.0,3.678,0.0046
1571.0,3.678,0.0046
1572.0,3.678,0.0046
1573.0,3.678,0.0046
1574.0,3.678,0.0046
1575.0,3.678,0.0046
1576.0,3.678,0.0046
1577.0,3.678,0.0046
1578.0,3.678,0.0046
1579.0,3.678,0.0046
1580.0,3.678,0.0046
1581.0,3.678,0.0046
1582.0,3.678,0.0046
1583.0,3.678,0.0046
1584.0,3.678,0.0046
1585.0,3.678,0.0046
1586.0,3.678,0.0046
1587.0,3.678,0.0046
1588.0,3.678,0.0046
1589.0,3.678,0.0046
1590.0,3.678,0.0046
1591.0,3.678,0.0046
1592.0,3.678,0.0046
1593.0,3.678,0.0046
1594.0,3.678,0.0046
1595.0,3.678,0.0046
1596.0,3.678,0.0046
1597.0,3.678,0.0046
1598.0,3.678,0.0046
1599.0,3.678,0.0046
1600.0,3.678,0.0046
1601.0,3.678,0.0046
1602.0,3.678,0.0046
1603.0,3.678,0.0046
1604.0,3.678,0.0046
1605.0,3.678,0.0046
1606.0,3.678,0.0046
1607.0,3.678,0.0046
1608.0,3.678,0.0046
1609.0,3.678,0.0046
1610.0,3.678,0.0046
1611.0,3.678,0.0046
1612.0,3.678,0.0046
1613.0,3.678,0.0046
1614.0,3.678,0.0046
1615.0,3.678,0.0046
1616.0,3.678,0.0046
1617.0,3.678,0.0046
1618.0,3.678,0.0046
1619.0,3.678,0.0046
1620.0,3.678,0.0046
1621.0,3.678,0.0046
1622.0,3.678,0.0046
1623.0,3.678,0.0046
1624.0,3.678,0.0046
1625.0,3.678,0.0046
1626.0,3.678,0.0046
1627.0,3.678,0.0046
1628.0,3.678,0.0046
1629.0,3.678,0.0046
1630.0,3.678,0.0046
1631.0,3.678,0.0046
1632.0,3.678,0.0046
1633.0,3.678,0.0046
1634.0,3.678,0.0046
1635.0,3.678,0.0046
1636.0,3.678,0.0046
1637.0,3.678,0.0046
1638.0,3.678,0.0046
1639.0,3.678,0.0046
1640.0,3.678,0.0046
1641.0,3.678,0.0046
1642.0,3.678,0.0046
1643.0,3.678,0.0046
1644.0,3.678,0.0046
1645.0,3.678,0.0046
1646.0,3.678,0.0046
1647.0,3.678,0.0046
1648.0,3.678,0.0046
1649.0,3.678,0.0046
1650.0,3.678,0.0046
1651.0,3.678,0.0046
1652.0,3.678,0.0046
1653.0,3.678,0.0046
1654.0,3.678,0.0046
1655.0,3.678,0.0046
1656.0,3.678,0.0046
1657.0,3.678,0.0046
1658.0,3.678,0.0046
1659.0,3.678,0.0046
1660.0,3.678,0.0046
1661.0,3.678,0.0046
1662.0,3.678,0.0046
1663.0,3.678,0.0046
1664.0,3.678,0.0046
1665.0,3.678,0.0046
1666.0,3.678,0.0046
1667.0,3.678,0.0046
1668.0,3.678,0.0046
1669.0,3.678,0.0046
1670.0,3.678,0.0046
1671.0,3.678,0.0046
1672.0,3.678,0.0046
1673.0,3.678,0.0046
1674.0,3.678,0.0046
1675.0,3.678,0.0046
1676.0,3.678,0.0046
1677.0,3.678,0.0046
1678.0,3.678,0.0046
1679.0,3.678,0.0046
1680.0,3.678,0.0046
1681.0,3.678,0.0046
1682.0,3.678,0.0046
1683.0,3.678,0.0046
1684.0,3.678,0.0046
1685.0,3.678,0.0046
1686.0,3.678,0.0046
1687.0,3.678,0.0046
1688.0,3.678,0.0046
1689.0,3.678,0.0046
1690.0,3.678,0.0046
1691.0,3.678,0.0046
1692.0,3.678,0.0046
1693.0,3.678,0.0046
1694.0,3.678,0.0046
1695.0,3.678,0.0046
1696.0,3.678,0.0046
1697.0,3.678,0.0046
1698.0,3.678,0.0046
1699.0,3.678,0.0046
1700.0,3.678,0.0046
1701.0,3.678,0.0046
1702.0,3.678,0.0046
1703.0,3.678,0.0046
1704.0,3.678,0.0046
1705.0,3.678,0.0046
1706.0,3.678,0.0046
1707.0,3.678,0.0046
1708.0,3.678,0.0046
1709.0,3.678,0.0046
1710.0,3.678,0.0046
1711.0,3.678,0.0046
1712.0,3.678,0.0046
1713.0,3.678,0.0046
1714.0,3.678,0.0046
1715.0,3.678,0.0046
1716.0,3.678,0.0046
1717.0,3.678,0.0046
1718.0,3.678,0.0046
1719.0,3.678,0.0046
1720.0,3.678,0.0046
1721.0,3.678,0.0046
1722.0,3.678,0.0046
1723.0,3.678,0.0046
1724.0,3.678,0.0046
1725.0,3.678,0.0046
1726.0,3.678,0.0046
1727.0,3.678,0.0046
1728.0,3.678,0.0046
1729.0,3.678,0.0046
1730.0,3.678,0.0046
1731.0,3.678,0.0046
1732.0,3.678,0.0046
1733.0,3.678,0.0046
1734.0,3.678,0.0046
1735.0,3.678,0.0046
1736.0,3.678,0.0046
1737.0,3.678,0.0046
1738.0,3.678,0.0046
1739.0,3.678,0.0046
1740.0,3.678,0.0046
1741.0,3.678,0.0046
1742.0,3.678,0.0046
1743.0,3.678,0.0046
1744.0,3.678,0.0046
1745.0,3.678,0.0046
1746.0,3.678,0.0046
1747.0,3.678,0.0046
1748.0,3.678,0.0046
1749.0,3.678,0.0046
1750.0,3.678,0.0046
1751.0,3.678,0.0046
1752.0,3.678,0.0046
1753.0,3.678,0.0046
1754.0,3.678,0.0046
1755.0,3.678,0.0046
1756.0,3.678,0.0046
1757.0,3.678,0.0046
1758.0,3.678,0.0046
1759.0,3.678,0.0046
1760.0,3.678,0.0046
1761.0,3.678,0.0046
1762.0,3.678,0.0046
1763.0,3.678,0.0046
1764.0,3.678,0.0046
1765.0,3.678,0.0046
1766.0,3.678,0.0046
1767.0,3.678,0.0046
1768.0,3.678,0.0046
1769.0,3.678,0.0046
1770.0,3.678,0.0046
1771.0,3.678,0.0046
1772.0,3.678,0.0046
1773.0,3.678,0.0046
1774.0,3.678,0.0046
1775.0,3.678,0.0046
1776.0,3.678,0.0046
1777.0,3.678,0.0046
1778.0,3.678,0.0046
1779.0,3.678,0.0046
1780.0,3.678,0.0046
1781.0,3.678,0.0046
1782.0,3.678,0.0046
1783.0,3.678,0.0046
1784.0,3.678,0.0046
1785.0,3.678,0.0046
1786.0,3.678,0.0046
1787.0,3.678,0.0046
1788.0,3.678,0.0046
1789.0,3.678,0.0046
1790.0,3.678,0.0046
1791.0,3.678,0.0046
1792.0,3.678,0.0046
1793.0,3.678,0.0046
1794.0,3.678,0.0046
1795.0,3.678,0.0046
1796.0,3.678,0.0046
1797.0,3.678,0.0046
1798.0,3.678,0.0046
1799.0,3.678,0.0046
1800.0,3.678,0.0046
1801.0,3.678,0.0046
1802.0,3.678,0.0046
1803.0,3.678,0.0046
1804.0,3.678,0.0046
1805.0,3.678,0.0046
1806.0,3.678,0.0046
1807.0,3.678,0.0046
1808.0,3.678,0.0046
1809.0,3.678,0.0046
1810.0,3.678,0.0046
1811.0,3.678,0.0046
1812.0,3.678,0.0046
1813.0,3.678,0.0046
1814.0,3.678,0.0046
1815.0,3.678,0.0046
1816.0,3.678,0.0046
1817.0,3.678,0.0046
1818.0,3.678,0.0046
1819.0,3.678,0.0046
1820.0,3.678,0.0046
1821.0,3.678,0.0046
1822.0,3.678,0.0046
1823.0,3.678,0.0046
1824.0,3.678,0.0046
1825.0,3.678,0.0046
1826.0,3.678,0.0046
1827.0,3.678,0.0046
1828.0,3.678,0.0046
1829.0,3.678,0.0046
1830.0,3.678,0.0046
1831.0,3.678,0.0046
1832.0,3.678,0.0046
1833.0,3.678,0.0046
1834.0,3.678,0.0046
1835.0,3.678,0.0046
1836.0,3.678,0.0046
1837.0,3.678,0.0046
1838.0,3.678,0.0046
1839.0,3.678,0.0046
1840.0,3.678,0.0046
1841.0,3.678,0.0046
1842.0,3.678,0.0046
1843.0,3.678,0.0046
1844.0,3.678,0.0046
1845.0,3.678,0.0046
1846.0,3.678,0.0046
1847.0,3.678,0.0046
1848.0,3.678,0.0046
1849.0,3.678,0.0046
1850.0,3.678,0.0046
1851.0,3.678,0.0046
1852.0,3.678,0.0046
1853.0,3.678,0.0046
1854.0,3.678,0.0046
1855.0,3.678,0.0046
1856.0,3.678,0.0046
1857.0,3.678,0.0046
1858.0,3.678,0.0046
1859.0,3.678,0.0046
1860.0,3.678,0.0046
1861.0,3.678,0.0046
1862.0,3.678,0.0046
1863.0,3.678,0.0046
1864.0,3.678,0.0046
1865.0,3.678,0.0046
1866.0,3.678,0.0046
1867.0,3.678,0.0046
1868.0,3.678,0.0046
1869.0,3.678,0.0046
1870.0,3.678,0.0046
1871.0,3.678,0.0046
1872.0,3.678,0.0046
1873.0,3.678,0.0046
1874.0,3.678,0.0046
1875.0,3.678,0.0046
1876.0,3.678,0.0046
1877.0,3.678,0.0046
1878.0,3.678,0.0046
1879.0,3.678,0.0046
1880.0,3.678,0.0046
1881.0,3.678,0.0046
1882.0,3.678,0.0046
1883.0,3.678,0.0046
1884.0,3.678,0.0046
1885.0,3.678,0.0046
1886.0,3.678,0.0046
1887.0,3.678,0.0046
1888.0,3.678,0.0046
1889.0,3.678,0.0046
1890.0,3.678,0.0046
1891.0,3.678,0.0046
1892.0,3.678,0.0046
1893.0,3.678,0.0046
1894.0,3.678,0.0046
1895.0,3.678,0.0046
1896.0,3.678,0.0046
1897.0,3.678,0.0046
1898.0,3.678,0.0046
1899.0,3.678,0.0046
1900.0,3.678,0.0046
1901.0,3.678,0.0046
1902.0,3.678,0.0046
1903.0,3.678,0.0046
1904.0,3.678,0.0046
1905.0,3.678,0.0046
1906.0,3.678,0.0046
1907.0,3.678,0.0046
1908.0,3.678,0.0046
1909.0,3.678,0.0046
1910.0,3.678,0.0046
1911.0,3.678,0.0046
1912.0,3.678,0.0046
1913.0,3.678,0.0046
1914.0,3.678,0.0046
1915.0,3.678,0.0046
1916.0,3.678,0.0046
1917.0,3.678,0.0046
1918.0,3.678,0.0046
1919.0,3.678,0.0046
1920.0,3.678,0.0046
1921.0,3.678,0.0046
1922.0,3.678,0.0046
1923.0,3.678,0.0046
1924.0,3.678,0.0046
1925.0,3.678,0.0046
1926.0,3.678,0.0046
1927.0,3.678,0.0046
1928.0,3.678,0.0046
1929.0,3.678,0.0046
1930.0,3.678,0.0046
1931.0,3.678,0.0046
1932.0,3.678,0.0046
1933.0,3.678,0.0046
1934.0,3.678,0.0046
1935.0,3.678,0.0046
1936.0,3.678,0.0046
1937.0,3.678,0.0046
1938.0,3.678,0.0046
1939.0,3.678,0.0046
1940.0,3.678,0.0046
1941.0,3.678,0.0046
1942.0,3.678,0.0046
1943.0,3.678,0.0046
1944.0,3.678,0.0046
1945.0,3.678,0.0046
1946.0,3.678,0.0046
1947.0,3.678,0.0046
1948.0,3.678,0.0046
1949.0,3.678,0.0046
1950.0,3.678,0.0046
1951.0,3.678,0.0046
1952.0,3.678,0.0046
1953.0,3.678,0.0046
1954.0,3.678,0.0046
1955.0,3.678,0.0046
1956.0,3.678,0.0046
1957.0,3.678,0.0046
1958.0,3.678,0.0046
1959.0,3.678,0.0046
1960.0,3.678,0.0046
1961.0,3.678,0.0046
1962.0,3.678,0.0046
1963.0,3.678,0.0046
1964.0,3.678,0.0046
1965.0,3.678,0.0046
1966.0,3.678,0.0046
1967.0,3.678,0.0046
1968.0,3.678,0.0046
1969.0,3.678,0.0046
1970.0,3.678,0.0046
1971.0,3.678,0.0046
1972.0,3.678,0.0046
1973.0,3.678,0.0046
1974.0,3.678,0.0046
1975.0,3.678,0.0046
1976.0,3.678,0.0046
1977.0,3.678,0.0046
1978.0,3.678,0.0046
1979.0,3.678,0.0046
1980.0,3.678,0.0046
1981.0,3.678,0.0046
1982.0,3.678,0.0046
1983.0,3.678,0.0046
1984.0,3.678,0.0046
1985.0,3.678,0.0046
1986.0,3.678,0.0046
1987.0,3.678,0.0046
1988.0,3.678,0.0046
1989.0,3.678,0.0046
1990.0,3.678,0.0046
1991.0,3.678,0.0046
1992.0,3.678,0.0046
1993.0,3.678,0.0046
1994.0,3.678,0.0046
1995.0,3.678,0.0046
1996.0,3.678,0.0046
1997.0,3.678,0.0046
1998.0,3.678,0.0046
1999.0,3.678,0.0046
2000.0,3.678,0.0046
