lambda_nm,n,k
1104.0,1.900794,0.03218533
1105.0,1.900775,0.03219577
1106.0,1.900756,0.03220619
1107.0,1.900737,0.03221657
1108.0,1.900719,0.03222693
1109.0,1.9007,0.03223727
1110.0,1.900681,0.03224758
1111.0,1.900662,0.03225786
1112.0,1.900644,0.03226812
1113.0,1.900625,0.03227835
1114.0,1.900607,0.03228856
1115.0,1.900588,0.03229874
1116.0,1.90057,0.0323089
1117.0,1.900552,0.03231903
1118.0,1.900533,0.03232913
1119.0,1.900515,0.03233921
1120.0,1.900497,0.03234927
1121.0,1.900479,0.0323593
1122.0,1.90046,0.0323693
1123.0,1.900442,0.03237928
1124.0,1.900424,0.03238924
1125.0,1.900406,0.03239917
1126.0,1.900388,0.03240907
1127.0,1.900371,0.03241896
1128.0,1.900353,0.03242881
1129.0,1.900335,0.03243865
1130.0,1.900317,0.03244846
1131.0,1.9003,0.03245824
1132.0,1.900282,0.032468
1133.0,1.900264,0.03247774
1134.0,1.900247,0.03248746
1135.0,1.900229,0.03249715
1136.0,1.900212,0.03250681
1137.0,1.900194,0.03251646
1138.0,1.900177,0.03252608
1139.0,1.90016,0.03253567
1140.0,1.900142,0.03254524
1141.0,1.900125,0.03255479
1142.0,1.900108,0.03256432
1143.0,1.900091,0.03257382
1144.0,1.900074,0.0325833
1145.0,1.900057,0.03259276
1146.0,1.90004,0.0326022
1147.0,1.900023,0.03261161
1148.0,1.900006,0.032621
1149.0,1.899989,0.03263037
1150.0,1.899972,0.03263971
1151.0,1.899955,0.03264903
1152.0,1.899939,0.03265833
1153.0,1.899922,0.03266761
1154.0,1.899905,0.03267687
1155.0,1.899889,0.0326861
1156.0,1.899872,0.03269531
1157.0,1.899856,0.0327045
1158.0,1.899839,0.03271367
1159.0,1.899823,0.03272282
1160.0,1.899806,0.03273194
1161.0,1.89979,0.03274105
1162.0,1.899774,0.03275013
1163.0,1.899757,0.03275919
1164.0,1.899741,0.03276823
1165.0,1.899725,0.03277724
1166.0,1.899709,0.03278624
1167.0,1.899692,0.03279522
1168.0,1.899676,0.03280417
1169.0,1.89966,0.0328131
1170.0,1.899644,0.03282201
1171.0,1.899628,0.03283091
1172.0,1.899612,0.03283978
1173.0,1.899597,0.03284863
1174.0,1.899581,0.03285746
1175.0,1.899565,0.03286626
1176.0,1.899549,0.03287505
1177.0,1.899533,0.03288382
1178.0,1.899518,0.03289257
1179.0,1.899502,0.0329013
1180.0,1.899487,0.03291
1181.0,1.899471,0.03291869
1182.0,1.899455,0.03292736
1183.0,1.89944,0.032936
1184.0,1.899425,0.03294463
1185.0,1.899409,0.03295324
1186.0,1.899394,0.03296183
1187.0,1.899378,0.03297039
1188.0,1.899363,0.03297894
1189.0,1.899348,0.03298747
1190.0,1.899333,0.03299598
1191.0,1.899317,0.03300447
1192.0,1.899302,0.03301294
1193.0,1.899287,0.03302139
1194.0,1.899272,0.03302982
1195.0,1.899257,0.03303823
1196.0,1.899242,0.03304663
1197.0,1.899227,0.033055
1198.0,1.899212,0.03306336
1199.0,1.899197,0.03307169
1200.0,1.899182,0.03308001
1201.0,1.899168,0.03308831
1202.0,1.899153,0.03309659
1203.0,1.899138,0.03310485
1204.0,1.899123,0.03311309
1205.0,1.899109,0.03312132
1206.0,1.899094,0.03312952
1207.0,1.899079,0.03313771
1208.0,1.899065,0.03314588
1209.0,1.89905,0.03315403
1210.0,1.899036,0.03316216
1211.0,1.899021,0.03317027
1212.0,1.899007,0.03317837
1213.0,1.898992,0.03318645
1214.0,1.898978,0.03319451
1215.0,1.898964,0.03320255
1216.0,1.898949,0.03321057
1217.0,1.898935,0.03321858
1218.0,1.898921,0.03322657
1219.0,1.898907,0.03323454
1220.0,1.898893,0.03324249
1221.0,1.898878,0.03325043
1222.0,1.898864,0.03325835
1223.0,1.89885,0.03326625
1224.0,1.898836,0.03327413
1225.0,1.898822,0.033282
1226.0,1.898808,0.03328985
1227.0,1.898794,0.03329768
1228.0,1.89878,0.03330549
1229.0,1.898767,0.03331329
1230.0,1.898753,0.03332107
1231.0,1.898739,0.03332883
1232.0,1.898725,0.03333658
1233.0,1.898711,0.03334431
1234.0,1.898698,0.03335202
1235.0,1.898684,0.03335971
1236.0,1.89867,0.03336739
1237.0,1.898657,0.03337506
1238.0,1.898643,0.0333827
1239.0,1.89863,0.03339033
1240.0,1.898616,0.03339794
1241.0,1.898603,0.03340554
1242.0,1.898589,0.03341312
1243.0,1.898576,0.03342068
1244.0,1.898562,0.03342823
1245.0,1.898549,0.03343576
1246.0,1.898536,0.03344327
1247.0,1.898522,0.03345077
1248.0,1.898509,0.03345825
1249.0,1.898496,0.03346572
1250.0,1.898483,0.03347317
1251.0,1.898469,0.0334806
1252.0,1.898456,0.03348802
1253.0,1.898443,0.03349543
1254.0,1.89843,0.03350281
1255.0,1.898417,0.03351018
1256.0,1.898404,0.03351754
1257.0,1.898391,0.03352488
1258.0,1.898378,0.0335322
1259.0,1.898365,0.03353951
1260.0,1.898352,0.0335468
1261.0,1.898339,0.03355408
1262.0,1.898326,0.03356134
1263.0,1.898313,0.03356859
1264.0,1.898301,0.03357582
1265.0,1.898288,0.03358304
1266.0,1.898275,0.03359024
1267.0,1.898262,0.03359742
1268.0,1.89825,0.0336046
1269.0,1.898237,0.03361175
1270.0,1.898224,0.03361889
1271.0,1.898212,0.03362602
1272.0,1.898199,0.03363313
1273.0,1.898187,0.03364022
1274.0,1.898174,0.03364731
1275.0,1.898162,0.03365437
1276.0,1.898149,0.03366142
1277.0,1.898137,0.03366846
1278.0,1.898124,0.03367548
1279.0,1.898112,0.03368249
1280.0,1.8981,0.03368948
1281.0,1.898087,0.03369646
1282.0,1.898075,0.03370343
1283.0,1.898063,0.03371038
1284.0,1.89805,0.03371731
1285.0,1.898038,0.03372423
1286.0,1.898026,0.03373114
1287.0,1.898014,0.03373803
1288.0,1.898002,0.03374491
1289.0,1.89799,0.03375178
1290.0,1.897978,0.03375863
1291.0,1.897966,0.03376546
1292.0,1.897953,0.03377228
1293.0,1.897941,0.03377909
1294.0,1.897929,0.03378589
1295.0,1.897918,0.03379267
1296.0,1.897906,0.03379943
1297.0,1.897894,0.03380618
1298.0,1.897882,0.03381292
1299.0,1.89787,0.03381965
1300.0,1.897858,0.03382636
1301.0,1.897846,0.03383306
1302.0,1.897835,0.03383974
1303.0,1.897823,0.03384641
1304.0,1.897811,0.03385307
1305.0,1.897799,0.03385971
1306.0,1.897788,0.03386634
1307.0,1.897776,0.03387296
1308.0,1.897764,0.03387956
1309.0,1.897753,0.03388615
1310.0,1.897741,0.03389273
1311.0,1.89773,0.0338993
1312.0,1.897718,0.03390585
1313.0,1.897707,0.03391238
1314.0,1.897695,0.03391891
1315.0,1.897684,0.03392542
1316.0,1.897672,0.03393192
1317.0,1.897661,0.0339384
1318.0,1.89765,0.03394487
1319.0,1.897638,0.03395133
1320.0,1.897627,0.03395778
1321.0,1.897616,0.03396421
1322.0,1.897604,0.03397063
1323.0,1.897593,0.03397704
1324.0,1.897582,0.03398344
1325.0,1.897571,0.03398982
1326.0,1.897559,0.03399619
1327.0,1.897548,0.03400255
1328.0,1.897537,0.03400889
1329.0,1.897526,0.03401522
1330.0,1.897515,0.03402154
1331.0,1.897504,0.03402785
1332.0,1.897493,0.03403414
1333.0,1.897482,0.03404043
1334.0,1.897471,0.0340467
1335.0,1.89746,0.03405295
1336.0,1.897449,0.0340592
1337.0,1.897438,0.03406543
1338.0,1.897427,0.03407165
1339.0,1.897416,0.03407786
1340.0,1.897405,0.03408406
1341.0,1.897394,0.03409024
1342.0,1.897383,0.03409642
1343.0,1.897373,0.03410258
1344.0,1.897362,0.03410873
1345.0,1.897351,0.03411486
1346.0,1.89734,0.03412099
1347.0,1.89733,0.0341271
1348.0,1.897319,0.0341332
1349.0,1.897308,0.03413929
1350.0,1.897298,0.03414537
1351.0,1.897287,0.03415143
1352.0,1.897276,0.03415748
1353.0,1.897266,0.03416353
1354.0,1.897255,0.03416956
1355.0,1.897245,0.03417558
1356.0,1.897234,0.03418158
1357.0,1.897224,0.03418758
1358.0,1.897213,0.03419356
1359.0,1.897203,0.03419953
1360.0,1.897192,0.0342055
1361.0,1.897182,0.03421145
1362.0,1.897172,0.03421738
1363.0,1.897161,0.03422331
1364.0,1.897151,0.03422923
1365.0,1.89714,0.03423513
1366.0,1.89713,0.03424102
1367.0,1.89712,0.03424691
1368.0,1.89711,0.03425278
1369.0,1.897099,0.03425864
1370.0,1.897089,0.03426448
1371.0,1.897079,0.03427032
1372.0,1.897069,0.03427615
1373.0,1.897059,0.03428196
1374.0,1.897048,0.03428777
1375.0,1.897038,0.03429356
1376.0,1.897028,0.03429934
1377.0,1.897018,0.03430511
1378.0,1.897008,0.03431087
1379.0,1.896998,0.03431662
1380.0,1.896988,0.03432236
1381.0,1.896978,0.03432809
1382.0,1.896968,0.03433381
1383.0,1.896958,0.03433951
1384.0,1.896948,0.03434521
1385.0,1.896938,0.03435089
1386.0,1.896928,0.03435657
1387.0,1.896918,0.03436223
1388.0,1.896909,0.03436789
1389.0,1.896899,0.03437353
1390.0,1.896889,0.03437916
1391.0,1.896879,0.03438478
1392.0,1.896869,0.03439039
1393.0,1.896859,0.03439599
1394.0,1.89685,0.03440158
1395.0,1.89684,0.03440716
1396.0,1.89683,0.03441273
1397.0,1.896821,0.03441829
1398.0,1.896811,0.03442384
1399.0,1.896801,0.03442938
1400.0,1.896792,0.03443491
1401.0,1.896782,0.03444043
1402.0,1.896772,0.03444594
1403.0,1.896763,0.03445143
1404.0,1.896753,0.03445692
1405.0,1.896744,0.0344624
1406.0,1.896734,0.03446787
1407.0,1.896725,0.03447332
1408.0,1.896715,0.03447877
1409.0,1.896706,0.03448421
1410.0,1.896696,0.03448964
1411.0,1.896687,0.03449506
1412.0,1.896677,0.03450046
1413.0,1.896668,0.03450586
1414.0,1.896659,0.03451125
1415.0,1.896649,0.03451663
1416.0,1.89664,0.034522
1417.0,1.896631,0.03452736
1418.0,1.896621,0.0345327
1419.0,1.896612,0.03453804
1420.0,1.896603,0.03454337
1421.0,1.896594,0.03454869
1422.0,1.896584,0.034554
1423.0,1.896575,0.0345593
1424.0,1.896566,0.0345646
1425.0,1.896557,0.03456988
1426.0,1.896548,0.03457515
1427.0,1.896538,0.03458041
1428.0,1.896529,0.03458566
1429.0,1.89652,0.03459091
1430.0,1.896511,0.03459614
1431.0,1.896502,0.03460137
1432.0,1.896493,0.03460658
1433.0,1.896484,0.03461179
1434.0,1.896475,0.03461699
1435.0,1.896466,0.03462217
1436.0,1.896457,0.03462735
1437.0,1.896448,0.03463252
1438.0,1.896439,0.03463768
1439.0,1.89643,0.03464283
1440.0,1.896421,0.03464797
1441.0,1.896412,0.0346531
1442.0,1.896403,0.03465823
1443.0,1.896394,0.03466334
1444.0,1.896385,0.03466845
1445.0,1.896377,0.03467354
1446.0,1.896368,0.03467863
1447.0,1.896359,0.03468371
1448.0,1.89635,0.03468877
1449.0,1.896341,0.03469383
1450.0,1.896333,0.03469888
1451.0,1.896324,0.03470393
1452.0,1.896315,0.03470896
1453.0,1.896306,0.03471398
1454.0,1.896298,0.034719
1455.0,1.896289,0.03472401
1456.0,1.89628,0.034729
1457.0,1.896272,0.03473399
1458.0,1.896263,0.03473897
1459.0,1.896254,0.03474394
1460.0,1.896246,0.03474891
1461.0,1.896237,0.03475386
1462.0,1.896229,0.03475881
1463.0,1.89622,0.03476374
1464.0,1.896212,0.03476867
1465.0,1.896203,0.03477359
1466.0,1.896195,0.0347785
1467.0,1.896186,0.0347834
1468.0,1.896178,0.0347883
1469.0,1.896169,0.03479318
1470.0,1.896161,0.03479806
1471.0,1.896152,0.03480293
1472.0,1.896144,0.03480779
1473.0,1.896135,0.03481264
1474.0,1.896127,0.03481748
1475.0,1.896119,0.03482232
1476.0,1.89611,0.03482714
1477.0,1.896102,0.03483196
1478.0,1.896094,0.03483677
1479.0,1.896085,0.03484157
1480.0,1.896077,0.03484637
1481.0,1.896069,0.03485115
1482.0,1.896061,0.03485593
1483.0,1.896052,0.0348607
1484.0,1.896044,0.03486546
1485.0,1.896036,0.03487021
1486.0,1.896028,0.03487495
1487.0,1.896019,0.03487969
1488.0,1.896011,0.03488442
1489.0,1.896003,0.03488914
1490.0,1.895995,0.03489385
1491.0,1.895987,0.03489855
1492.0,1.895979,0.03490325
1493.0,1.895971,0.03490794
1494.0,1.895963,0.03491262
1495.0,1.895954,0.03491729
1496.0,1.895946,0.03492195
1497.0,1.895938,0.03492661
1498.0,1.89593,0.03493126
1499.0,1.895922,0.0349359
1500.0,1.895914,0.03494053
1501.0,1.895906,0.03494515
1502.0,1.895898,0.03494977
1503.0,1.89589,0.03495438
1504.0,1.895882,0.03495898
1505.0,1.895875,0.03496357
1506.0,1.895867,0.03496816
1507.0,1.895859,0.03497274
1508.0,1.895851,0.03497731
1509.0,1.895843,0.03498187
1510.0,1.895835,0.03498643
1511.0,1.895827,0.03499097
1512.0,1.895819,0.03499551
1513.0,1.895812,0.03500005
1514.0,1.895804,0.03500457
1515.0,1.895796,0.03500909
1516.0,1.895788,0.0350136
1517.0,1.89578,0.0350181
1518.0,1.895773,0.03502259
1519.0,1.895765,0.03502708
1520.0,1.895757,0.03503156
1521.0,1.89575,0.03503603
1522.0,1.895742,0.0350405
1523.0,1.895734,0.03504495
1524.0,1.895726,0.0350494
1525.0,1.895719,0.03505384
1526.0,1.895711,0.03505828
1527.0,1.895704,0.03506271
1528.0,1.895696,0.03506713
1529.0,1.895688,0.03507154
1530.0,1.895681,0.03507595
1531.0,1.895673,0.03508034
1532.0,1.895666,0.03508474
1533.0,1.895658,0.03508912
1534.0,1.89565,0.0350935
1535.0,1.895643,0.03509787
1536.0,1.895635,0.03510223
1537.0,1.895628,0.03510658
1538.0,1.89562,0.03511093
1539.0,1.895613,0.03511527
1540.0,1.895605,0.03511961
1541.0,1.895598,0.03512393
1542.0,1.895591,0.03512825
1543.0,1.895583,0.03513257
1544.0,1.895576,0.03513687
1545.0,1.895568,0.03514117
1546.0,1.895561,0.03514546
1547.0,1.895554,0.03514975
1548.0,1.895546,0.03515402
1549.0,1.895539,0.0351583
1550.0,1.895532,0.03516256
1551.0,1.895524,0.03516682
1552.0,1.895517,0.03517107
1553.0,1.89551,0.03517531
1554.0,1.895502,0.03517954
1555.0,1.895495,0.03518377
1556.0,1.895488,0.035188
1557.0,1.895481,0.03519221
1558.0,1.895473,0.03519642
1559.0,1.895466,0.03520062
1560.0,1.895459,0.03520482
1561.0,1.895452,0.03520901
1562.0,1.895444,0.03521319
1563.0,1.895437,0.03521736
1564.0,1.89543,0.03522153
1565.0,1.895423,0.03522569
1566.0,1.895416,0.03522985
1567.0,1.895409,0.035234
1568.0,1.895402,0.03523814
1569.0,1.895395,0.03524227
1570.0,1.895387,0.0352464
1571.0,1.89538,0.03525053
1572.0,1.895373,0.03525464
1573.0,1.895366,0.03525875
1574.0,1.895359,0.03526285
1575.0,1.895352,0.03526695
1576.0,1.895345,0.03527104
1577.0,1.895338,0.03527512
1578.0,1.895331,0.0352792
1579.0,1.895324,0.03528327
1580.0,1.895317,0.03528733
1581.0,1.89531,0.03529139
1582.0,1.895303,0.03529544
1583.0,1.895296,0.03529948
1584.0,1.895289,0.03530352
1585.0,1.895282,0.03530755
1586.0,1.895276,0.03531157
1587.0,1.895269,0.03531559
1588.0,1.895262,0.0353196
1589.0,1.895255,0.03532361
1590.0,1.895248,0.03532761
1591.0,1.895241,0.0353316
1592.0,1.895234,0.03533559
1593.0,1.895227,0.03533957
1594.0,1.895221,0.03534355
1595.0,1.895214,0.03534751
1596.0,1.895207,0.03535148
1597.0,1.8952,0.03535543
1598.0,1.895194,0.03535938
1599.0,1.895187,0.03536333
1600.0,1.89518,0.03536726
1601.0,1.895173,0.03537119
1602.0,1.895167,0.03537512
1603.0,1.89516,0.03537904
1604.0,1.895153,0.03538295
1605.0,1.895146,0.03538686
1606.0,1.89514,0.03539076
1607.0,1.895133,0.03539465
1608.0,1.895126,0.03539854
1609.0,1.89512,0.03540243
1610.0,1.895113,0.0354063
1611.0,1.895106,0.03541017
1612.0,1.8951,0.03541404
1613.0,1.895093,0.0354179
1614.0,1.895087,0.03542175
1615.0,1.89508,0.0354256
1616.0,1.895073,0.03542944
1617.0,1.895067,0.03543327
1618.0,1.89506,0.0354371
1619.0,1.895054,0.03544092
1620.0,1.895047,0.03544474
1621.0,1.895041,0.03544855
1622.0,1.895034,0.03545236
1623.0,1.895028,0.03545616
1624.0,1.895021,0.03545995
1625.0,1.895015,0.03546374
1626.0,1.895008,0.03546752
1627.0,1.895002,0.0354713
1628.0,1.894995,0.03547507
1629.0,1.894989,0.03547883
1630.0,1.894982,0.03548259
1631.0,1.894976,0.03548635
1632.0,1.89497,0.03549009
1633.0,1.894963,0.03549384
1634.0,1.894957,0.03549757
1635.0,1.89495,0.0355013
1636.0,1.894944,0.03550503
1637.0,1.894938,0.03550875
1638.0,1.894931,0.03551246
1639.0,1.894925,0.03551617
1640.0,1.894919,0.03551987
1641.0,1.894912,0.03552357
1642.0,1.894906,0.03552726
1643.0,1.8949,0.03553095
1644.0,1.894893,0.03553463
1645.0,1.894887,0.0355383
1646.0,1.894881,0.03554197
1647.0,1.894875,0.03554563
1648.0,1.894868,0.03554929
1649.0,1.894862,0.03555295
1650.0,1.894856,0.03555659
1651.0,1.89485,0.03556023
1652.0,1.894844,0.03556387
1653.0,1.894837,0.0355675
1654.0,1.894831,0.03557113
1655.0,1.894825,0.03557475
1656.0,1.894819,0.03557836
1657.0,1.894813,0.03558197
1658.0,1.894806,0.03558557
1659.0,1.8948,0.03558917
1660.0,1.894794,0.03559276
1661.0,1.894788,0.03559635
1662.0,1.894782,0.03559993
1663.0,1.894776,0.03560351
1664.0,1.89477,0.03560708
1665.0,1.894764,0.03561065
1666.0,1.894758,0.03561421
1667.0,1.894751,0.03561777
1668.0,1.894745,0.03562132
1669.0,1.894739,0.03562486
1670.0,1.894733,0.0356284
1671.0,1.894727,0.03563194
1672.0,1.894721,0.03563546
1673.0,1.894715,0.03563899
1674.0,1.894709,0.03564251
1675.0,1.894703,0.03564602
1676.0,1.894697,0.03564953
1677.0,1.894691,0.03565303
1678.0,1.894685,0.03565653
1679.0,1.894679,0.03566003
1680.0,1.894673,0.03566351
1681.0,1.894667,0.035667
1682.0,1.894662,0.03567047
1683.0,1.894656,0.03567395
1684.0,1.89465,0.03567741
1685.0,1.894644,0.03568088
1686.0,1.894638,0.03568433
1687.0,1.894632,0.03568779
1688.0,1.894626,0.03569123
1689.0,1.89462,0.03569468
1690.0,1.894614,0.03569811
1691.0,1.894609,0.03570155
1692.0,1.894603,0.03570497
1693.0,1.894597,0.0357084
1694.0,1.894591,0.03571181
1695.0,1.894585,0.03571523
1696.0,1.894579,0.03571863
1697.0,1.894574,0.03572204
1698.0,1.894568,0.03572543
1699.0,1.894562,0.03572883
1700.0,1.894556,0.03573221
1701.0,1.894551,0.0357356
1702.0,1.894545,0.03573897
1703.0,1.894539,0.03574235
1704.0,1.894533,0.03574572
1705.0,1.894528,0.03574908
1706.0,1.894522,0.03575244
1707.0,1.894516,0.03575579
1708.0,1.89451,0.03575914
1709.0,1.894505,0.03576248
1710.0,1.894499,0.03576582
1711.0,1.894493,0.03576916
1712.0,1.894488,0.03577249
1713.0,1.894482,0.03577581
1714.0,1.894476,0.03577913
1715.0,1.894471,0.03578245
1716.0,1.894465,0.03578576
1717.0,1.89446,0.03578906
1718.0,1.894454,0.03579236
1719.0,1.894448,0.03579566
1720.0,1.894443,0.03579895
1721.0,1.894437,0.03580224
1722.0,1.894432,0.03580552
1723.0,1.894426,0.0358088
1724.0,1.89442,0.03581207
1725.0,1.894415,0.03581534
1726.0,1.894409,0.0358186
1727.0,1.894404,0.03582186
1728.0,1.894398,0.03582512
1729.0,1.894393,0.03582837
1730.0,1.894387,0.03583161
1731.0,1.894382,0.03583485
1732.0,1.894376,0.03583809
1733.0,1.894371,0.03584132
1734.0,1.894365,0.03584455
1735.0,1.89436,0.03584777
1736.0,1.894354,0.03585099
1737.0,1.894349,0.0358542
1738.0,1.894343,0.03585741
1739.0,1.894338,0.03586061
1740.0,1.894332,0.03586381
1741.0,1.894327,0.03586701
1742.0,1.894322,0.0358702
1743.0,1.894316,0.03587338
1744.0,1.894311,0.03587657
1745.0,1.894305,0.03587974
1746.0,1.8943,0.03588292
1747.0,1.894295,0.03588608
1748.0,1.894289,0.03588925
1749.0,1.894284,0.03589241
1750.0,1.894278,0.03589556
1751.0,1.894273,0.03589871
1752.0,1.894268,0.03590186
1753.0,1.894262,0.035905
1754.0,1.894257,0.03590814
1755.0,1.894252,0.03591127
1756.0,1.894246,0.0359144
1757.0,1.894241,0.03591752
1758.0,1.894236,0.03592064
1759.0,1.894231,0.03592376
1760.0,1.894225,0.03592687
1761.0,1.89422,0.03592998
1762.0,1.894215,0.03593308
1763.0,1.89421,0.03593618
1764.0,1.894204,0.03593927
1765.0,1.894199,0.03594236
1766.0,1.894194,0.03594545
1767.0,1.894189,0.03594853
1768.0,1.894183,0.03595161
1769.0,1.894178,0.03595468
1770.0,1.894173,0.03595775
1771.0,1.894168,0.03596081
1772.0,1.894163,0.03596387
1773.0,1.894157,0.03596693
1774.0,1.894152,0.03596998
1775.0,1.894147,0.03597303
1776.0,1.894142,0.03597607
1777.0,1.894137,0.03597911
1778.0,1.894132,0.03598215
1779.0,1.894126,0.03598518
1780.0,1.894121,0.0359882
1781.0,1.894116,0.03599123
1782.0,1.894111,0.03599424
1783.0,1.894106,0.03599726
1784.0,1.894101,0.03600027
1785.0,1.894096,0.03600327
1786.0,1.894091,0.03600628
1787.0,1.894086,0.03600927
1788.0,1.89408,0.03601227
1789.0,1.894075,0.03601526
1790.0,1.89407,0.03601824
1791.0,1.894065,0.03602123
1792.0,1.89406,0.0360242
1793.0,1.894055,0.03602718
1794.0,1.89405,0.03603015
1795.0,1.894045,0.03603311
1796.0,1.89404,0.03603607
1797.0,1.894035,0.03603903
1798.0,1.89403,0.03604198
1799.0,1.894025,0.03604493
1800.0,1.89402,0.03604788
1801.0,1.894015,0.03605082
1802.0,1.89401,0.03605376
1803.0,1.894005,0.03605669
1804.0,1.894,0.03605962
1805.0,1.893995,0.03606255
1806.0,1.89399,0.03606547
1807.0,1.893985,0.03606839
1808.0,1.89398,0.0360713
1809.0,1.893975,0.03607421
1810.0,1.893971,0.03607712
1811.0,1.893966,0.03608002
1812.0,1.893961,0.03608292
1813.0,1.893956,0.03608581
1814.0,1.893951,0.0360887
1815.0,1.893946,0.03609159
1816.0,1.893941,0.03609447
1817.0,1.893936,0.03609735
1818.0,1.893931,0.03610022
1819.0,1.893927,0.0361031
1820.0,1.893922,0.03610596
1821.0,1.893917,0.03610883
1822.0,1.893912,0.03611169
1823.0,1.893907,0.03611454
1824.0,1.893902,0.0361174
1825.0,1.893898,0.03612024
1826.0,1.893893,0.03612309
1827.0,1.893888,0.03612593
1828.0,1.893883,0.03612877
1829.0,1.893878,0.0361316
1830.0,1.893874,0.03613443
1831.0,1.893869,0.03613725
1832.0,1.893864,0.03614008
1833.0,1.893859,0.0361429
1834.0,1.893854,0.03614571
1835.0,1.89385,0.03614852
1836.0,1.893845,0.03615133
1837.0,1.89384,0.03615413
1838.0,1.893836,0.03615693
1839.0,1.893831,0.03615973
1840.0,1.893826,0.03616252
1841.0,1.893821,0.03616531
1842.0,1.893817,0.03616809
1843.0,1.893812,0.03617088
1844.0,1.893807,0.03617365
1845.0,1.893803,0.03617643
1846.0,1.893798,0.0361792
1847.0,1.893793,0.03618197
1848.0,1.893789,0.03618473
1849.0,1.893784,0.03618749
1850.0,1.893779,0.03619024
1851.0,1.893775,0.036193
1852.0,1.89377,0.03619575
1853.0,1.893765,0.03619849
1854.0,1.893761,0.03620123
1855.0,1.893756,0.03620397
1856.0,1.893751,0.03620671
1857.0,1.893747,0.03620944
1858.0,1.893742,0.03621216
1859.0,1.893738,0.03621489
1860.0,1.893733,0.03621761
1861.0,1.893728,0.03622033
1862.0,1.893724,0.03622304
1863.0,1.893719,0.03622575
1864.0,1.893715,0.03622846
1865.0,1.89371,0.03623116
1866.0,1.893706,0.03623386
1867.0,1.893701,0.03623655
1868.0,1.893696,0.03623925
1869.0,1.893692,0.03624193
1870.0,1.893687,0.03624462
1871.0,1.893683,0.0362473
1872.0,1.893678,0.03624998
1873.0,1.893674,0.03625266
1874.0,1.893669,0.03625533
1875.0,1.893665,0.036258
1876.0,1.89366,0.03626066
1877.0,1.893656,0.03626332
1878.0,1.893651,0.03626598
1879.0,1.893647,0.03626863
1880.0,1.893642,0.03627128
1881.0,1.893638,0.03627393
1882.0,1.893633,0.03627658
1883.0,1.893629,0.03627922
1884.0,1.893625,0.03628186
1885.0,1.89362,0.03628449
1886.0,1.893616,0.03628712
1887.0,1.893611,0.03628975
1888.0,1.893607,0.03629237
1889.0,1.893602,0.03629499
1890.0,1.893598,0.03629761
1891.0,1.893594,0.03630022
1892.0,1.893589,0.03630284
1893.0,1.893585,0.03630544
1894.0,1.89358,0.03630805
1895.0,1.893576,0.03631065
1896.0,1.893572,0.03631325
1897.0,1.893567,0.03631584
1898.0,1.893563,0.03631843
1899.0,1.893558,0.03632102
1900.0,1.893554,0.0363236
1901.0,1.89355,0.03632618
1902.0,1.893545,0.03632876
1903.0,1.893541,0.03633134
1904.0,1.893537,0.03633391
1905.0,1.893532,0.03633648
1906.0,1.893528,0.03633904
1907.0,1.893524,0.0363416
1908.0,1.893519,0.03634416
1909.0,1.893515,0.03634672
1910.0,1.893511,0.03634927
1911.0,1.893507,0.03635182
1912.0,1.893502,0.03635436
1913.0,1.893498,0.0363569
1914.0,1.893494,0.03635944
1915.0,1.893489,0.03636198
1916.0,1.893485,0.03636451
1917.0,1.893481,0.03636704
1918.0,1.893477,0.03636957
1919.0,1.893472,0.03637209
1920.0,1.893468,0.03637461
1921.0,1.893464,0.03637713
1922.0,1.89346,0.03637964
1923.0,1.893455,0.03638215
1924.0,1.893451,0.03638466
1925.0,1.893447,0.03638717
1926.0,1.893443,0.03638967
1927.0,1.893439,0.03639217
1928.0,1.893434,0.03639466
1929.0,1.89343,0.03639715
1930.0,1.893426,0.03639964
1931.0,1.893422,0.03640213
1932.0,1.893418,0.03640461
1933.0,1.893413,0.03640709
1934.0,1.893409,0.03640957
1935.0,1.893405,0.03641204
1936.0,1.893401,0.03641451
1937.0,1.893397,0.03641698
1938.0,1.893393,0.03641944
1939.0,1.893388,0.0364219
1940.0,1.893384,0.03642436
1941.0,1.89338,0.03642682
1942.0,1.893376,0.03642927
1943.0,1.893372,0.03643172
1944.0,1.893368,0.03643417
1945.0,1.893364,0.03643661
1946.0,1.89336,0.03643905
1947.0,1.893356,0.03644149
1948.0,1.893351,0.03644392
1949.0,1.893347,0.03644635
1950.0,1.893343,0.03644878
1951.0,1.893339,0.03645121
1952.0,1.893335,0.03645363
1953.0,1.893331,0.03645605
1954.0,1.893327,0.03645846
1955.0,1.893323,0.03646088
1956.0,1.893319,0.03646329
1957.0,1.893315,0.0364657
1958.0,1.893311,0.0364681
1959.0,1.893307,0.0364705
1960.0,1.893303,0.0364729
1961.0,1.893299,0.0364753
1962.0,1.893295,0.03647769
1963.0,1.893291,0.03648008
1964.0,1.893287,0.03648247
1965.0,1.893283,0.03648485
1966.0,1.893279,0.03648723
1967.0,1.893275,0.03648961
1968.0,1.893271,0.03649199
1969.0,1.893267,0.03649436
1970.0,1.893263,0.03649673
1971.0,1.893259,0.03649909
1972.0,1.893255,0.03650146
1973.0,1.893251,0.03650382
1974.0,1.893247,0.03650618
1975.0,1.893243,0.03650853
1976.0,1.893239,0.03651089
1977.0,1.893235,0.03651324
1978.0,1.893231,0.03651558
